Year,GeoAreaName,Name of international institution,Value
2015,Portugal,IFC,0.54348
2010,Kyrgyzstan,UNGA,0.52083
2010,Kyrgyzstan,IBRD,0.53476
2015,Kyrgyzstan,IBRD,0.53191
2015,Kyrgyzstan,ADB,1.4925
2015,Kyrgyzstan,IMF,0.53191
2015,Kyrgyzstan,ECOSOC,1.85185
2015,Kyrgyzstan,IFC,0.54348
2015,Kyrgyzstan,UNGA,0.51813
2015,Kyrgyzstan,WTO,0.625
2016,Kyrgyzstan,UNGA,0.51813
2015,Portugal,UNGA,0.51813
2015,Portugal,WTO,0.625
2016,Portugal,WTO,0.61728
2016,Portugal,UNGA,0.51813
2016,Portugal,IFC,0.54348
2016,Portugal,IMF,0.53191
2016,Portugal,AFDB,1.25
2016,Portugal,IADB,2.08333
2016,Portugal,ECOSOC,1.85185
2016,Portugal,ADB,1.4925
2016,Portugal,IBRD,0.53191
2017,Portugal,UNGA,0.51813
2017,Portugal,ADB,1.4925
2017,Portugal,ECOSOC,1.85185185185185
2017,Portugal,IADB,2.08333
2017,Portugal,IBRD,0.5291
2017,Portugal,AFDB,1.25
2017,Portugal,IMF,0.5291
2017,Portugal,IFC,0.54348
2017,Portugal,WTO,0.60976
2018,Portugal,UNGA,0.51813
2018,Portugal,WTO,0.60976
2016,Kyrgyzstan,IMF,0.53191
2016,Kyrgyzstan,IFC,0.54348
2016,Kyrgyzstan,ADB,1.4925
2016,Kyrgyzstan,IBRD,0.53191
2016,Kyrgyzstan,WTO,0.61728
2017,Kyrgyzstan,UNGA,0.51813
2017,Kyrgyzstan,IBRD,0.5291
2017,Kyrgyzstan,ADB,1.4925
2017,Kyrgyzstan,IMF,0.5291
2017,Kyrgyzstan,IFC,0.54348
2017,Kyrgyzstan,WTO,0.60976
2010,Austria,ADB,1.4925
2010,Austria,UNGA,0.52083
2010,Austria,IBRD,0.53476
2010,Austria,IADB,2.08333
2010,Austria,UNSC,6.66667
2010,Austria,WTO,0.65359
2014,Austria,AFDB,1.26582
2015,Austria,UNGA,0.51813
2015,Austria,IFC,0.54348
2015,Austria,AFDB,1.25
2015,Austria,ADB,1.4925
2018,Portugal,IFC,0.54348
2018,Portugal,IMF,0.5291
2018,Portugal,AFDB,1.25
2018,Portugal,IBRD,0.5291
2018,Portugal,IADB,2.08333
2018,Portugal,ADB,1.4925
2019,Portugal,ADB,1.47059
2019,Portugal,IADB,2.08333
2019,Portugal,AFDB,1.25
2019,Portugal,IMF,0.5291
2019,Portugal,IBRD,0.5291
2018,Kyrgyzstan,WTO,0.60976
2018,Kyrgyzstan,UNGA,0.51813
2018,Kyrgyzstan,IFC,0.54348
2018,Kyrgyzstan,IMF,0.5291
2018,Kyrgyzstan,ADB,1.4925
2018,Kyrgyzstan,IBRD,0.5291
2019,Kyrgyzstan,IBRD,0.5291
2019,Kyrgyzstan,WTO,0.60976
2019,Kyrgyzstan,UNGA,0.51813
2019,Kyrgyzstan,ADB,1.47059
2019,Kyrgyzstan,IMF,0.5291
2015,Austria,IBRD,0.53191
2015,Austria,IMF,0.53191
2015,Austria,ECOSOC,1.85185
2015,Austria,IADB,2.08333
2015,Austria,WTO,0.625
2016,Austria,IFC,0.54348
2016,Austria,IMF,0.53191
2016,Austria,UNGA,0.51813
2016,Austria,IADB,2.08333
2016,Austria,AFDB,1.25
2016,Austria,IBRD,0.53191
2019,Portugal,IFC,0.5435
2019,Portugal,WTO,0.60976
2019,Portugal,UNGA,0.51813
2020,Portugal,UNGA,0.51813
2020,Portugal,WTO,0.60976
2020,Portugal,IBRD,0.5291
2020,Portugal,IMF,0.5291
2020,Portugal,IFC,0.54054
2020,Portugal,ADB,1.47058823529412
2021,Portugal,IFC,0.54054
2021,Portugal,ECOSOC,1.85185185185185
2019,Kyrgyzstan,IFC,0.5435
2020,Kyrgyzstan,IBRD,0.5291
2020,Kyrgyzstan,IMF,0.5291
2020,Kyrgyzstan,ADB,1.47058823529412
2020,Kyrgyzstan,IFC,0.54054
2020,Kyrgyzstan,UNGA,0.51813
2020,Kyrgyzstan,WTO,0.60976
2021,Kyrgyzstan,UNGA,0.51813
2021,Kyrgyzstan,IMF,0.52632
2021,Kyrgyzstan,WTO,0.60976
2021,Kyrgyzstan,IFC,0.54054
2018,Czechia,ECOSOC,1.8519
2018,Czechia,IBRD,0.5291
2018,Czechia,WTO,0.60976
2018,Czechia,UNGA,0.51813
2018,Czechia,IFC,0.54348
2018,Czechia,IMF,0.5291
2019,Czechia,IMF,0.5291
2019,Czechia,IFC,0.5435
2019,Czechia,UNGA,0.51813
2019,Czechia,WTO,0.60976
2019,Czechia,IBRD,0.5291
2021,Kyrgyzstan,IBRD,0.5291
2000,Latvia,IBRD,0.54945
2000,Latvia,WTO,0.71429
2000,Latvia,UNGA,0.5291
2000,Latvia,IMF,0.5618
2000,Latvia,IFC,0.57471
2005,Latvia,IBRD,0.54348
2005,Latvia,WTO,0.67114
2005,Latvia,UNGA,0.52356
2005,Latvia,IMF,0.55249
2005,Latvia,IFC,0.5618
2021,Portugal,IBRD,0.5291
2021,Portugal,UNGA,0.51813
2021,Portugal,WTO,0.60976
2021,Portugal,IMF,0.52632
2000,Romania,UNGA,0.5291
2000,Romania,WTO,0.71429
2000,Romania,IMF,0.5618
2000,Romania,IFC,0.57471
2000,Romania,IBRD,0.54945
2005,Romania,IBRD,0.54348
2005,Romania,IFC,0.5618
2020,Czechia,UNGA,0.51813
2020,Czechia,WTO,0.60976
2020,Czechia,IFC,0.54054
2020,Czechia,IBRD,0.5291
2020,Czechia,IMF,0.5291
2021,Czechia,IBRD,0.5291
2021,Czechia,IMF,0.52632
2021,Czechia,WTO,0.60976
2021,Czechia,UNGA,0.51813
2021,Czechia,IFC,0.54054
2000,Denmark,IADB,2.17391
2010,Latvia,IFC,0.54945
2010,Latvia,IMF,0.54945
2010,Latvia,WTO,0.65359
2010,Latvia,UNGA,0.52083
2010,Latvia,IBRD,0.53476
2015,Latvia,IBRD,0.53191
2015,Latvia,IMF,0.53191
2015,Latvia,IFC,0.54348
2015,Latvia,UNGA,0.51813
2015,Latvia,WTO,0.625
2016,Latvia,UNGA,0.51813
2005,Romania,IMF,0.55249
2005,Romania,WTO,0.67114
2005,Romania,UNSC,6.66667
2005,Romania,UNGA,0.52356
2010,Romania,UNGA,0.52083
2010,Romania,WTO,0.65359
2010,Romania,IMF,0.54945
2010,Romania,IFC,0.54945
2010,Romania,IBRD,0.53476
2015,Romania,IBRD,0.53191
2015,Romania,IMF,0.53191
2000,Denmark,IBRD,0.54945
2000,Denmark,UNGA,0.5291
2000,Denmark,WTO,0.71429
2000,Denmark,IMF,0.5618
2000,Denmark,IFC,0.57471
2000,Denmark,ECOSOC,1.85185
2000,Denmark,AFDB,1.2987
2000,Denmark,ADB,1.6949
2005,Denmark,IBRD,0.54348
2005,Denmark,IADB,2.12766
2005,Denmark,WTO,0.67114
2016,Latvia,IMF,0.53191
2016,Latvia,IFC,0.54348
2016,Latvia,IBRD,0.53191
2016,Latvia,WTO,0.61728
2017,Latvia,IBRD,0.5291
2017,Latvia,IMF,0.5291
2017,Latvia,IFC,0.54348
2017,Latvia,WTO,0.60976
2017,Latvia,UNGA,0.51813
2018,Latvia,WTO,0.60976
2018,Latvia,UNGA,0.51813
2015,Romania,IFC,0.54348
2015,Romania,UNGA,0.51813
2015,Romania,WTO,0.625
2016,Romania,WTO,0.61728
2016,Romania,UNGA,0.51813
2016,Romania,IFC,0.54348
2016,Romania,IMF,0.53191
2016,Romania,IBRD,0.53191
2017,Romania,ECOSOC,1.85185185185185
2017,Romania,IBRD,0.5291
2017,Romania,IMF,0.5291
2005,Denmark,ADB,1.5625
2005,Denmark,AFDB,1.2987
2005,Denmark,ECOSOC,1.85185
2005,Denmark,IMF,0.55249
2005,Denmark,IFC,0.5618
2005,Denmark,UNGA,0.52356
2005,Denmark,UNSC,6.66667
2010,Denmark,IMF,0.54945
2010,Denmark,IBRD,0.53476
2010,Denmark,ADB,1.4925
2010,Denmark,AFDB,1.2987
2018,Latvia,IFC,0.54348
2018,Latvia,IMF,0.5291
2018,Latvia,IBRD,0.5291
2019,Latvia,IBRD,0.5291
2019,Latvia,WTO,0.60976
2019,Latvia,IMF,0.5291
2019,Latvia,IFC,0.5435
2019,Latvia,UNGA,0.51813
2020,Latvia,WTO,0.60976
2020,Latvia,IBRD,0.5291
2020,Latvia,IMF,0.5291
2017,Romania,IFC,0.54348
2017,Romania,WTO,0.60976
2017,Romania,UNGA,0.51813
2018,Romania,IBRD,0.5291
2018,Romania,ECOSOC,1.8519
2018,Romania,UNGA,0.51813
2018,Romania,WTO,0.60976
2018,Romania,IFC,0.54348
2018,Romania,IMF,0.5291
2019,Romania,IMF,0.5291
2019,Romania,ECOSOC,1.85185
2010,Denmark,WTO,0.65359
2010,Denmark,UNGA,0.52083
2010,Denmark,IADB,2.08333
2010,Denmark,IFC,0.54945
2014,Denmark,AFDB,1.26582
2015,Denmark,AFDB,1.25
2015,Denmark,ADB,1.4925
2015,Denmark,IBRD,0.53191
2015,Denmark,IMF,0.53191
2015,Denmark,IADB,2.08333
2015,Denmark,UNGA,0.51813
2019,Romania,IBRD,0.5291
2019,Romania,IFC,0.5435
2019,Romania,UNGA,0.51813
2019,Romania,WTO,0.60976
2020,Romania,UNGA,0.51813
2020,Romania,WTO,0.60976
2020,Romania,IBRD,0.5291
2020,Romania,IFC,0.54054
2020,Romania,IMF,0.5291
2021,Romania,IFC,0.54054
2021,Romania,IBRD,0.5291
2020,Latvia,UNGA,0.51813
2020,Latvia,IFC,0.54054
2020,Latvia,ECOSOC,1.85185
2021,Latvia,ECOSOC,1.85185185185185
2021,Latvia,IFC,0.54054
2021,Latvia,IBRD,0.5291
2021,Latvia,UNGA,0.51813
2021,Latvia,IMF,0.52632
2021,Latvia,WTO,0.60976
2000,Liechtenstein,WTO,0.71429
2000,Liechtenstein,UNGA,0.5291
2015,Denmark,WTO,0.625
2015,Denmark,IFC,0.54348
2016,Denmark,IFC,0.54348
2016,Denmark,IMF,0.53191
2016,Denmark,WTO,0.61728
2016,Denmark,UNGA,0.51813
2016,Denmark,IADB,2.08333
2016,Denmark,AFDB,1.25
2016,Denmark,IBRD,0.53191
2016,Denmark,ADB,1.4925
2017,Denmark,ADB,1.4925
2017,Denmark,AFDB,1.25
2017,Denmark,ECOSOC,1.85185185185185
2017,Denmark,IADB,2.08333
2017,Denmark,IBRD,0.5291
2017,Denmark,WTO,0.60976
2017,Denmark,UNGA,0.51813
2017,Denmark,IMF,0.5291
2017,Denmark,IFC,0.54348
2018,Denmark,IFC,0.54348
2018,Denmark,IMF,0.5291
2018,Denmark,WTO,0.60976
2005,Liechtenstein,WTO,0.67114
2005,Liechtenstein,UNGA,0.52356
2010,Liechtenstein,UNGA,0.52083
2010,Liechtenstein,ECOSOC,1.85185
2010,Liechtenstein,WTO,0.65359
2015,Liechtenstein,WTO,0.625
2015,Liechtenstein,UNGA,0.51813
2016,Liechtenstein,UNGA,0.51813
2016,Liechtenstein,WTO,0.61728
2017,Liechtenstein,UNGA,0.51813
2017,Liechtenstein,WTO,0.60976
2018,Denmark,IADB,2.08333
2018,Denmark,ECOSOC,1.8519
2018,Denmark,AFDB,1.25
2018,Denmark,ADB,1.4925
2018,Denmark,IBRD,0.5291
2018,Denmark,UNGA,0.51813
2019,Denmark,UNGA,0.51813
2019,Denmark,IBRD,0.5291
2019,Denmark,ADB,1.47059
2019,Denmark,ECOSOC,1.85185
2018,Liechtenstein,WTO,0.60976
2018,Liechtenstein,UNGA,0.51813
2019,Liechtenstein,UNGA,0.51813
2019,Liechtenstein,WTO,0.60976
2020,Liechtenstein,UNGA,0.51813
2020,Liechtenstein,WTO,0.60976
2021,Liechtenstein,UNGA,0.51813
2021,Liechtenstein,WTO,0.60976
2000,Lithuania,UNGA,0.5291
2000,Lithuania,IBRD,0.54945
2000,Lithuania,IMF,0.5618
2021,Romania,UNGA,0.51813
2021,Romania,WTO,0.60976
2021,Romania,IMF,0.52632
2000,Serbia,UNGA,0.5291
2005,Serbia,UNGA,0.52356
2005,Serbia,IMF,0.55249
2005,Serbia,IFC,0.5618
2005,Serbia,IBRD,0.54348
2010,Serbia,IBRD,0.53476
2010,Serbia,IFC,0.54945
2010,Serbia,IMF,0.54945
2010,Serbia,UNGA,0.52083
2015,Serbia,UNGA,0.51813
2015,Serbia,IMF,0.53191
2015,Serbia,ECOSOC,1.85185
2015,Serbia,IBRD,0.53191
2015,Serbia,IFC,0.54348
2016,Serbia,IFC,0.54348
2016,Serbia,ECOSOC,1.85185
2016,Serbia,IBRD,0.53191
2016,Serbia,IMF,0.53191
2016,Serbia,UNGA,0.51813
2019,Denmark,AFDB,1.25
2019,Denmark,IADB,2.08333
2019,Denmark,WTO,0.60976
2019,Denmark,IMF,0.5291
2019,Denmark,IFC,0.5435
2020,Denmark,IFC,0.54054
2020,Denmark,IBRD,0.5291
2020,Denmark,IMF,0.5291
2020,Denmark,UNGA,0.51813
2020,Denmark,ADB,1.47058823529412
2020,Denmark,WTO,0.60976
2000,Lithuania,IFC,0.57471
2005,Lithuania,IFC,0.5618
2005,Lithuania,IBRD,0.54348
2005,Lithuania,WTO,0.67114
2005,Lithuania,UNGA,0.52356
2005,Lithuania,IMF,0.55249
2005,Lithuania,ECOSOC,1.85185
2010,Lithuania,IMF,0.54945
2010,Lithuania,UNGA,0.52083
2010,Lithuania,IBRD,0.53476
2010,Lithuania,IFC,0.54945
2017,Serbia,UNGA,0.51813
2017,Serbia,IMF,0.5291
2017,Serbia,IBRD,0.5291
2017,Serbia,IFC,0.54348
2018,Serbia,IFC,0.54348
2018,Serbia,IBRD,0.5291
2018,Serbia,IMF,0.5291
2018,Serbia,UNGA,0.51813
2019,Serbia,UNGA,0.51813
2019,Serbia,IMF,0.5291
2019,Serbia,IBRD,0.5291
2010,Lithuania,WTO,0.65359
2015,Lithuania,UNGA,0.51813
2015,Lithuania,UNSC,6.66667
2015,Lithuania,WTO,0.625
2015,Lithuania,IFC,0.54348
2015,Lithuania,IBRD,0.53191
2015,Lithuania,IMF,0.53191
2016,Lithuania,IBRD,0.53191
2016,Lithuania,WTO,0.61728
2016,Lithuania,IMF,0.53191
2016,Lithuania,IFC,0.54348
2019,Serbia,IFC,0.5435
2020,Serbia,IMF,0.5291
2020,Serbia,IBRD,0.5291
2020,Serbia,IFC,0.54054
2020,Serbia,UNGA,0.51813
2021,Serbia,IMF,0.52632
2021,Serbia,UNGA,0.51813
2021,Serbia,IFC,0.54054
2021,Serbia,IBRD,0.5291
2000,Slovakia,WTO,0.71429
2000,Slovakia,UNGA,0.5291
2016,Lithuania,UNGA,0.51813
2017,Lithuania,WTO,0.60976
2017,Lithuania,UNGA,0.51813
2017,Lithuania,IMF,0.5291
2017,Lithuania,IFC,0.54348
2017,Lithuania,IBRD,0.5291
2018,Lithuania,IBRD,0.5291
2018,Lithuania,IFC,0.54348
2018,Lithuania,IMF,0.5291
2018,Lithuania,WTO,0.60976
2018,Lithuania,UNGA,0.51813
2016,Austria,ADB,1.4925
2016,Austria,WTO,0.61728
2017,Austria,UNGA,0.51813
2017,Austria,WTO,0.60976
2017,Austria,IMF,0.5291
2017,Austria,IFC,0.54348
2017,Austria,ADB,1.4925
2017,Austria,AFDB,1.25
2017,Austria,IADB,2.08333
2017,Austria,IBRD,0.5291
2018,Austria,IFC,0.54348
2000,Slovakia,IMF,0.5618
2000,Slovakia,IFC,0.57471
2000,Slovakia,IBRD,0.54945
2005,Slovakia,IBRD,0.54348
2005,Slovakia,IFC,0.5618
2005,Slovakia,IMF,0.55249
2005,Slovakia,WTO,0.67114
2005,Slovakia,UNGA,0.52356
2010,Slovakia,UNGA,0.52083
2010,Slovakia,WTO,0.65359
2010,Slovakia,IMF,0.54945
2019,Lithuania,UNGA,0.51813
2019,Lithuania,IMF,0.5291
2019,Lithuania,IFC,0.5435
2019,Lithuania,IBRD,0.5291
2019,Lithuania,WTO,0.60976
2020,Lithuania,UNGA,0.51813
2020,Lithuania,IFC,0.54054
2020,Lithuania,IBRD,0.5291
2020,Lithuania,IMF,0.5291
2020,Lithuania,WTO,0.60976
2021,Lithuania,UNGA,0.51813
2021,Denmark,IMF,0.52632
2021,Denmark,WTO,0.60976
2021,Denmark,UNGA,0.51813
2021,Denmark,IFC,0.54054
2021,Denmark,IBRD,0.5291
2000,Estonia,IMF,0.5618
2000,Estonia,IFC,0.57471
2000,Estonia,UNGA,0.5291
2000,Estonia,WTO,0.71429
2000,Estonia,IBRD,0.54945
2005,Estonia,IBRD,0.54348
2010,Slovakia,IFC,0.54945
2010,Slovakia,IBRD,0.53476
2010,Slovakia,ECOSOC,1.85185
2015,Slovakia,IBRD,0.53191
2015,Slovakia,IMF,0.53191
2015,Slovakia,IFC,0.54348
2015,Slovakia,UNGA,0.51813
2015,Slovakia,WTO,0.625
2016,Slovakia,UNGA,0.51813
2016,Slovakia,WTO,0.61728
2016,Slovakia,IFC,0.54348
2021,Lithuania,WTO,0.60976
2021,Lithuania,IMF,0.52632
2021,Lithuania,IBRD,0.5291
2021,Lithuania,IFC,0.54054
2000,Luxembourg,IBRD,0.54945
2000,Luxembourg,IMF,0.5618
2000,Luxembourg,IFC,0.57471
2000,Luxembourg,WTO,0.71429
2000,Luxembourg,UNGA,0.5291
2005,Luxembourg,IFC,0.5618
2005,Luxembourg,IBRD,0.54348
2005,Estonia,WTO,0.67114
2005,Estonia,IMF,0.55249
2005,Estonia,UNGA,0.52356
2005,Estonia,IFC,0.5618
2010,Estonia,IFC,0.54945
2010,Estonia,IMF,0.54945
2010,Estonia,ECOSOC,1.85185
2010,Estonia,IBRD,0.53476
2010,Estonia,WTO,0.65359
2010,Estonia,UNGA,0.52083
2015,Estonia,UNGA,0.51813
2015,Estonia,IBRD,0.53191
2015,Estonia,IMF,0.53191
2015,Estonia,ECOSOC,1.85185
2015,Estonia,WTO,0.625
2015,Estonia,IFC,0.54348
2016,Estonia,IFC,0.54348
2016,Estonia,IMF,0.53191
2016,Estonia,WTO,0.61728
2016,Estonia,ECOSOC,1.85185
2016,Estonia,IBRD,0.53191
2016,Estonia,UNGA,0.51813
2005,Luxembourg,WTO,0.67114
2005,Luxembourg,UNGA,0.52356
2005,Luxembourg,IMF,0.55249
2005,Luxembourg,ADB,1.5625
2010,Luxembourg,IBRD,0.53476
2010,Luxembourg,IFC,0.54945
2010,Luxembourg,WTO,0.65359
2010,Luxembourg,ADB,1.4925
2010,Luxembourg,IMF,0.54945
2010,Luxembourg,UNGA,0.52083
2014,Luxembourg,AFDB,1.26582
2016,Slovakia,IMF,0.53191
2016,Slovakia,IBRD,0.53191
2017,Slovakia,IBRD,0.5291
2017,Slovakia,IMF,0.5291
2017,Slovakia,IFC,0.54348
2017,Slovakia,WTO,0.60976
2017,Slovakia,UNGA,0.51813
2018,Slovakia,UNGA,0.51813
2018,Slovakia,WTO,0.60976
2018,Slovakia,IFC,0.54348
2018,Slovakia,IMF,0.5291
2017,Estonia,WTO,0.60976
2017,Estonia,UNGA,0.51813
2017,Estonia,IBRD,0.5291
2017,Estonia,ECOSOC,1.85185185185185
2017,Estonia,IMF,0.5291
2017,Estonia,IFC,0.54348
2018,Estonia,IFC,0.54348
2018,Estonia,IMF,0.5291
2018,Estonia,IBRD,0.5291
2018,Estonia,WTO,0.60976
2018,Estonia,UNGA,0.51813
2018,Slovakia,IBRD,0.5291
2019,Slovakia,IMF,0.5291
2019,Slovakia,IBRD,0.5291
2019,Slovakia,IFC,0.5435
2019,Slovakia,UNGA,0.51813
2019,Slovakia,WTO,0.60976
2020,Slovakia,UNGA,0.51813
2020,Slovakia,WTO,0.60976
2020,Slovakia,IMF,0.5291
2020,Slovakia,IBRD,0.5291
2020,Slovakia,IFC,0.54054
2019,Estonia,UNGA,0.51813
2019,Estonia,WTO,0.60976
2019,Estonia,IBRD,0.5291
2019,Estonia,IMF,0.5291
2019,Estonia,IFC,0.5435
2020,Estonia,IFC,0.54054
2020,Estonia,IBRD,0.5291
2020,Estonia,IMF,0.5291
2020,Estonia,UNGA,0.51813
2020,Estonia,WTO,0.60976
2020,Estonia,UNSC,6.66667
2021,Slovakia,IFC,0.54054
2021,Slovakia,IBRD,0.5291
2021,Slovakia,IMF,0.52632
2021,Slovakia,WTO,0.60976
2021,Slovakia,UNGA,0.51813
2000,Slovenia,WTO,0.71429
2000,Slovenia,UNGA,0.5291
2000,Slovenia,IMF,0.5618
2000,Slovenia,IFC,0.57471
2000,Slovenia,IBRD,0.54945
2000,Slovenia,IADB,2.17391
2005,Slovenia,IADB,2.12766
2005,Slovenia,IBRD,0.54348
2005,Slovenia,IFC,0.5618
2005,Slovenia,IMF,0.55249
2005,Slovenia,WTO,0.67114
2005,Slovenia,UNGA,0.52356
2010,Slovenia,WTO,0.65359
2010,Slovenia,UNGA,0.52083
2010,Slovenia,IMF,0.54945
2010,Slovenia,IBRD,0.53476
2010,Slovenia,IADB,2.08333
2015,Luxembourg,AFDB,1.25
2015,Luxembourg,ADB,1.4925
2015,Luxembourg,IMF,0.53191
2015,Luxembourg,IBRD,0.53191
2015,Luxembourg,IFC,0.54348
2015,Luxembourg,UNGA,0.51813
2015,Luxembourg,WTO,0.625
2016,Luxembourg,UNGA,0.51813
2016,Luxembourg,IMF,0.53191
2016,Luxembourg,IFC,0.54348
2016,Luxembourg,WTO,0.61728
2021,Estonia,IMF,0.52632
2021,Estonia,UNGA,0.51813
2021,Estonia,WTO,0.60976
2021,Estonia,IFC,0.54054
2021,Estonia,IBRD,0.5291
2000,Finland,WTO,0.71429
2000,Finland,UNGA,0.5291
2000,Finland,IBRD,0.54945
2000,Finland,IADB,2.17391
2000,Finland,ADB,1.6949
2000,Finland,AFDB,1.2987
2016,Luxembourg,AFDB,1.25
2016,Luxembourg,ADB,1.4925
2016,Luxembourg,IBRD,0.53191
2017,Luxembourg,ADB,1.4925
2017,Luxembourg,AFDB,1.25
2017,Luxembourg,IBRD,0.5291
2017,Luxembourg,IMF,0.5291
2017,Luxembourg,IFC,0.54348
2017,Luxembourg,WTO,0.60976
2017,Luxembourg,UNGA,0.51813
2018,Luxembourg,IBRD,0.5291
2010,Slovenia,IFC,0.54945
2015,Slovenia,IFC,0.54348
2015,Slovenia,IADB,2.08333
2015,Slovenia,IBRD,0.53191
2015,Slovenia,IMF,0.53191
2015,Slovenia,UNGA,0.51813
2015,Slovenia,WTO,0.625
2016,Slovenia,UNGA,0.51813
2016,Slovenia,WTO,0.61728
2016,Slovenia,IMF,0.53191
2016,Slovenia,IBRD,0.53191
2000,Finland,IMF,0.5618
2000,Finland,IFC,0.57471
2005,Finland,IFC,0.5618
2005,Finland,ADB,1.5625
2005,Finland,AFDB,1.2987
2005,Finland,IMF,0.55249
2005,Finland,IADB,2.12766
2005,Finland,WTO,0.67114
2005,Finland,IBRD,0.54348
2005,Finland,UNGA,0.52356
2010,Finland,IADB,2.08333
2010,Finland,UNGA,0.52083
2010,Finland,WTO,0.65359
2010,Finland,ECOSOC,1.85185
2010,Finland,IMF,0.54945
2010,Finland,AFDB,1.2987
2010,Finland,ADB,1.4925
2010,Finland,IBRD,0.53476
2010,Finland,IFC,0.54945
2014,Finland,AFDB,1.26582
2015,Finland,AFDB,1.25
2015,Finland,ADB,1.4925
2015,Finland,IBRD,0.53191
2015,Finland,IMF,0.53191
2015,Finland,ECOSOC,1.85185
2015,Finland,UNGA,0.51813
2015,Finland,IADB,2.08333
2015,Finland,WTO,0.625
2015,Finland,IFC,0.54348
2016,Finland,IFC,0.54348
2016,Finland,IMF,0.53191
2016,Finland,WTO,0.61728
2016,Finland,IADB,2.08333
2018,Luxembourg,AFDB,1.25
2018,Luxembourg,ADB,1.4925
2018,Luxembourg,WTO,0.60976
2018,Luxembourg,UNGA,0.51813
2018,Luxembourg,IFC,0.54348
2018,Luxembourg,IMF,0.5291
2019,Luxembourg,ADB,1.47059
2019,Luxembourg,ECOSOC,1.85185
2019,Luxembourg,AFDB,1.25
2019,Luxembourg,IBRD,0.5291
2019,Luxembourg,WTO,0.60976
2016,Finland,UNGA,0.51813
2016,Finland,ECOSOC,1.85185
2016,Finland,AFDB,1.25
2016,Finland,IBRD,0.53191
2016,Finland,ADB,1.4925
2017,Finland,IBRD,0.5291
2017,Finland,AFDB,1.25
2017,Finland,ADB,1.4925
2017,Finland,WTO,0.60976
2017,Finland,UNGA,0.51813
2017,Finland,IADB,2.08333
2019,Luxembourg,IMF,0.5291
2019,Luxembourg,IFC,0.5435
2019,Luxembourg,UNGA,0.51813
2020,Luxembourg,WTO,0.60976
2020,Luxembourg,IBRD,0.5291
2020,Luxembourg,IMF,0.5291
2020,Luxembourg,UNGA,0.51813
2020,Luxembourg,ECOSOC,1.85185
2020,Luxembourg,IFC,0.54054
2020,Luxembourg,ADB,1.47058823529412
2021,Luxembourg,IFC,0.54054
2016,Slovenia,IADB,2.08333
2016,Slovenia,IFC,0.54348
2017,Slovenia,IFC,0.54348
2017,Slovenia,IADB,2.08333
2017,Slovenia,IBRD,0.5291
2017,Slovenia,IMF,0.5291
2017,Slovenia,WTO,0.60976
2017,Slovenia,UNGA,0.51813
2018,Slovenia,UNGA,0.51813
2018,Slovenia,WTO,0.60976
2018,Slovenia,IMF,0.5291
2017,Finland,IMF,0.5291
2017,Finland,IFC,0.54348
2018,Finland,IFC,0.54348
2018,Finland,IMF,0.5291
2018,Finland,IADB,2.08333
2018,Finland,WTO,0.60976
2018,Finland,AFDB,1.25
2018,Finland,IBRD,0.5291
2018,Finland,ADB,1.4925
2018,Finland,UNGA,0.51813
2019,Finland,ADB,1.47059
2019,Finland,IBRD,0.5291
2019,Finland,AFDB,1.25
2019,Finland,UNGA,0.51813
2019,Finland,WTO,0.60976
2019,Finland,IADB,2.08333
2019,Finland,IMF,0.5291
2019,Finland,IFC,0.5435
2020,Finland,IBRD,0.5291
2020,Finland,IMF,0.5291
2020,Finland,UNGA,0.51813
2020,Finland,ECOSOC,1.85185
2021,Luxembourg,ECOSOC,1.85185185185185
2021,Luxembourg,IBRD,0.5291
2021,Luxembourg,UNGA,0.51813
2021,Luxembourg,WTO,0.60976
2021,Luxembourg,IMF,0.52632
2000,Malta,WTO,0.71429
2000,Malta,UNGA,0.5291
2000,Malta,IMF,0.5618
2000,Malta,IBRD,0.54945
2005,Malta,IBRD,0.54348
2018,Slovenia,IBRD,0.5291
2018,Slovenia,IADB,2.08333
2018,Slovenia,IFC,0.54348
2019,Slovenia,IBRD,0.5291
2019,Slovenia,IFC,0.5435
2019,Slovenia,IADB,2.08333
2019,Slovenia,IMF,0.5291
2019,Slovenia,UNGA,0.51813
2019,Slovenia,WTO,0.60976
2020,Slovenia,UNGA,0.51813
2020,Slovenia,WTO,0.60976
2020,Finland,ADB,1.47058823529412
2020,Finland,WTO,0.60976
2020,Finland,IFC,0.54054
2021,Finland,UNGA,0.51813
2021,Finland,IMF,0.52632
2021,Finland,WTO,0.60976
2021,Finland,ECOSOC,1.85185185185185
2021,Finland,IFC,0.54054
2021,Finland,IBRD,0.5291
2000,France,ECOSOC,1.85185
2000,France,ADB,1.6949
2005,Malta,WTO,0.67114
2005,Malta,UNGA,0.52356
2005,Malta,IMF,0.55249
2005,Malta,IFC,0.5618
2010,Malta,IFC,0.54945
2010,Malta,IMF,0.54945
2010,Malta,ECOSOC,1.85185
2010,Malta,UNGA,0.52083
2010,Malta,IBRD,0.53476
2010,Malta,WTO,0.65359
2015,Malta,IFC,0.54348
2000,France,AFDB,1.2987
2000,France,IBRD,0.54945
2000,France,IADB,2.17391
2000,France,UNSC,6.66667
2000,France,UNGA,0.5291
2000,France,WTO,0.71429
2000,France,IMF,0.5618
2000,France,IFC,0.57471
2005,France,UNSC,6.66667
