Year,GeoAreaName,Type of skill,Value
2016,North Macedonia,CMFL,0.93364
2016,North Macedonia,EPRS,1.04268
2018,Uzbekistan,CMFL,0.90613
2011,Estonia,CMFL,0.9773
2011,Estonia,ARSP,0.95227
2011,Estonia,TRAF,0.85459
2011,Estonia,INST,0.59879
2011,Estonia,PCPR,0.49535
2011,Estonia,EPRS,0.96945
2012,Estonia,COPA,0.97819
2012,Estonia,ARSP,0.96502
2012,Estonia,EPRS,0.96453
2012,Estonia,CMFL,0.95408
2012,Estonia,TRAF,0.85917
2012,Estonia,INST,0.60959
2018,Uzbekistan,INST,0.93129
2018,Uzbekistan,EMAIL,0.98857
2018,Uzbekistan,TRAF,0.6634
2018,Uzbekistan,ARSP,0.75292
2018,Uzbekistan,COPA,0.8314
2018,Uzbekistan,EPRS,0.76606
2018,Uzbekistan,SOFT,0.84282
2020,Uzbekistan,COPA,0.91795
2020,Uzbekistan,SOFT,1
2020,Uzbekistan,INST,0.92024
2020,Uzbekistan,EPRS,0.97269
2020,Uzbekistan,ARSP,0.97192
2020,Uzbekistan,TRAF,0.9609
2020,Uzbekistan,EMAIL,1
2021,Uzbekistan,EPRS,0.82888
2021,Uzbekistan,INST,0.79023
2021,Uzbekistan,ARSP,0.83695
2021,Uzbekistan,PCPR,0.80639
2021,Uzbekistan,COPA,0.80857
2021,Uzbekistan,TRAF,0.70457
2012,Estonia,PCPR,0.45958
2013,Estonia,EMAIL,1.0183
2014,Estonia,COPA,0.99734
2014,Estonia,EPRS,0.96365
2014,Estonia,CMFL,0.9563
2014,Estonia,ARSP,0.93882
2014,Estonia,TRAF,0.8537
2014,Estonia,INST,0.71531
2014,Estonia,PCPR,0.4045
2015,Estonia,EPRS,1.01637
2015,Estonia,COPA,0.966
2015,Estonia,ARSP,0.93002
2015,Estonia,CMFL,0.9065
2015,Estonia,TRAF,0.78826
2015,Estonia,SOFT,0.66582
2015,Estonia,PCPR,0.33393
2016,Estonia,EPRS,1.07587
2016,Estonia,CMFL,0.96772
2016,Estonia,TRAF,0.85616
2016,Estonia,SOFT,0.72105
2016,Estonia,PCPR,0.41282
2017,Estonia,EPRS,1.03307
2017,Estonia,CMFL,0.91786
2017,Estonia,TRAF,0.87098
2017,Estonia,SOFT,0.79138
2017,Estonia,PCPR,0.39664
2010,Finland,EMAIL,1.00914
2011,Finland,COPA,1.01436
2011,Finland,EMAIL,1.00929
2011,Finland,CMFL,0.97945
2011,Finland,ARSP,0.91775
2011,Finland,PCPR,0.54946
2011,Finland,TRAF,0.84836
2011,Finland,EPRS,0.95025
2011,Finland,INST,0.6882
2012,Finland,COPA,1.04775
2012,Finland,EPRS,1.03438
2012,Finland,CMFL,1.01121
2012,Finland,ARSP,0.9925
2012,Finland,TRAF,0.89034
2012,Finland,INST,0.71846
2012,Finland,PCPR,0.63772
2013,Finland,EMAIL,1.02319
2014,Finland,EPRS,1.04418
2014,Finland,COPA,1.00204
2014,Finland,CMFL,0.98363
2014,Finland,ARSP,0.95946
2014,Finland,TRAF,0.89442
2014,Finland,INST,0.74244
2014,Finland,PCPR,0.5959
2015,Finland,COPA,1.01822
2015,Finland,TRAF,0.90407
2015,Finland,CMFL,0.88766
2015,Finland,EPRS,0.86703
2015,Finland,ARSP,0.82237
2015,Finland,SOFT,0.78168
2015,Finland,PCPR,0.27077
2016,Finland,COPA,1.05206
2016,Finland,EPRS,0.95682
2016,Finland,SOFT,0.82644
2016,Finland,ARSP,0.85566
2016,Finland,CMFL,0.93307
2016,Finland,TRAF,0.94552
2016,Finland,PCPR,0.44748
2010,France,EMAIL,0.97148
2011,France,COPA,1.00259
2011,France,CMFL,0.97825
2011,France,EMAIL,0.96898
2011,France,ARSP,0.95417
2011,France,TRAF,0.94655
2011,France,EPRS,0.86783
2011,France,INST,0.66265
2011,France,PCPR,0.42231
2012,France,COPA,0.99027
2012,France,CMFL,0.94697
2012,France,TRAF,0.92085
2012,France,ARSP,0.91541
2012,France,EPRS,0.84019
2012,France,INST,0.6778
2012,France,PCPR,0.44705
2013,France,EMAIL,0.94363
2014,France,COPA,0.95832
2014,France,CMFL,0.92809
2014,France,TRAF,0.90851
2014,France,EPRS,0.88015
2014,France,INST,0.71431
2014,France,PCPR,0.40325
2015,France,COPA,0.93769
2015,France,PCPR,0.29205
2015,France,EPRS,0.87711
2015,France,CMFL,0.88641
2015,France,TRAF,0.89284
2016,France,COPA,0.94919
2016,France,EPRS,0.93462
2016,France,CMFL,0.91008
2016,France,TRAF,0.89737
2016,France,PCPR,0.31517
2021,France,COPA,0.96768
2021,France,EPRS,0.92196
2021,France,SOFT,0.85242
2021,France,VRFY,0.77819
2021,France,PCPR,0.3562
2016,Georgia,EPRS,1.17742
2016,Georgia,COPA,1.01427
2016,Georgia,CMFL,1.0005
2016,Georgia,EMAIL,0.97091
2016,Georgia,TRAF,0.94975
2016,Georgia,SOFT,0.84194
2016,Georgia,INST,0.79804
2016,Georgia,PCPR,0.39472
2016,Georgia,ARSP,1.0097
2018,Georgia,INST,0.65515
2018,Georgia,EPRS,1.03147
2018,Georgia,EMAIL,0.99111
2018,Georgia,CMFL,0.93745
2018,Georgia,COPA,0.90739
2018,Georgia,TRAF,0.85673
2018,Georgia,PCPR,0.23057
2018,Georgia,SOFT,0.66584
2019,Georgia,COPA,0.93412
2019,Georgia,PCPR,0.86786
2019,Georgia,TRAF,0.82359
2019,Georgia,SOFT,0.79817
2019,Georgia,INST,0.64511
2019,Georgia,EMAIL,0.98683
2020,Georgia,EMAIL,1.05722
2020,Georgia,TRAF,0.99252
2020,Georgia,INST,0.91011
2020,Georgia,SOFT,0.86973
2020,Georgia,PCPR,0.56755
2020,Georgia,COPA,1.0775
2021,Georgia,COPA,1.03386
2021,Georgia,TRAF,0.96622
2021,Georgia,EMAIL,0.93433
2021,Georgia,SOFT,0.88524
2021,Georgia,INST,0.69338
2010,Germany,EMAIL,0.89994
2011,Germany,EMAIL,0.91675
2011,Germany,COPA,0.90571
2011,Germany,CMFL,0.89522
2011,Germany,ARSP,0.76466
2011,Germany,TRAF,0.75783
2011,Germany,EPRS,0.70865
2011,Germany,INST,0.48698
2011,Germany,PCPR,0.31485
2012,Germany,EPRS,0.6857
2012,Germany,INST,0.52391
2012,Germany,PCPR,0.31672
2012,Germany,ARSP,0.70023
2012,Germany,TRAF,0.76128
2012,Germany,CMFL,0.87601
2012,Germany,COPA,0.88906
2013,Germany,EMAIL,0.91698
2014,Germany,CMFL,0.91097
2014,Germany,COPA,0.91042
2014,Germany,ARSP,0.8133
2014,Germany,TRAF,0.80269
2014,Germany,EPRS,0.69879
2014,Germany,INST,0.53991
2014,Germany,PCPR,0.38005
2015,Germany,COPA,0.89111
2015,Germany,EPRS,0.80021
2015,Germany,TRAF,0.79051
2015,Germany,SOFT,0.77586
2015,Germany,ARSP,0.70546
2015,Germany,PCPR,0.24774
2015,Germany,CMFL,0.88432
2016,Germany,COPA,0.83665
2016,Germany,CMFL,0.83455
2016,Germany,EPRS,0.79095
2016,Germany,TRAF,0.777
2016,Germany,SOFT,0.75993
2016,Germany,ARSP,0.69002
2016,Germany,PCPR,0.27077
2019,Germany,CMFL,0.85915
2019,Germany,TRAF,0.79917
2019,Germany,EPRS,0.79648
2019,Germany,SOFT,0.788
2019,Germany,PCPR,0.30899
2021,Germany,EMAIL,0.95813
2021,Germany,TRAF,0.88048
2021,Germany,EPRS,0.82528
2021,Germany,SOFT,0.77704
2021,Germany,VRFY,0.76961
2021,Germany,ARSP,0.73126
2021,Germany,PRVCY,0.61628
2021,Germany,PCPR,0.28711
2010,Greece,EMAIL,0.79325
2011,Greece,COPA,0.92737
2011,Greece,CMFL,0.92286
2011,Greece,EMAIL,0.90123
2011,Greece,ARSP,0.88309
2011,Greece,EPRS,0.80633
2011,Greece,TRAF,0.80224
2011,Greece,INST,0.68301
2011,Greece,PCPR,0.41671
2012,Greece,COPA,0.90576
2012,Greece,CMFL,0.89639
2012,Greece,TRAF,0.86035
2012,Greece,ARSP,0.84993
2012,Greece,EPRS,0.75694
2012,Greece,PCPR,0.66124
2012,Greece,INST,0.61056
2013,Greece,EMAIL,0.89169
2014,Greece,COPA,0.98838
2014,Greece,TRAF,0.90982
2014,Greece,ARSP,0.89183
2014,Greece,EPRS,0.83848
2014,Greece,INST,0.81611
2014,Greece,PCPR,0.51863
2014,Greece,CMFL,0.98133
2015,Greece,PCPR,0.43882
2015,Greece,EPRS,0.92372
2015,Greece,CMFL,0.8932
2015,Greece,COPA,0.84737
2015,Greece,TRAF,0.84031
2015,Greece,ARSP,0.77481
2015,Greece,SOFT,0.61404
2016,Greece,CMFL,0.9465
2016,Greece,ARSP,0.90366
2016,Greece,TRAF,0.90186
2016,Greece,EPRS,0.86872
2016,Greece,SOFT,0.75167
2016,Greece,PCPR,0.53988
2016,Greece,COPA,0.99957
2017,Greece,CMFL,0.88749
2017,Greece,COPA,0.88271
2017,Greece,TRAF,0.84924
2017,Greece,EPRS,0.84433
2017,Greece,ARSP,0.81317
2017,Greece,SOFT,0.68991
2017,Greece,PCPR,0.45072
2010,Hungary,EMAIL,0.95823
2011,Hungary,ARSP,0.98429
2011,Hungary,EMAIL,0.97359
2011,Hungary,COPA,0.97294
2011,Hungary,CMFL,0.95377
2011,Hungary,TRAF,0.8376
2011,Hungary,INST,0.79693
2011,Hungary,EPRS,0.77282
2011,Hungary,PCPR,0.52509
2012,Hungary,CMFL,0.94805
2012,Hungary,COPA,0.9427
2012,Hungary,ARSP,0.93082
2012,Hungary,TRAF,0.79975
2012,Hungary,INST,0.78436
2012,Hungary,EPRS,0.71738
2012,Hungary,PCPR,0.4867
2013,Hungary,EMAIL,0.97049
2014,Hungary,CMFL,0.92747
2014,Hungary,COPA,0.92738
2014,Hungary,ARSP,0.89403
2014,Hungary,INST,0.69147
2014,Hungary,EPRS,0.75748
2014,Hungary,TRAF,0.81905
2014,Hungary,PCPR,0.37411
2015,Hungary,COPA,0.9587
2015,Hungary,ARSP,0.90347
2015,Hungary,EPRS,0.86201
2015,Hungary,TRAF,0.85512
2015,Hungary,CMFL,0.84241
2015,Hungary,SOFT,0.61055
2015,Hungary,PCPR,0.28148
2016,Hungary,COPA,0.92609
2016,Hungary,ARSP,0.91233
2016,Hungary,TRAF,0.86126
2016,Hungary,EPRS,0.85351
2016,Hungary,CMFL,0.84449
2016,Hungary,SOFT,0.63446
2016,Hungary,PCPR,0.19053
2017,Hungary,EPRS,0.89075
2017,Hungary,CMFL,0.85585
2017,Hungary,TRAF,0.84588
2017,Hungary,SOFT,0.67098
2017,Hungary,PCPR,0.22001
2019,Hungary,EPRS,0.89718
2019,Hungary,COPA,0.85576
2019,Hungary,TRAF,0.81328
2019,Hungary,SOFT,0.66159
2019,Hungary,PCPR,0.16231
2021,Hungary,EPRS,0.94028
2021,Hungary,PCPR,0.20902
2021,Hungary,SOFT,0.68193
2010,Iceland,EMAIL,0.99742
2011,Iceland,COPA,0.9926
2011,Iceland,EMAIL,0.94842
2011,Iceland,ARSP,0.9479
2011,Iceland,CMFL,0.94748
2011,Iceland,TRAF,0.86291
2011,Iceland,INST,0.62626
2011,Iceland,PCPR,0.30763
2011,Iceland,EPRS,1.01355
2012,Iceland,TRAF,0.86425
2012,Iceland,PCPR,0.47674
2012,Iceland,EPRS,1.04499
2012,Iceland,COPA,1.01598
2012,Iceland,CMFL,0.99775
2012,Iceland,ARSP,0.96206
2012,Iceland,INST,0.68428
2013,Iceland,EMAIL,0.95843
2014,Iceland,COPA,1.05626
2014,Iceland,EPRS,1.03934
2014,Iceland,ARSP,1.00049
2014,Iceland,CMFL,0.92065
2014,Iceland,TRAF,0.8869
2014,Iceland,INST,0.67441
2014,Iceland,PCPR,0.50636
2017,Iceland,EPRS,1.03022
2017,Iceland,COPA,1.00888
2017,Iceland,ARSP,0.94469
2017,Iceland,CMFL,0.94035
2017,Iceland,SOFT,0.90988
2017,Iceland,PCPR,0.37593
2017,Iceland,TRAF,0.9274
2010,Ireland,EMAIL,1.04419
2011,Ireland,EPRS,1.12742
2011,Ireland,CMFL,1.08079
2011,Ireland,EMAIL,1.06029
2011,Ireland,ARSP,1.00604
2011,Ireland,TRAF,0.91568
2011,Ireland,INST,0.8243
2011,Ireland,PCPR,0.44363
2011,Ireland,COPA,1.08207
2012,Ireland,COPA,1.05896
2012,Ireland,CMFL,1.02583
2012,Ireland,ARSP,1.02067
2012,Ireland,TRAF,0.96174
2012,Ireland,EPRS,0.94767
2012,Ireland,INST,0.81293
2012,Ireland,PCPR,0.50304
2013,Ireland,EMAIL,0.99736
2014,Ireland,COPA,1.03751
2014,Ireland,CMFL,1.01332
2014,Ireland,ARSP,0.9303
2014,Ireland,TRAF,0.868
2014,Ireland,EPRS,0.84982
2014,Ireland,INST,0.77916
2014,Ireland,PCPR,0.38634
2015,Ireland,COPA,0.98635
2015,Ireland,CMFL,0.92868
2015,Ireland,EPRS,0.8833
2015,Ireland,ARSP,0.86362
2015,Ireland,TRAF,0.85035
2015,Ireland,SOFT,0.81468
2015,Ireland,PCPR,0.29789
2010,Italy,EMAIL,0.79826
2011,Italy,COPA,0.83517
2011,Italy,CMFL,0.83031
2011,Italy,EMAIL,0.82142
2011,Italy,ARSP,0.7573
2011,Italy,TRAF,0.71647
2011,Italy,EPRS,0.69666
2011,Italy,INST,0.62001
2011,Italy,PCPR,0.48748
2012,Italy,COPA,0.82696
2012,Italy,CMFL,0.82235
2012,Italy,ARSP,0.74304
2012,Italy,PCPR,0.42671
2012,Italy,INST,0.62361
2012,Italy,EPRS,0.67252
2012,Italy,TRAF,0.71141
2013,Italy,EMAIL,0.84296
2014,Italy,COPA,0.84766
2014,Italy,CMFL,0.84059
2014,Italy,ARSP,0.76669
2014,Italy,TRAF,0.7476
2014,Italy,EPRS,0.74686
2014,Italy,INST,0.6399
2014,Italy,PCPR,0.5129
2015,Italy,COPA,0.83993
2015,Italy,EPRS,0.82734
2015,Italy,CMFL,0.80979
2015,Italy,TRAF,0.7706
2015,Italy,SOFT,0.6726
2015,Italy,PCPR,0.37684
2015,Italy,ARSP,0.73378
2016,Italy,COPA,0.88156
2016,Italy,CMFL,0.8577
2016,Italy,EPRS,0.84736
2016,Italy,TRAF,0.8121
2016,Italy,ARSP,0.74838
2016,Italy,SOFT,0.728
2016,Italy,PCPR,0.35248
2015,Kazakhstan,ARSP,1.06369
2015,Kazakhstan,EPRS,1.02017
2015,Kazakhstan,COPA,0.98602
2015,Kazakhstan,EMAIL,0.98208
2015,Kazakhstan,TRAF,0.97165
2015,Kazakhstan,CMFL,0.96961
2015,Kazakhstan,SOFT,0.82908
2015,Kazakhstan,INST,0.79366
2015,Kazakhstan,PCPR,0.78252
2016,Kazakhstan,EPRS,1.00183
2016,Kazakhstan,ARSP,0.99917
2016,Kazakhstan,EMAIL,0.97107
2016,Kazakhstan,SOFT,0.93871
2016,Kazakhstan,CMFL,0.89512
2016,Kazakhstan,COPA,0.86195
2016,Kazakhstan,TRAF,0.84437
2016,Kazakhstan,INST,0.82213
2016,Kazakhstan,PCPR,0.72407
2017,Kazakhstan,ARSP,1.02273
2017,Kazakhstan,PCPR,0.75562
2017,Kazakhstan,CMFL,0.93299
2017,Kazakhstan,COPA,0.93117
2017,Kazakhstan,EMAIL,0.92502
2017,Kazakhstan,EPRS,0.89557
2017,Kazakhstan,TRAF,0.84166
2017,Kazakhstan,INST,0.83178
2017,Kazakhstan,SOFT,0.76157
2018,Kazakhstan,INST,0.88465
2018,Kazakhstan,EPRS,0.97721
2018,Kazakhstan,COPA,0.98009
2018,Kazakhstan,ARSP,0.99045
2018,Kazakhstan,EMAIL,0.97513
2018,Kazakhstan,CMFL,0.97152
2018,Kazakhstan,TRAF,0.96071
2018,Kazakhstan,PCPR,0.93683
2018,Kazakhstan,SOFT,0.90551
2019,Kazakhstan,ARSP,0.9898
2019,Kazakhstan,COPA,0.98734
2019,Kazakhstan,EMAIL,0.98247
2019,Kazakhstan,EPRS,0.94482
2019,Kazakhstan,SOFT,0.9441
2019,Kazakhstan,TRAF,0.93902
2019,Kazakhstan,INST,0.92939
2019,Kazakhstan,SCRTY,0.83516
2020,Kazakhstan,COPA,0.9988
2020,Kazakhstan,EMAIL,0.97358
2020,Kazakhstan,ARSP,0.96836
2020,Kazakhstan,INST,0.95388
2020,Kazakhstan,SOFT,0.93428
2020,Kazakhstan,EPRS,0.91021
2020,Kazakhstan,TRAF,0.89555
2020,Kazakhstan,SCRTY,0.85842
2021,Kazakhstan,ARSP,1.00876
2021,Kazakhstan,EMAIL,0.99011
2021,Kazakhstan,TRAF,0.98365
2021,Kazakhstan,INST,0.88949
2021,Kazakhstan,COPA,0.97653
2021,Kazakhstan,EPRS,0.944
2021,Kazakhstan,SOFT,0.9277
2021,Kazakhstan,SCRTY,0.89855
2017,Kosovo,CMFL,0.77467
2017,Kosovo,COPA,0.67548
2017,Kosovo,SOFT,0.67311
2017,Kosovo,ARSP,0.66371
2017,Kosovo,EPRS,0.6631
2017,Kosovo,TRAF,0.8003
2017,Kosovo,PCPR,0.79248
2010,Latvia,EMAIL,1.00703
2011,Latvia,EPRS,1.06305
2011,Latvia,ARSP,1.06209
2011,Latvia,COPA,1.00773
2011,Latvia,EMAIL,0.98652
2011,Latvia,TRAF,0.86839
2011,Latvia,INST,0.61606
2011,Latvia,PCPR,0.55767
2011,Latvia,CMFL,0.99413
2012,Latvia,EPRS,1.04786
2012,Latvia,ARSP,1.03137
2012,Latvia,COPA,1.00687
2012,Latvia,CMFL,0.99367
2012,Latvia,TRAF,0.89845
2012,Latvia,INST,0.64334
2012,Latvia,PCPR,0.38455
2013,Latvia,EMAIL,1.01942
2014,Latvia,ARSP,1.04515
2014,Latvia,COPA,1.0133
2014,Latvia,CMFL,1.00487
2014,Latvia,EPRS,0.97763
2014,Latvia,TRAF,0.88565
2014,Latvia,INST,0.6676
2014,Latvia,PCPR,0.47938
2015,Latvia,EPRS,1.13935
2015,Latvia,ARSP,1.09831
2015,Latvia,COPA,1.02809
2015,Latvia,CMFL,0.94214
2015,Latvia,TRAF,0.86656
2015,Latvia,SOFT,0.48285
2015,Latvia,PCPR,0.26865
2016,Latvia,EPRS,1.26871
2016,Latvia,CMFL,0.95693
2016,Latvia,TRAF,0.93236
2016,Latvia,PCPR,0.25401
2017,Latvia,EPRS,1.26163
2017,Latvia,ARSP,1.12792
2017,Latvia,TRAF,1.00581
2017,Latvia,CMFL,0.97857
2017,Latvia,PCPR,0.22458
2019,Latvia,EPRS,1.16209
2019,Latvia,ARSP,1.14805
2019,Latvia,CMFL,0.99247
2019,Latvia,TRAF,0.91364
2019,Latvia,SOFT,0.69071
2019,Latvia,PCPR,0.30497
2021,Latvia,VRFY,0.96029
2021,Latvia,PCPR,0.4634
2021,Latvia,COPA,1.03112
2010,Lithuania,EMAIL,1.02183
2011,Lithuania,ARSP,1.06747
2011,Lithuania,EMAIL,1.03447
2011,Lithuania,COPA,1.01224
2011,Lithuania,CMFL,1.00119
2011,Lithuania,EPRS,0.90247
2011,Lithuania,TRAF,0.87304
2011,Lithuania,INST,0.67774
2011,Lithuania,PCPR,0.52242
2012,Lithuania,ARSP,1.04239
2012,Lithuania,COPA,1.00168
2012,Lithuania,CMFL,0.99222
2012,Lithuania,EPRS,0.92311
2012,Lithuania,TRAF,0.88433
2012,Lithuania,INST,0.65532
2012,Lithuania,PCPR,0.55472
2013,Lithuania,EMAIL,1.03989
2014,Lithuania,ARSP,1.03444
2014,Lithuania,COPA,1.01974
2014,Lithuania,CMFL,1.01197
2014,Lithuania,EPRS,0.9193
2014,Lithuania,TRAF,0.91459
2014,Lithuania,INST,0.60968
2014,Lithuania,PCPR,0.54756
2015,Lithuania,ARSP,1.08542
2015,Lithuania,CMFL,0.98581
2015,Lithuania,EPRS,1.05189
2015,Lithuania,COPA,1.06179
2015,Lithuania,SOFT,0.66246
2015,Lithuania,PCPR,0.31084
2015,Lithuania,TRAF,0.93034
2016,Lithuania,CMFL,0.99773
2016,Lithuania,EPRS,0.98591
2016,Lithuania,ARSP,0.97786
2016,Lithuania,TRAF,0.93497
2016,Lithuania,SOFT,0.71368
2016,Lithuania,PCPR,0.29965
2017,Lithuania,EPRS,1.11806
2017,Lithuania,CMFL,1.02428
2017,Lithuania,ARSP,1.0218
2017,Lithuania,TRAF,0.95054
2017,Lithuania,SOFT,0.82745
2017,Lithuania,PCPR,0.39113
2019,Lithuania,COPA,0.96299
2019,Lithuania,TRAF,0.9187
2019,Lithuania,SOFT,0.82771
2019,Lithuania,PRVCY,0.60437
2019,Lithuania,PCPR,0.35774
2019,Lithuania,EPRS,1.05918
2019,Lithuania,ARSP,0.99023
2021,Lithuania,PRVCY,1.14399
2021,Lithuania,EPRS,1.07259
2021,Lithuania,ARSP,1.04892
2021,Lithuania,COPA,0.99253
2021,Lithuania,PCPR,0.31877
2021,Lithuania,VRFY,0.86133
2021,Lithuania,SOFT,0.9171
2010,Luxembourg,EMAIL,0.8574
2011,Luxembourg,EMAIL,0.92071
2011,Luxembourg,CMFL,0.88721
2011,Luxembourg,COPA,0.88381
2011,Luxembourg,TRAF,0.82739
2011,Luxembourg,ARSP,0.81487
2011,Luxembourg,EPRS,0.78696
2011,Luxembourg,INST,0.64223
2011,Luxembourg,PCPR,0.35037
2012,Luxembourg,COPA,0.90827
2012,Luxembourg,CMFL,0.86604
2012,Luxembourg,TRAF,0.85341
2012,Luxembourg,ARSP,0.7857
2012,Luxembourg,INST,0.64709
2012,Luxembourg,PCPR,0.44458
2012,Luxembourg,EPRS,0.78171
2013,Luxembourg,EMAIL,0.87549
2014,Luxembourg,COPA,0.93658
2014,Luxembourg,CMFL,0.89359
2014,Luxembourg,ARSP,0.80395
2014,Luxembourg,TRAF,0.78832
2014,Luxembourg,EPRS,0.69587
2014,Luxembourg,INST,0.62086
2014,Luxembourg,PCPR,0.41556
2015,Luxembourg,COPA,0.94008
2015,Luxembourg,EPRS,0.90364
2015,Luxembourg,CMFL,0.89196
2015,Luxembourg,TRAF,0.83905
2015,Luxembourg,SOFT,0.82223
2015,Luxembourg,PCPR,0.52803
2015,Luxembourg,ARSP,0.84808
2016,Luxembourg,TRAF,0.86504
2016,Luxembourg,CMFL,0.85897
2016,Luxembourg,INST,0.81137
2016,Luxembourg,ARSP,0.76597
2016,Luxembourg,PCPR,0.26457
2017,Luxembourg,CMFL,0.88376
2017,Luxembourg,ARSP,0.84891
2017,Luxembourg,EPRS,0.83676
2017,Luxembourg,TRAF,0.82752
2017,Luxembourg,SOFT,0.82279
2017,Luxembourg,PCPR,0.30262
2021,Luxembourg,EMAIL,1.02529
2021,Luxembourg,COPA,0.90682
2021,Luxembourg,SOFT,0.81819
2021,Luxembourg,VRFY,0.73792
2021,Luxembourg,ARSP,0.68551
2021,Luxembourg,PCPR,0.228
2010,Malta,EMAIL,0.89179
2011,Malta,CMFL,0.94107
2011,Malta,EPRS,0.78429
2011,Malta,INST,0.68345
2011,Malta,PCPR,0.49845
2011,Malta,TRAF,0.83197
2011,Malta,ARSP,0.83644
2011,Malta,COPA,0.92997
2011,Malta,EMAIL,0.93127
2012,Malta,COPA,0.92417
2012,Malta,CMFL,0.92132
2012,Malta,TRAF,0.89301
2012,Malta,ARSP,0.842
2012,Malta,EPRS,0.8164
2012,Malta,INST,0.55427
2012,Malta,PCPR,0.25017
2013,Malta,EMAIL,1.00969
2014,Malta,CMFL,0.94351
2014,Malta,ARSP,0.8722
2014,Malta,EPRS,0.84338
2014,Malta,TRAF,0.80098
2014,Malta,INST,0.68601
2014,Malta,PCPR,0.61289
2014,Malta,COPA,0.93398
2015,Malta,COPA,0.8931
2015,Malta,EPRS,0.87759
2015,Malta,TRAF,0.83954
2015,Malta,CMFL,0.83262
2015,Malta,ARSP,0.80984
2015,Malta,SOFT,0.71423
2015,Malta,PCPR,0.4535
2016,Malta,EPRS,1.06812
2016,Malta,CMFL,0.90083
2016,Malta,TRAF,0.89439
2016,Malta,ARSP,0.86031
2016,Malta,SOFT,0.8579
2016,Malta,PCPR,0.61922
2017,Malta,EPRS,1.05301
2017,Malta,CMFL,0.97529
2017,Malta,TRAF,0.93637
2017,Malta,ARSP,0.88113
2017,Malta,SOFT,0.83782
2017,Malta,PCPR,0.45099
2019,Malta,EPRS,1.04158
2019,Malta,COPA,0.92324
2019,Malta,SOFT,0.87532
2019,Malta,ARSP,0.86119
2019,Malta,TRAF,0.84548
2019,Malta,PCPR,0.7954
2019,Malta,PRVCY,0.7068
2020,Malta,EPRS,1.07681
2020,Malta,SCRTY,1.03846
2020,Malta,EMAIL,1.01984
2020,Malta,SOFT,0.96973
2020,Malta,ARSP,0.94896
2020,Malta,COPA,0.94417
2020,Malta,TRAF,0.84989
2020,Malta,PCPR,0.47639
2021,Malta,EMAIL,1.01274
2021,Malta,EPRS,1.02681
2021,Malta,SOFT,0.91869
2021,Malta,COPA,0.87724
2021,Malta,PCPR,0.74323
2021,Malta,VRFY,0.73699
2021,Malta,TRAF,0.87724
2021,Malta,ARSP,0.89443
2012,Montenegro,CMFL,0.79932
2012,Montenegro,COPA,0.78156
2012,Montenegro,TRAF,0.75903
2012,Montenegro,INST,0.63008
2012,Montenegro,PCPR,0.58366
2012,Montenegro,ARSP,0.82428
2012,Montenegro,EPRS,0.80284
2015,Montenegro,TRAF,0.91866
2015,Montenegro,CMFL,0.86556
2015,Montenegro,EPRS,0.80415
2015,Montenegro,SOFT,0.70525
2015,Montenegro,PCPR,0.29821
2016,Montenegro,PCPR,1.17859
2016,Montenegro,CMFL,0.91847
2016,Montenegro,EPRS,0.78241
2016,Montenegro,SOFT,0.67678
2016,Montenegro,TRAF,0.89236
2017,Montenegro,TRAF,0.92659
2017,Montenegro,CMFL,0.91744
2017,Montenegro,EPRS,0.85299
2017,Montenegro,INST,0.80875
2017,Montenegro,PCPR,0.53065
2018,Montenegro,TRAF,1.00478
2018,Montenegro,CMFL,0.98978
2018,Montenegro,EPRS,0.9072
2018,Montenegro,ARSP,0.90363
2018,Montenegro,SOFT,0.872
2018,Montenegro,PCPR,0.63515
2019,Montenegro,EPRS,1.03737
2019,Montenegro,ARSP,1.03137
2019,Montenegro,TRAF,0.98841
2019,Montenegro,PCPR,0.8931
2019,Montenegro,SOFT,0.83199
2020,Montenegro,EPRS,1.33863
2020,Montenegro,ARSP,1.17072
2020,Montenegro,SOFT,0.96528
2020,Montenegro,TRAF,0.95622
2020,Montenegro,PCPR,0.7325
2021,Montenegro,EPRS,1.06284
2021,Montenegro,ARSP,0.95379
2021,Montenegro,SOFT,0.915
2021,Montenegro,PCPR,0.5562
2010,Netherlands,EMAIL,0.93556
2011,Netherlands,TRAF,0.81771
2011,Netherlands,ARSP,0.71554
2011,Netherlands,COPA,0.94564
2011,Netherlands,PCPR,0.1732
2011,Netherlands,EPRS,0.84456
2011,Netherlands,CMFL,0.91928
2011,Netherlands,EMAIL,0.95198
2011,Netherlands,INST,0.47968
2012,Netherlands,EPRS,0.80093
2012,Netherlands,CMFL,0.9065
2012,Netherlands,PCPR,0.18514
2012,Netherlands,COPA,0.91351
2012,Netherlands,ARSP,0.70128
2012,Netherlands,TRAF,0.79983
2012,Netherlands,INST,0.48455
2013,Netherlands,EMAIL,0.94872
2014,Netherlands,COPA,0.9185
2014,Netherlands,EPRS,0.80891
2014,Netherlands,ARSP,0.6744
2014,Netherlands,CMFL,0.90279
2014,Netherlands,TRAF,0.85413
2014,Netherlands,INST,0.46249
2014,Netherlands,PCPR,0.21878
2015,Netherlands,CMFL,0.88991
2015,Netherlands,SOFT,0.89122
2015,Netherlands,TRAF,0.87024
2015,Netherlands,EPRS,0.80637
2015,Netherlands,COPA,0.90552
2015,Netherlands,ARSP,0.74237
2015,Netherlands,PCPR,0.25489
