Year,GeoAreaName,Age,Value
2008,Cyprus,15-24,1
2015,Romania,15-64,1
2016,Romania,15-64,1
2016,Romania,55-64,0.8
2016,Romania,25-54,1.1
2016,Romania,15-24,1.1
2017,Romania,25-54,0.9
2017,Romania,55-64,0.9
2008,Cyprus,15-64,1.1
2008,Cyprus,25-54,1
2009,Cyprus,25-54,1
2009,Cyprus,15-64,1
2009,Cyprus,15-24,1.1
2009,Cyprus,55-64,1.1
2010,Cyprus,55-64,1.4
2017,Romania,15-24,1
2017,Romania,15-64,1
2018,Romania,15-64,1
2018,Romania,15-24,1
2018,Romania,55-64,0.9
2018,Romania,25-54,1
2019,Romania,25-54,0.9
2010,Cyprus,15-24,1
2010,Cyprus,15-64,1
2010,Cyprus,25-54,1
2011,Cyprus,25-54,1
2011,Cyprus,15-64,1.1
2011,Cyprus,15-24,1.1
2011,Cyprus,55-64,1.4
2019,Romania,55-64,0.5
2019,Romania,15-24,1.1
2019,Romania,15-64,1
2020,Romania,15-64,1
2020,Romania,15-24,1.1
2020,Romania,55-64,1
2020,Romania,25-54,1
2014,Hungary,15-64,1
2014,Hungary,25-54,1.2
2014,Hungary,15-24,1
2014,Hungary,55-64,1.2
2015,Hungary,55-64,1
2015,Hungary,15-24,1
2015,Hungary,15-64,1
2012,Cyprus,55-64,1.6
2012,Cyprus,15-24,1.2
2012,Cyprus,15-64,1.1
2012,Cyprus,25-54,1
2013,Cyprus,25-54,1
2013,Cyprus,15-64,1.1
2013,Cyprus,15-24,1.1
2013,Cyprus,55-64,1.4
2014,Cyprus,55-64,1.5
2014,Cyprus,15-24,1.1
2014,Cyprus,15-64,1.1
2014,Cyprus,25-54,1.1
2015,Cyprus,25-54,1.1
2015,Cyprus,15-64,1.1
2015,Cyprus,15-24,1
2015,Cyprus,55-64,1.5
2016,Cyprus,55-64,1.5
2016,Cyprus,15-24,1
2016,Cyprus,15-64,1
2016,Cyprus,25-54,1
2017,Cyprus,15-64,1
2008,Serbia,15-64,1.1
2008,Serbia,25-54,1.2
2008,Serbia,15-24,1.1
2009,Serbia,15-24,1.1
2009,Serbia,25-54,1.2
2009,Serbia,15-64,1
2010,Serbia,15-64,1
2017,Cyprus,25-54,1
2017,Cyprus,15-24,0.9
2017,Cyprus,55-64,1.7
2018,Cyprus,55-64,1.5
2018,Cyprus,15-24,1
2018,Cyprus,15-64,1
2018,Cyprus,25-54,0.9
2010,Serbia,25-54,1
2010,Serbia,15-24,1.1
2011,Serbia,15-24,1.2
2011,Serbia,25-54,1.1
2011,Serbia,15-64,1.1
2012,Serbia,15-64,1
2012,Serbia,25-54,1
2019,Cyprus,25-54,1.1
2019,Cyprus,15-64,1.1
2019,Cyprus,15-24,1
2019,Cyprus,55-64,1.3
2020,Cyprus,55-64,1.1
2020,Cyprus,15-24,1.1
2020,Cyprus,15-64,1.1
2012,Serbia,15-24,1.1
2013,Serbia,15-24,1.1
2013,Serbia,25-54,1.2
2013,Serbia,15-64,1
2014,Serbia,15-64,1.1
2014,Serbia,25-54,1.2
2014,Serbia,15-24,1.1
2015,Hungary,25-54,1.1
2016,Hungary,15-64,1.1
2016,Hungary,15-24,1.1
2016,Hungary,25-54,1.2
2016,Hungary,55-64,1.2
2017,Hungary,55-64,1.1
2017,Hungary,25-54,1.1
2020,Cyprus,25-54,0.9
2003,Czechia,25-54,0.7
2003,Czechia,15-64,1
2003,Czechia,15-24,1
2003,Czechia,55-64,1
2004,Czechia,55-64,0.8
2004,Czechia,15-24,1
2015,Serbia,15-24,1.1
2015,Serbia,25-54,1.1
2015,Serbia,15-64,1.1
2016,Serbia,15-64,1.1
2016,Serbia,25-54,1.1
2016,Serbia,15-24,1.1
2017,Serbia,15-24,1.1
2004,Czechia,15-64,1
2004,Czechia,25-54,1.1
2005,Czechia,25-54,1.2
2005,Czechia,15-64,1.1
2005,Czechia,15-24,1.1
2005,Czechia,55-64,0.7
2006,Czechia,55-64,0.8
2017,Serbia,25-54,1.1
2017,Serbia,15-64,1.1
2018,Serbia,15-64,1.1
2018,Serbia,25-54,1.1
2018,Serbia,15-24,1.1
2019,Serbia,15-24,1.1
2019,Serbia,25-54,1.1
2019,Serbia,15-64,1.1
2020,Serbia,15-64,1.1
2020,Serbia,25-54,1.2
2020,Serbia,15-24,1.2
2021,Serbia,15-24,1.2
2021,Serbia,25-54,1.3
2021,Serbia,55-64,1
2006,Czechia,15-24,1.1
2006,Czechia,15-64,1
2006,Czechia,25-54,1.1
2007,Czechia,25-54,1.1
2007,Czechia,15-64,1
2007,Czechia,15-24,1.1
2007,Czechia,55-64,0.7
2021,Serbia,15-64,1.2
2003,Slovakia,25-54,0.9
2003,Slovakia,55-64,1.3
2003,Slovakia,15-24,0.9
2003,Slovakia,15-64,0.9
2004,Slovakia,15-64,1.1
2004,Slovakia,15-24,1.1
2008,Czechia,55-64,0.8
2008,Czechia,15-24,1.1
2008,Czechia,15-64,1
2008,Czechia,25-54,1.1
2009,Czechia,25-54,1.1
2009,Czechia,15-64,1.1
2009,Czechia,15-24,1.1
2004,Slovakia,55-64,0.9
2004,Slovakia,25-54,1.3
2005,Slovakia,25-54,1.2
2005,Slovakia,55-64,0.9
2005,Slovakia,15-24,1.1
2005,Slovakia,15-64,1
2006,Slovakia,15-64,1
2009,Czechia,55-64,0.9
2010,Czechia,55-64,0.9
2010,Czechia,15-24,1.1
2010,Czechia,15-64,1.1
2010,Czechia,25-54,1.1
2011,Czechia,25-54,1.1
2011,Czechia,15-64,1.1
2017,Hungary,15-24,1
2017,Hungary,15-64,1
2018,Hungary,15-64,1
2018,Hungary,25-54,1.1
2018,Hungary,15-24,1.1
2018,Hungary,55-64,1.2
2019,Hungary,55-64,0.9
2006,Slovakia,15-24,1.1
2006,Slovakia,55-64,0.8
2006,Slovakia,25-54,1.2
2007,Slovakia,25-54,1.2
2007,Slovakia,55-64,0.9
2007,Slovakia,15-24,1.1
2007,Slovakia,15-64,1.1
2019,Hungary,15-24,1.1
2019,Hungary,25-54,1.1
2019,Hungary,15-64,1
2020,Hungary,15-64,1.1
2020,Hungary,25-54,1.2
2020,Hungary,15-24,1.1
2020,Hungary,55-64,1.3
2008,Slovakia,15-64,1.1
2008,Slovakia,15-24,1.1
2008,Slovakia,55-64,1.1
2008,Slovakia,25-54,1.4
2009,Slovakia,25-54,1.3
2009,Slovakia,55-64,1.3
2009,Slovakia,15-24,1.1
2009,Slovakia,15-64,1.1
2010,Slovakia,15-64,1.1
2010,Slovakia,15-24,1.1
2010,Slovakia,55-64,0.9
2010,Slovakia,25-54,1.4
2011,Slovakia,55-64,1
2011,Slovakia,25-54,1.3
2011,Czechia,15-24,1.1
2011,Czechia,55-64,0.8
2012,Czechia,55-64,1
2012,Czechia,15-24,1.1
2012,Czechia,15-64,1.1
2012,Czechia,25-54,1
2013,Czechia,25-54,1
2011,Slovakia,15-24,1.1
2011,Slovakia,15-64,1.1
2012,Slovakia,15-64,1.1
2012,Slovakia,15-24,1.1
2012,Slovakia,25-54,1.3
2012,Slovakia,55-64,1.3
2013,Slovakia,55-64,1
2013,Czechia,15-64,1
2013,Czechia,15-24,1.1
2013,Czechia,55-64,0.9
2014,Czechia,55-64,1
2014,Czechia,15-24,1.1
2014,Czechia,15-64,1.1
2014,Czechia,25-54,1
2015,Czechia,25-54,1
2015,Czechia,15-64,1
2015,Czechia,15-24,1.1
2015,Czechia,55-64,0.9
2016,Czechia,55-64,1.1
2016,Czechia,15-24,1.1
2016,Czechia,15-64,1.1
2013,Slovakia,15-24,1.1
2013,Slovakia,25-54,1.1
2013,Slovakia,15-64,1.1
2014,Slovakia,15-64,1.1
2014,Slovakia,25-54,1.1
2014,Slovakia,15-24,1.2
2014,Slovakia,55-64,0.9
2004,Iceland,55-64,1.2
2004,Iceland,15-24,1
2004,Iceland,25-54,1.4
2004,Iceland,15-64,1.2
2005,Iceland,15-64,1.2
2005,Iceland,25-54,1.3
2005,Iceland,15-24,1.1
2015,Slovakia,55-64,1
2015,Slovakia,25-54,1.2
2015,Slovakia,15-24,1.2
2015,Slovakia,15-64,1.1
2016,Slovakia,15-64,1.1
2016,Slovakia,15-24,1.2
2016,Slovakia,25-54,1.2
2016,Czechia,25-54,1.1
2017,Czechia,25-54,1
2017,Czechia,15-64,1
2017,Czechia,15-24,1.1
2017,Czechia,55-64,1.1
2018,Czechia,55-64,1
2018,Czechia,15-24,1.1
2018,Czechia,15-64,1
2018,Czechia,25-54,1
2019,Czechia,25-54,1
2019,Czechia,15-64,1
2019,Czechia,15-24,1.1
2019,Czechia,55-64,1.2
2020,Czechia,55-64,1.2
2016,Slovakia,55-64,0.9
2017,Slovakia,55-64,0.9
2017,Slovakia,25-54,0.9
2017,Slovakia,15-24,1.1
2017,Slovakia,15-64,1.1
2018,Slovakia,15-64,1.1
2018,Slovakia,15-24,1.1
2005,Iceland,55-64,1.2
2006,Iceland,55-64,1.3
2006,Iceland,15-24,1.1
2006,Iceland,25-54,1.3
2006,Iceland,15-64,1.2
2007,Iceland,15-64,1.2
2007,Iceland,25-54,1.3
2018,Slovakia,25-54,0.9
2018,Slovakia,55-64,0.7
2019,Slovakia,55-64,1.1
2019,Slovakia,25-54,1
2019,Slovakia,15-24,1.2
2019,Slovakia,15-64,1.1
2020,Slovakia,15-64,1.1
2020,Czechia,15-24,1.1
2020,Czechia,15-64,1
2020,Czechia,25-54,0.9
2004,Denmark,55-64,1.4
2004,Denmark,25-54,1.2
2004,Denmark,15-64,1.2
2004,Denmark,15-24,1
2020,Slovakia,15-24,1.2
2020,Slovakia,25-54,1.2
2020,Slovakia,55-64,0.8
2003,Slovenia,25-54,1.2
2003,Slovenia,55-64,1.2
2003,Slovenia,15-24,1.1
2003,Slovenia,15-64,1.1
2005,Denmark,55-64,1.4
2005,Denmark,15-24,1
2005,Denmark,15-64,1.2
2005,Denmark,25-54,1.2
2006,Denmark,25-54,1.2
2006,Denmark,15-64,1.2
2006,Denmark,15-24,1.1
2006,Denmark,55-64,1.4
2007,Denmark,55-64,1.4
2007,Denmark,15-24,1.1
2007,Denmark,15-64,1.2
2007,Denmark,25-54,1.3
2008,Denmark,25-54,1.3
2008,Denmark,15-64,1.2
2007,Iceland,15-24,1.1
2007,Iceland,55-64,1.3
2008,Iceland,55-64,1.2
2008,Iceland,15-24,1
2008,Iceland,25-54,1.4
2008,Iceland,15-64,1.2
2009,Iceland,15-64,1.2
2008,Denmark,15-24,1.1
2008,Denmark,55-64,1.5
2009,Denmark,55-64,1.5
2009,Denmark,15-24,1.1
2009,Denmark,15-64,1.2
2009,Denmark,25-54,1.3
2010,Denmark,25-54,1.3
2004,Slovenia,15-64,1.1
2004,Slovenia,15-24,1.1
2004,Slovenia,55-64,1.2
2004,Slovenia,25-54,1.2
2005,Slovenia,25-54,1.2
2005,Slovenia,55-64,1.3
2005,Slovenia,15-24,1.1
2010,Denmark,15-64,1.2
2010,Denmark,15-24,1.1
2010,Denmark,55-64,1.5
2011,Denmark,55-64,1.5
2011,Denmark,15-24,1.1
2011,Denmark,15-64,1.2
2011,Denmark,25-54,1.3
2005,Slovenia,15-64,1.1
2006,Slovenia,15-64,1.1
2006,Slovenia,15-24,1.1
2006,Slovenia,55-64,1.3
2006,Slovenia,25-54,1.2
2007,Slovenia,25-54,1.2
2007,Slovenia,55-64,1.3
2012,Denmark,25-54,1.3
2012,Denmark,15-64,1.2
2012,Denmark,15-24,1.1
2012,Denmark,55-64,1.4
2013,Denmark,55-64,1.5
2013,Denmark,15-24,1.1
2013,Denmark,15-64,1.2
2013,Denmark,25-54,1.3
2014,Denmark,25-54,1.3
2014,Denmark,15-64,1.2
2014,Denmark,15-24,1.1
2014,Denmark,55-64,1.5
2015,Denmark,55-64,1.5
2015,Denmark,15-24,1.1
2007,Slovenia,15-24,1.2
2007,Slovenia,15-64,1.1
2008,Slovenia,15-64,1.1
2008,Slovenia,15-24,1.2
2008,Slovenia,55-64,1.4
2008,Slovenia,25-54,1.2
2009,Slovenia,55-64,1.3
2015,Denmark,15-64,1.2
2015,Denmark,25-54,1.3
2016,Denmark,25-54,1.3
2016,Denmark,15-64,1.2
2016,Denmark,15-24,1
2016,Denmark,55-64,1.5
2017,Denmark,55-64,1.5
2017,Denmark,15-24,1
2017,Denmark,15-64,1.2
2017,Denmark,25-54,1.3
2018,Denmark,25-54,1.3
2018,Denmark,15-64,1.2
2018,Denmark,15-24,1
2018,Denmark,55-64,1.5
2009,Slovenia,25-54,1.2
2009,Slovenia,15-24,1.1
2009,Slovenia,15-64,1.2
2010,Slovenia,15-64,1.2
2010,Slovenia,15-24,1.1
2010,Slovenia,25-54,1.2
2010,Slovenia,55-64,1.3
2019,Denmark,55-64,1.4
2019,Denmark,15-24,1.1
2019,Denmark,15-64,1.2
2019,Denmark,25-54,1.3
2020,Denmark,25-54,1.3
2020,Denmark,15-64,1.2
2020,Denmark,15-24,1
2011,Slovenia,25-54,1.2
2011,Slovenia,55-64,1.4
2011,Slovenia,15-24,1.1
2011,Slovenia,15-64,1.2
2012,Slovenia,15-64,1.2
2012,Slovenia,15-24,1.1
2012,Slovenia,55-64,1.5
2009,Iceland,25-54,1.3
2009,Iceland,15-24,1.1
2009,Iceland,55-64,1.2
2010,Iceland,55-64,1.3
2010,Iceland,15-24,1.1
2010,Iceland,25-54,1.3
2010,Iceland,15-64,1.2
2020,Denmark,55-64,1.4
2003,Estonia,15-24,1.2
2003,Estonia,15-64,1.1
2003,Estonia,25-54,1.3
2004,Estonia,25-54,1.2
2004,Estonia,15-64,1.1
2004,Estonia,15-24,1.1
2011,Iceland,15-64,1.2
2011,Iceland,15-24,1.1
2011,Iceland,55-64,1.2
2011,Iceland,25-54,1.2
2012,Iceland,55-64,1.2
2012,Iceland,15-24,1.1
2012,Iceland,15-64,1.2
2012,Slovenia,25-54,1.3
2013,Slovenia,25-54,1.3
2013,Slovenia,55-64,1.5
2013,Slovenia,15-24,1.1
2013,Slovenia,15-64,1.2
2014,Slovenia,15-64,1.2
2014,Slovenia,15-24,1.1
2005,Estonia,15-24,1
2005,Estonia,55-64,1
2005,Estonia,15-64,1
2005,Estonia,25-54,1.4
2006,Estonia,25-54,1.5
2006,Estonia,15-64,1.2
2006,Estonia,55-64,1.8
2006,Estonia,15-24,1.1
2007,Estonia,15-24,1.2
2007,Estonia,55-64,1.7
2007,Estonia,15-64,1.2
2007,Estonia,25-54,1.5
2008,Estonia,25-54,1.5
2008,Estonia,15-64,1.2
2012,Iceland,25-54,1.3
2013,Iceland,15-64,1.2
2013,Iceland,15-24,1.1
2013,Iceland,55-64,1.3
2013,Iceland,25-54,1.2
2014,Iceland,25-54,1.3
2014,Iceland,55-64,1.5
2008,Estonia,55-64,1.3
2008,Estonia,15-24,1.2
2009,Estonia,15-24,1.1
2009,Estonia,55-64,1.7
2009,Estonia,15-64,1.2
2009,Estonia,25-54,1.4
2010,Estonia,25-54,1.3
2010,Estonia,15-64,1.2
2010,Estonia,55-64,1.6
2010,Estonia,15-24,1.1
2011,Estonia,15-24,1.1
2011,Estonia,55-64,1.4
2011,Estonia,15-64,1.2
2011,Estonia,25-54,1.4
2014,Slovenia,55-64,1.4
2014,Slovenia,25-54,1.2
2015,Slovenia,55-64,1.3
2015,Slovenia,25-54,1.2
2015,Slovenia,15-24,1.1
2015,Slovenia,15-64,1.2
2016,Slovenia,15-64,1.2
2012,Estonia,25-54,1.3
2012,Estonia,15-64,1.2
2012,Estonia,55-64,1.5
2012,Estonia,15-24,1.1
2013,Estonia,15-24,1.1
2013,Estonia,55-64,1.6
2013,Estonia,15-64,1.2
2013,Estonia,25-54,1.4
2014,Estonia,25-54,1.4
2014,Estonia,15-64,1.2
2014,Estonia,55-64,1.3
2014,Estonia,15-24,1.1
2015,Estonia,15-24,1.1
2015,Estonia,55-64,1.5
2016,Slovenia,15-24,1.1
2016,Slovenia,25-54,1.2
2016,Slovenia,55-64,1.4
2017,Slovenia,55-64,1.5
2017,Slovenia,25-54,1.3
2017,Slovenia,15-24,1.2
2017,Slovenia,15-64,1.2
2015,Estonia,15-64,1.2
2015,Estonia,25-54,1.3
2016,Estonia,25-54,1.3
2016,Estonia,15-64,1.2
2016,Estonia,55-64,1.6
2016,Estonia,15-24,1.1
2017,Estonia,15-24,1.1
2017,Estonia,55-64,1.7
2017,Estonia,15-64,1.3
2017,Estonia,25-54,1.3
2018,Estonia,25-54,1.3
2018,Estonia,15-64,1.2
2018,Estonia,55-64,1.6
2018,Estonia,15-24,1.2
2019,Estonia,15-24,1.1
2019,Estonia,55-64,1.5
2019,Estonia,15-64,1.2
2019,Estonia,25-54,1.3
2020,Estonia,25-54,1.4
2020,Estonia,15-24,1
2020,Estonia,15-64,1.2
2020,Estonia,55-64,1.6
2004,Finland,15-24,1.1
2004,Finland,25-54,1.2
2004,Finland,15-64,1.2
2004,Finland,55-64,1.2
2005,Finland,55-64,1.3
2005,Finland,15-64,1.2
2018,Slovenia,15-64,1.2
2018,Slovenia,15-24,1.1
2018,Slovenia,25-54,1.3
2018,Slovenia,55-64,1.5
2019,Slovenia,55-64,1.3
2019,Slovenia,15-24,1.1
2019,Slovenia,25-54,1.2
2014,Iceland,15-24,1.1
2014,Iceland,15-64,1.2
2015,Iceland,15-64,1.2
2015,Iceland,15-24,1.1
2015,Iceland,55-64,1.4
2015,Iceland,25-54,1.3
2016,Iceland,25-54,1.3
2005,Finland,25-54,1.2
2005,Finland,15-24,1.1
2006,Finland,15-24,1
2006,Finland,25-54,1.2
2006,Finland,15-64,1.2
2006,Finland,55-64,1.3
2007,Finland,55-64,1.2
2007,Finland,15-64,1.2
2007,Finland,25-54,1.3
2007,Finland,15-24,1
2008,Finland,15-24,1.1
2008,Finland,25-54,1.3
2008,Finland,15-64,1.2
2008,Finland,55-64,1.5
2009,Finland,55-64,1.4
2009,Finland,15-64,1.2
2009,Finland,25-54,1.2
2009,Finland,15-24,1.1
2010,Finland,15-24,1.1
2010,Finland,25-54,1.3
2010,Finland,15-64,1.2
2010,Finland,55-64,1.4
2011,Finland,55-64,1.4
2011,Finland,15-64,1.2
2011,Finland,25-54,1.3
2011,Finland,15-24,1.1
2012,Finland,15-24,1.1
2012,Finland,25-54,1.2
2012,Finland,15-64,1.2
2012,Finland,55-64,1.4
2013,Finland,55-64,1.4
2013,Finland,15-64,1.2
2013,Finland,25-54,1.2
2013,Finland,15-24,1.1
2014,Finland,15-24,1.1
2016,Iceland,55-64,1.3
2016,Iceland,15-24,1.1
2016,Iceland,15-64,1.2
2017,Iceland,15-64,1.2
2017,Iceland,15-24,1.1
2017,Iceland,55-64,1.2
2017,Iceland,25-54,1.3
2019,Slovenia,15-64,1.2
2020,Slovenia,15-64,1.1
2020,Slovenia,55-64,1.2
2020,Slovenia,25-54,1.2
2020,Slovenia,15-24,1.1
2000,Spain,15-24,1.2
2000,Spain,55-64,1.6
2014,Finland,25-54,1.3
2014,Finland,15-64,1.2
2014,Finland,55-64,1.4
2015,Finland,55-64,1.4
2015,Finland,15-64,1.2
2015,Finland,25-54,1.2
2015,Finland,15-24,1
2016,Finland,15-24,1.1
2016,Finland,25-54,1.2
2016,Finland,15-64,1.2
2016,Finland,55-64,1.4
2017,Finland,55-64,1.4
2017,Finland,15-64,1.2
2017,Finland,25-54,1.2
2017,Finland,15-24,1.1
2018,Finland,15-24,1
2018,Finland,25-54,1.2
2018,Finland,15-64,1.2
2018,Finland,55-64,1.5
2019,Finland,55-64,1.4
2019,Finland,15-64,1.2
2000,Spain,25-54,1.1
2000,Spain,15-64,1.1
2001,Spain,15-64,1.2
2001,Spain,25-54,1.2
2001,Spain,55-64,1.6
2001,Spain,15-24,1.2
2002,Spain,15-24,1.2
2002,Spain,55-64,1.6
2002,Spain,25-54,1.2
2002,Spain,15-64,1.1
2003,Spain,15-64,1.1
2003,Spain,25-54,1.2
2003,Spain,55-64,1.5
2003,Spain,15-24,1.2
2004,Spain,15-24,1.1
2004,Spain,55-64,1.6
2004,Spain,25-54,1.2
2004,Spain,15-64,1.1
2005,Spain,15-64,1.1
2005,Spain,25-54,1.2
2005,Spain,55-64,1.4
2019,Finland,25-54,1.2
2019,Finland,15-24,1.1
2020,Finland,15-24,1.1
2020,Finland,25-54,1.2
2020,Finland,15-64,1.2
2020,Finland,55-64,1.4
2003,France,15-64,1.1
2003,France,25-54,1.1
2005,Spain,15-24,1.1
2006,Spain,15-24,1.1
2006,Spain,55-64,1.5
2006,Spain,25-54,1.2
2006,Spain,15-64,1.2
2007,Spain,15-64,1.1
2007,Spain,25-54,1.1
2007,Spain,55-64,1.4
2007,Spain,15-24,1.1
2008,Spain,15-24,1.1
2008,Spain,55-64,1.3
2008,Spain,25-54,1.2
2008,Spain,15-64,1.1
2009,Spain,15-64,1.1
2003,France,15-24,1.1
2004,France,15-24,1.1
2004,France,25-54,1.1
2004,France,15-64,1.1
2004,France,55-64,1.4
2005,France,55-64,1.3
2005,France,15-64,1.1
2005,France,25-54,1.1
2005,France,15-24,1.1
2006,France,15-24,1.1
2006,France,25-54,1.1
2006,France,15-64,1.1
2006,France,55-64,1.3
2007,France,55-64,1.3
2007,France,15-64,1.1
2007,France,25-54,1.2
2007,France,15-24,1
2008,France,15-24,1.1
2008,France,25-54,1.1
2008,France,15-64,1.1
2008,France,55-64,1.1
2009,France,55-64,1.3
2009,Spain,55-64,1.3
2009,Spain,25-54,1.2
2009,Spain,15-24,1.1
2010,Spain,15-24,1.1
2010,Spain,55-64,1.4
2010,Spain,25-54,1.2
2010,Spain,15-64,1.1
2009,France,15-64,1.1
2009,France,25-54,1.1
2009,France,15-24,1.1
2010,France,15-24,1.1
2010,France,25-54,1.2
2010,France,15-64,1.1
2010,France,55-64,1.3
2011,France,55-64,1.2
2011,France,15-64,1.1
2011,France,25-54,1.1
2011,France,15-24,1.1
2012,France,15-24,1.1
2012,France,25-54,1.1
2012,France,15-64,1
2011,Spain,15-64,1.1
2011,Spain,25-54,1.1
2011,Spain,55-64,1.4
2011,Spain,15-24,1.1
2012,Spain,15-24,1
2012,Spain,15-64,1.1
2012,Spain,55-64,1.3
2012,Spain,25-54,1.1
2013,Spain,25-54,1.2
2013,Spain,55-64,1.3
2013,Spain,15-64,1.1
2013,Spain,15-24,1.1
2014,Spain,15-24,1.1
2014,Spain,15-64,1.1
2012,France,55-64,1.1
2013,France,55-64,1.4
2013,France,15-64,1.1
2013,France,25-54,1.2
2013,France,15-24,1
2014,France,15-24,1.1
2014,France,25-54,1.2
2014,Spain,55-64,1.2
2014,Spain,25-54,1.1
2015,Spain,25-54,1.1
2015,Spain,55-64,1.2
2015,Spain,15-64,1.1
2015,Spain,15-24,1.1
2016,Spain,15-24,1.1
2014,France,15-64,1.1
2014,France,55-64,1.4
2015,France,55-64,1.5
2015,France,15-64,1.2
2015,France,25-54,1.2
2015,France,15-24,1.1
2016,France,15-24,1
2018,Iceland,25-54,1.3
2018,Iceland,55-64,1.2
2018,Iceland,15-24,1.1
2018,Iceland,15-64,1.2
2019,Iceland,15-64,1.2
2019,Iceland,15-24,1.2
2019,Iceland,55-64,1.3
2016,France,25-54,1.1
2016,France,15-64,1.1
2016,France,55-64,1.5
2017,France,55-64,1.5
2017,France,15-64,1.2
2017,France,25-54,1.2
2017,France,15-24,1.1
2016,Spain,15-64,1.1
2016,Spain,55-64,1.2
2016,Spain,25-54,1.2
2017,Spain,25-54,1.1
2017,Spain,55-64,1.1
2017,Spain,15-64,1.1
2017,Spain,15-24,1
2018,France,15-24,1.1
2018,France,25-54,1.2
2018,France,15-64,1.2
2018,France,55-64,1.4
2019,France,55-64,1.5
2019,France,15-64,1.2
2019,France,25-54,1.2
2018,Spain,15-24,1.1
2018,Spain,15-64,1.1
2018,Spain,55-64,1.2
2018,Spain,25-54,1.1
2019,Spain,25-54,1.2
2019,Spain,55-64,1.1
2019,Spain,15-64,1.1
2019,France,15-24,1
2020,France,15-24,1.1
2020,France,25-54,1.2
2020,France,15-64,1.1
2020,France,55-64,1.4
2012,Georgia,15-64,0.9
2012,Georgia,15-24,1
2019,Spain,15-24,1.1
2020,Spain,15-24,1.1
2020,Spain,15-64,1.1
2020,Spain,25-54,1.2
2020,Spain,55-64,1.1
2021,Spain,55-64,1.2
2021,Spain,25-54,1.2
2012,Georgia,25-54,1.6
2013,Georgia,25-54,0.8
2013,Georgia,15-24,1
2013,Georgia,15-64,0.9
2014,Georgia,15-64,0.9
2014,Georgia,15-24,1.1
2014,Georgia,25-54,0.7
2021,Spain,15-64,1.1
2021,Spain,15-24,1.1
2004,Sweden,15-64,1.2
2004,Sweden,15-24,1.1
2004,Sweden,25-54,1.2
2004,Sweden,55-64,1.2
2005,Sweden,55-64,1.5
2015,Georgia,25-54,0.6
2015,Georgia,15-24,1
2015,Georgia,15-64,0.9
2016,Georgia,15-64,0.9
2016,Georgia,15-24,1
2016,Georgia,25-54,1
2017,Georgia,25-54,1.4
2005,Sweden,25-54,1.4
2005,Sweden,15-24,1.1
2005,Sweden,15-64,1.3
2006,Sweden,15-64,1.3
2006,Sweden,15-24,1.1
2006,Sweden,25-54,1.4
2006,Sweden,55-64,1.5
2007,Sweden,55-64,1.5
2007,Sweden,25-54,1.4
2007,Sweden,15-24,1.1
2007,Sweden,15-64,1.3
2008,Sweden,15-64,1.3
2008,Sweden,15-24,1.1
2008,Sweden,25-54,1.4
2008,Sweden,55-64,1.5
2009,Sweden,55-64,1.5
2009,Sweden,25-54,1.4
2009,Sweden,15-24,1.1
2009,Sweden,15-64,1.3
2010,Sweden,15-64,1.3
2010,Sweden,15-24,1.1
2019,Iceland,25-54,1.3
2020,Iceland,55-64,1.2
2020,Iceland,25-54,1.3
2020,Iceland,15-24,1.1
2020,Iceland,15-64,1.2
2004,Ireland,15-24,1.1
2004,Ireland,25-54,1.3
2010,Sweden,25-54,1.4
2010,Sweden,55-64,1.5
2011,Sweden,55-64,1.5
2011,Sweden,25-54,1.4
2011,Sweden,15-24,1.1
2011,Sweden,15-64,1.3
2012,Sweden,15-64,1.3
2012,Sweden,15-24,1.1
2012,Sweden,25-54,1.4
2012,Sweden,55-64,1.5
2013,Sweden,25-54,1.4
2013,Sweden,55-64,1.5
2013,Sweden,15-24,1.1
2013,Sweden,15-64,1.3
2004,Ireland,55-64,1.3
2004,Ireland,15-64,1.1
2005,Ireland,15-64,1.1
2005,Ireland,55-64,1.4
2005,Ireland,25-54,1.3
2005,Ireland,15-24,1
2006,Ireland,15-24,1.1
2014,Sweden,15-64,1.3
2014,Sweden,15-24,1.1
2014,Sweden,55-64,1.5
2014,Sweden,25-54,1.4
2015,Sweden,55-64,1.5
2015,Sweden,25-54,1.4
2015,Sweden,15-24,1.1
2006,Ireland,25-54,1.4
2006,Ireland,55-64,1.4
2006,Ireland,15-64,1.2
2007,Ireland,15-64,1.2
2007,Ireland,55-64,1.3
2007,Ireland,25-54,1.3
2007,Ireland,15-24,1.1
2015,Sweden,15-64,1.3
2016,Sweden,15-24,1.1
2016,Sweden,25-54,1.4
2016,Sweden,55-64,1.5
2016,Sweden,15-64,1.3
2017,Sweden,55-64,1.5
2017,Sweden,25-54,1.4
2008,Ireland,15-24,1.1
2008,Ireland,25-54,1.3
2008,Ireland,55-64,1.4
2008,Ireland,15-64,1.2
2009,Ireland,15-64,1.1
2009,Ireland,55-64,1.3
2009,Ireland,25-54,1.2
2017,Sweden,15-24,1.1
2017,Sweden,15-64,1.3
2018,Sweden,15-24,1.1
2018,Sweden,25-54,1.4
2018,Sweden,55-64,1.5
2018,Sweden,15-64,1.3
2019,Sweden,15-64,1.3
2009,Ireland,15-24,1.1
2010,Ireland,15-24,1
2010,Ireland,25-54,1.1
2010,Ireland,55-64,1.4
2010,Ireland,15-64,1.1
2011,Ireland,15-64,1.1
2011,Ireland,55-64,1.3
