Year,GeoAreaName,Deviation Level,Value
2021,Hungary,HIGH,0.07418
2021,Hungary,LOW,99.62656
2021,Hungary,EXTREME,0.01329
2017,Iceland,LOW,68.22261
2017,Iceland,EXTREME,1.13865
2017,Iceland,MEDIUM,12.3901
2017,Iceland,HIGH,1.58198
2018,Iceland,EXTREME,0.02889
2018,Iceland,HIGH,2.96569
2018,Iceland,MEDIUM,7.0447
2018,Iceland,LOW,64.96072
2019,Iceland,LOW,71.91504
2019,Iceland,MEDIUM,2.88649
2019,Iceland,EXTREME,0.00303
2019,Iceland,HIGH,0.19543
2020,Iceland,LOW,65.89318
2020,Iceland,EXTREME,3.77292
2020,Iceland,MEDIUM,7.63362
2020,Iceland,HIGH,6.03362
2021,Iceland,LOW,78.70311
2021,Iceland,HIGH,0.14102
2021,Iceland,MEDIUM,2.08099
2021,Iceland,EXTREME,2.40822
2017,Ireland,LOW,57.03226
2019,Uzbekistan,LOW,97.62238
2020,Uzbekistan,MEDIUM,2.66976
2020,Uzbekistan,HIGH,0.51911
2020,Uzbekistan,EXTREME,0.26809
2020,Uzbekistan,LOW,96.54304
2021,Uzbekistan,EXTREME,0.25934
2021,Uzbekistan,MEDIUM,3.00948
2021,Uzbekistan,LOW,96.20538
2021,Uzbekistan,HIGH,0.52579
2021,Uzbekistan,HIGH,0.52579
