Year,GeoAreaName,Activity,Sex,Value
2007,Poland,ISIC4_C,,20.75
2008,Poland,ISIC4_C,,20.43
2009,Poland,ISIC4_C,,19.28
2010,Poland,ISIC4_C,,18.59
2011,Poland,ISIC4_C,,18.76
2012,Poland,ISIC4_C,,18.64
2013,Poland,ISIC4_C,,19.07
2014,Poland,ISIC4_C,,19.14
2015,Poland,ISIC4_C,,19.32
2016,Poland,ISIC4_C,,20.24
2017,Poland,ISIC4_C,,20.82
2018,Poland,ISIC4_C,,21.01
2019,Poland,ISIC4_C,,20.61
2020,Poland,ISIC4_C,,19.9
2021,Poland,ISIC4_C,,19.4
2000,Portugal,ISIC4_C,,21.68
2001,Portugal,ISIC4_C,,21.35
2002,Portugal,ISIC4_C,,20.42
2003,Portugal,ISIC4_C,,20.04
2004,Portugal,ISIC4_C,,19.49
2005,Portugal,ISIC4_C,,18.81
2006,Portugal,ISIC4_C,,18.89
2007,Portugal,ISIC4_C,,18.32
2008,Portugal,ISIC4_C,,17
2009,Portugal,ISIC4_C,,16.61
2010,Portugal,ISIC4_C,,16.37
2011,Portugal,ISIC4_C,,16.53
2012,Portugal,ISIC4_C,,16.3
2013,Portugal,ISIC4_C,,15.92
2014,Portugal,ISIC4_C,,16.42
2015,Portugal,ISIC4_C,,16.91
2016,Portugal,ISIC4_C,,16.88
2017,Portugal,ISIC4_C,,16.9
2018,Portugal,ISIC4_C,,17.14
2019,Portugal,ISIC4_C,,17.03
2020,Portugal,ISIC4_C,,16.98
2021,Portugal,ISIC4_C,,16.86
2000,Romania,ISIC4_C,,18.63
2001,Romania,ISIC4_C,,18.38
2002,Romania,ISIC4_C,,21.52
2003,Romania,ISIC4_C,,20.96
2004,Romania,ISIC4_C,,22.51
2005,Romania,ISIC4_C,,21.5
2006,Romania,ISIC4_C,,21.29
2007,Romania,ISIC4_C,,21.1
2008,Romania,ISIC4_C,,20.33
2009,Romania,ISIC4_C,,18.95
2010,Romania,ISIC4_C,,17.59
2011,Romania,ISIC4_C,,18.11
2012,Romania,ISIC4_C,,17.81
2013,Romania,ISIC4_C,,17.95
2014,Romania,ISIC4_C,,18.52
2015,Romania,ISIC4_C,,18.18
2016,Romania,ISIC4_C,,18.91
2017,Romania,ISIC4_C,,19.23
2018,Romania,ISIC4_C,,19.29
2019,Romania,ISIC4_C,,18.91
2020,Romania,ISIC4_C,,18.06
2021,Romania,ISIC4_C,,19.65
2004,Serbia,ISIC4_C,,18.81
2005,Serbia,ISIC4_C,,18.2
2006,Serbia,ISIC4_C,,19.71
2007,Serbia,ISIC4_C,,19.65
2008,Serbia,ISIC4_C,,17.16
2009,Serbia,ISIC4_C,,17.24
2010,Serbia,ISIC4_C,,16.95
2011,Serbia,ISIC4_C,,17.19
2012,Serbia,ISIC4_C,,17.04
2013,Serbia,ISIC4_C,,17.07
2014,Serbia,ISIC4_C,,15.88
2015,Serbia,ISIC4_C,,16.08
2016,Serbia,ISIC4_C,,16.5
2017,Serbia,ISIC4_C,,17.08
2018,Serbia,ISIC4_C,,18.29
2019,Serbia,ISIC4_C,,18.68
2020,Serbia,ISIC4_C,,18.72
2021,Serbia,ISIC4_C,,9.46
2000,Slovakia,ISIC4_C,,25.82
2001,Slovakia,ISIC4_C,,26.07
2002,Slovakia,ISIC4_C,,27
2003,Slovakia,ISIC4_C,,26.33
2004,Slovakia,ISIC4_C,,26.83
2005,Slovakia,ISIC4_C,,26.7
2006,Slovakia,ISIC4_C,,26.44
2007,Slovakia,ISIC4_C,,26.91
2008,Slovakia,ISIC4_C,,26.29
2009,Slovakia,ISIC4_C,,23.89
2010,Slovakia,ISIC4_C,,17.19
2011,Slovakia,ISIC4_C,,24.22
2012,Slovakia,ISIC4_C,,24.49
2013,Slovakia,ISIC4_C,,23.16
2014,Slovakia,ISIC4_C,,24.65
2015,Slovakia,ISIC4_C,,24.68
2016,Slovakia,ISIC4_C,,24.49
2017,Slovakia,ISIC4_C,,24.63
2018,Slovakia,ISIC4_C,,24.51
2019,Slovakia,ISIC4_C,,24.61
2020,Slovakia,ISIC4_C,,25.05
2021,Slovakia,ISIC4_C,,18.8
2000,Slovenia,ISIC4_C,,30.08
2001,Slovenia,ISIC4_C,,30.45
2002,Slovenia,ISIC4_C,,30.81
2003,Slovenia,ISIC4_C,,30
2004,Slovenia,ISIC4_C,,28.95
2005,Slovenia,ISIC4_C,,29.22
2006,Slovenia,ISIC4_C,,27.87
2007,Slovenia,ISIC4_C,,27.35
2008,Slovenia,ISIC4_C,,26.12
2009,Slovenia,ISIC4_C,,24.23
2010,Slovenia,ISIC4_C,,24.22
2011,Slovenia,ISIC4_C,,23.14
2012,Slovenia,ISIC4_C,,22.35
2013,Slovenia,ISIC4_C,,22.43
2014,Slovenia,ISIC4_C,,22.52
2015,Slovenia,ISIC4_C,,23.4
2016,Slovenia,ISIC4_C,,25.12
2017,Slovenia,ISIC4_C,,25.19
2018,Slovenia,ISIC4_C,,24.85
2019,Slovenia,ISIC4_C,,25.6
2020,Slovenia,ISIC4_C,,25.25
2021,Slovenia,ISIC4_C,,22.06
2000,Spain,ISIC4_C,,18.74
2001,Spain,ISIC4_C,,18.77
2002,Spain,ISIC4_C,,18.2
2003,Spain,ISIC4_C,,17.58
2004,Spain,ISIC4_C,,16.88
2005,Spain,ISIC4_C,,16.36
2006,Spain,ISIC4_C,,15.71
2007,Spain,ISIC4_C,,15.13
2008,Spain,ISIC4_C,,14.59
2009,Spain,ISIC4_C,,13.34
2010,Spain,ISIC4_C,,12.85
2011,Spain,ISIC4_C,,12.76
2012,Spain,ISIC4_C,,12.61
2013,Spain,ISIC4_C,,12.36
2014,Spain,ISIC4_C,,12.35
2015,Spain,ISIC4_C,,12.45
2016,Spain,ISIC4_C,,12.45
2017,Spain,ISIC4_C,,12.71
2018,Spain,ISIC4_C,,12.65
2019,Spain,ISIC4_C,,12.61
2020,Spain,ISIC4_C,,12.66
2021,Spain,ISIC4_C,,12.25
2000,Sweden,ISIC4_C,,18.02
2001,Sweden,ISIC4_C,,17.5
2002,Sweden,ISIC4_C,,16.65
2003,Sweden,ISIC4_C,,16.14
2004,Sweden,ISIC4_C,,15.86
2005,Sweden,ISIC4_C,,15.3
2006,Sweden,ISIC4_C,,14.9
2007,Sweden,ISIC4_C,,14.46
2008,Sweden,ISIC4_C,,13.51
2009,Sweden,ISIC4_C,,12.43
2010,Sweden,ISIC4_C,,12.04
2011,Sweden,ISIC4_C,,12.03
2012,Sweden,ISIC4_C,,11.55
2013,Sweden,ISIC4_C,,11.16
2014,Sweden,ISIC4_C,,10.67
2015,Sweden,ISIC4_C,,10.41
2016,Sweden,ISIC4_C,,10.2
2017,Sweden,ISIC4_C,,10.1
2018,Sweden,ISIC4_C,,10.02
2019,Sweden,ISIC4_C,,10.01
2020,Sweden,ISIC4_C,,9.88
2021,Sweden,ISIC4_C,,9.77
2000,Switzerland,ISIC4_C,,15.48
2001,Switzerland,ISIC4_C,,15.92
2002,Switzerland,ISIC4_C,,14.76
2003,Switzerland,ISIC4_C,,14.18
2004,Switzerland,ISIC4_C,,14
2005,Switzerland,ISIC4_C,,13.97
2006,Switzerland,ISIC4_C,,13.93
2007,Switzerland,ISIC4_C,,14.07
2008,Switzerland,ISIC4_C,,14.07
2009,Switzerland,ISIC4_C,,14.21
2010,Switzerland,ISIC4_C,,13.76
2011,Switzerland,ISIC4_C,,13.56
2012,Switzerland,ISIC4_C,,13.17
2013,Switzerland,ISIC4_C,,13.16
2014,Switzerland,ISIC4_C,,12.97
2015,Switzerland,ISIC4_C,,12.62
2016,Switzerland,ISIC4_C,,12.41
2017,Switzerland,ISIC4_C,,12.29
2018,Switzerland,ISIC4_C,,12.35
2019,Switzerland,ISIC4_C,,12.48
2020,Switzerland,ISIC4_C,,12.32
2021,Switzerland,ISIC4_C,,10.45
2003,Tajikistan,ISIC4_C,,0.12
2004,Tajikistan,ISIC4_C,,4.67
2007,Tajikistan,ISIC4_C,,5.74
2009,Tajikistan,ISIC4_C,,5.54
2018,Tajikistan,ISIC4_C,,5.42
2000,Türkiye,ISIC4_C,,16.86
2001,Türkiye,ISIC4_C,,16.64
2002,Türkiye,ISIC4_C,,17.47
2003,Türkiye,ISIC4_C,,17.32
2004,Türkiye,ISIC4_C,,19.06
2005,Türkiye,ISIC4_C,,19.9
2006,Türkiye,ISIC4_C,,19.91
2007,Türkiye,ISIC4_C,,19.71
2008,Türkiye,ISIC4_C,,19.88
2009,Türkiye,ISIC4_C,,18.18
2010,Türkiye,ISIC4_C,,18.65
2011,Türkiye,ISIC4_C,,18.12
2012,Türkiye,ISIC4_C,,17.81
2013,Türkiye,ISIC4_C,,18.15
2014,Türkiye,ISIC4_C,,19.03
2015,Türkiye,ISIC4_C,,18.66
2016,Türkiye,ISIC4_C,,18.07
2017,Türkiye,ISIC4_C,,17.63
2018,Türkiye,ISIC4_C,,18.2
2019,Türkiye,ISIC4_C,,18.35
2020,Türkiye,ISIC4_C,,18.92
2021,Türkiye,ISIC4_C,,19.66
2000,Ukraine,ISIC4_C,,13.7
2009,Ukraine,ISIC4_C,,13.45
2010,Ukraine,ISIC4_C,,13.27
2011,Ukraine,ISIC4_C,,13.06
2012,Ukraine,ISIC4_C,,13.17
2013,Ukraine,ISIC4_C,,12.61
2014,Ukraine,ISIC4_C,,13
2015,Ukraine,ISIC4_C,,12.58
2016,Ukraine,ISIC4_C,,12.28
2017,Ukraine,ISIC4_C,,12.36
2002,North Macedonia,ISIC4_C,,23.59
2003,North Macedonia,ISIC4_C,,24.09
2004,North Macedonia,ISIC4_C,,22.23
2005,North Macedonia,ISIC4_C,,22.07
2006,North Macedonia,ISIC4_C,,21.79
2007,North Macedonia,ISIC4_C,,21.48
2008,North Macedonia,ISIC4_C,,21.27
2009,North Macedonia,ISIC4_C,,20.3
2010,North Macedonia,ISIC4_C,,19.95
2011,North Macedonia,ISIC4_C,,19.52
2012,North Macedonia,ISIC4_C,,19.61
2013,North Macedonia,ISIC4_C,,19.49
2014,North Macedonia,ISIC4_C,,19.42
2015,North Macedonia,ISIC4_C,,19.47
2016,North Macedonia,ISIC4_C,,19.07
2017,North Macedonia,ISIC4_C,,19.45
2018,North Macedonia,ISIC4_C,,20.13
2019,North Macedonia,ISIC4_C,,19.89
2020,North Macedonia,ISIC4_C,,20
2021,North Macedonia,ISIC4_C,,19.9
2010,Uzbekistan,ISIC4_C,,11.52
2011,Uzbekistan,ISIC4_C,,11.46
2012,Uzbekistan,ISIC4_C,,11.4
2013,Uzbekistan,ISIC4_C,,11.37
2014,Uzbekistan,ISIC4_C,,11.3
2015,Uzbekistan,ISIC4_C,,11.3
2016,Uzbekistan,ISIC4_C,,11.34
2017,Uzbekistan,ISIC4_C,,11.83
2018,Uzbekistan,ISIC4_C,,12.04
2019,Uzbekistan,ISIC4_C,,11.91
2020,Uzbekistan,ISIC4_C,,11.38
2020,Uzbekistan,ISIC4_C,,11.38
