Year,GeoAreaName,Age,Location,Sex,Value
2019,Romania,<1M,,BOTHSEX,3.3
2020,Romania,<1M,,BOTHSEX,3.2
2021,Romania,<1M,,BOTHSEX,3.2
2000,Serbia,<1M,,BOTHSEX,7.7
2001,Serbia,<1M,,BOTHSEX,7.4
2002,Serbia,<1M,,BOTHSEX,7
2003,Serbia,<1M,,BOTHSEX,6.5
2004,Serbia,<1M,,BOTHSEX,6
2005,Serbia,<1M,,BOTHSEX,5.6
2006,Serbia,<1M,,BOTHSEX,5.3
2007,Serbia,<1M,,BOTHSEX,5.1
2016,Denmark,<1M,,BOTHSEX,2.9
2017,Denmark,<1M,,BOTHSEX,2.8
2018,Denmark,<1M,,BOTHSEX,2.7
2019,Denmark,<1M,,BOTHSEX,2.6
2020,Denmark,<1M,,BOTHSEX,2.5
2021,Denmark,<1M,,BOTHSEX,2.5
2000,Estonia,<1M,,BOTHSEX,5.3
2001,Estonia,<1M,,BOTHSEX,4.8
2002,Estonia,<1M,,BOTHSEX,4.4
2003,Estonia,<1M,,BOTHSEX,4
2004,Estonia,<1M,,BOTHSEX,3.7
2008,Serbia,<1M,,BOTHSEX,4.9
2009,Serbia,<1M,,BOTHSEX,4.9
2010,Serbia,<1M,,BOTHSEX,4.8
2011,Serbia,<1M,,BOTHSEX,4.6
2012,Serbia,<1M,,BOTHSEX,4.5
2013,Serbia,<1M,,BOTHSEX,4.4
2014,Serbia,<1M,,BOTHSEX,4.2
2015,Serbia,<1M,,BOTHSEX,4
2016,Serbia,<1M,,BOTHSEX,3.8
2017,Serbia,<1M,,BOTHSEX,3.7
2018,Serbia,<1M,,BOTHSEX,3.7
2005,Estonia,<1M,,BOTHSEX,3.4
2006,Estonia,<1M,,BOTHSEX,3.1
2007,Estonia,<1M,,BOTHSEX,2.8
2008,Estonia,<1M,,BOTHSEX,2.5
2009,Estonia,<1M,,BOTHSEX,2.3
2010,Estonia,<1M,,BOTHSEX,2.1
2011,Estonia,<1M,,BOTHSEX,1.9
2012,Estonia,<1M,,BOTHSEX,1.8
2013,Estonia,<1M,,BOTHSEX,1.6
2014,Estonia,<1M,,BOTHSEX,1.5
2015,Estonia,<1M,,BOTHSEX,1.4
2016,Estonia,<1M,,BOTHSEX,1.3
2017,Estonia,<1M,,BOTHSEX,1.2
2018,Estonia,<1M,,BOTHSEX,1.1
2019,Estonia,<1M,,BOTHSEX,1
2020,Estonia,<1M,,BOTHSEX,0.9
2021,Estonia,<1M,,BOTHSEX,0.9
2000,Finland,<1M,,BOTHSEX,2.5
2001,Finland,<1M,,BOTHSEX,2.4
2002,Finland,<1M,,BOTHSEX,2.3
2003,Finland,<1M,,BOTHSEX,2.2
2004,Finland,<1M,,BOTHSEX,2.1
2005,Finland,<1M,,BOTHSEX,2.1
2006,Finland,<1M,,BOTHSEX,2
2007,Finland,<1M,,BOTHSEX,1.9
2008,Finland,<1M,,BOTHSEX,1.8
2009,Finland,<1M,,BOTHSEX,1.8
2010,Finland,<1M,,BOTHSEX,1.7
2011,Finland,<1M,,BOTHSEX,1.6
2012,Finland,<1M,,BOTHSEX,1.5
2013,Finland,<1M,,BOTHSEX,1.4
2014,Finland,<1M,,BOTHSEX,1.4
2015,Finland,<1M,,BOTHSEX,1.4
2019,Serbia,<1M,,BOTHSEX,3.6
2020,Serbia,<1M,,BOTHSEX,3.6
2021,Serbia,<1M,,BOTHSEX,3.6
2000,Slovakia,<1M,,BOTHSEX,5
2001,Slovakia,<1M,,BOTHSEX,4.8
2002,Slovakia,<1M,,BOTHSEX,4.6
2003,Slovakia,<1M,,BOTHSEX,4.3
2004,Slovakia,<1M,,BOTHSEX,4
2005,Slovakia,<1M,,BOTHSEX,3.8
2006,Slovakia,<1M,,BOTHSEX,3.6
2007,Slovakia,<1M,,BOTHSEX,3.5
2016,Finland,<1M,,BOTHSEX,1.4
2017,Finland,<1M,,BOTHSEX,1.4
2018,Finland,<1M,,BOTHSEX,1.4
2019,Finland,<1M,,BOTHSEX,1.3
2020,Finland,<1M,,BOTHSEX,1.3
2021,Finland,<1M,,BOTHSEX,1.3
2000,France,<1M,,BOTHSEX,2.8
2001,France,<1M,,BOTHSEX,2.7
2002,France,<1M,,BOTHSEX,2.7
2003,France,<1M,,BOTHSEX,2.6
2004,France,<1M,,BOTHSEX,2.5
2008,Slovakia,<1M,,BOTHSEX,3.4
2009,Slovakia,<1M,,BOTHSEX,3.4
2010,Slovakia,<1M,,BOTHSEX,3.3
2011,Slovakia,<1M,,BOTHSEX,3.3
2012,Slovakia,<1M,,BOTHSEX,3.3
2013,Slovakia,<1M,,BOTHSEX,3.2
2014,Slovakia,<1M,,BOTHSEX,3.1
2015,Slovakia,<1M,,BOTHSEX,3.1
2016,Slovakia,<1M,,BOTHSEX,3
2017,Slovakia,<1M,,BOTHSEX,3
2005,France,<1M,,BOTHSEX,2.4
2006,France,<1M,,BOTHSEX,2.4
2007,France,<1M,,BOTHSEX,2.4
2008,France,<1M,,BOTHSEX,2.4
2009,France,<1M,,BOTHSEX,2.4
2010,France,<1M,,BOTHSEX,2.3
2011,France,<1M,,BOTHSEX,2.3
2012,France,<1M,,BOTHSEX,2.3
2013,France,<1M,,BOTHSEX,2.3
2014,France,<1M,,BOTHSEX,2.4
2015,France,<1M,,BOTHSEX,2.4
2018,Slovakia,<1M,,BOTHSEX,2.9
2019,Slovakia,<1M,,BOTHSEX,2.9
2020,Slovakia,<1M,,BOTHSEX,2.9
2021,Slovakia,<1M,,BOTHSEX,2.8
2000,Slovenia,<1M,,BOTHSEX,3.2
2001,Slovenia,<1M,,BOTHSEX,3.1
2002,Slovenia,<1M,,BOTHSEX,2.9
2003,Slovenia,<1M,,BOTHSEX,2.8
2004,Slovenia,<1M,,BOTHSEX,2.6
2005,Slovenia,<1M,,BOTHSEX,2.5
2016,France,<1M,,BOTHSEX,2.5
2017,France,<1M,,BOTHSEX,2.6
2018,France,<1M,,BOTHSEX,2.6
2019,France,<1M,,BOTHSEX,2.6
2020,France,<1M,,BOTHSEX,2.6
2021,France,<1M,,BOTHSEX,2.5
2000,Georgia,<1M,,BOTHSEX,22.9
2001,Georgia,<1M,,BOTHSEX,21.8
2002,Georgia,<1M,,BOTHSEX,20.4
2003,Georgia,<1M,,BOTHSEX,19
2004,Georgia,<1M,,BOTHSEX,17.4
2006,Slovenia,<1M,,BOTHSEX,2.3
2007,Slovenia,<1M,,BOTHSEX,2.2
2008,Slovenia,<1M,,BOTHSEX,2.1
2009,Slovenia,<1M,,BOTHSEX,1.9
2010,Slovenia,<1M,,BOTHSEX,1.9
2011,Slovenia,<1M,,BOTHSEX,1.8
2012,Slovenia,<1M,,BOTHSEX,1.7
2013,Slovenia,<1M,,BOTHSEX,1.7
2014,Slovenia,<1M,,BOTHSEX,1.6
2015,Slovenia,<1M,,BOTHSEX,1.6
2005,Georgia,<1M,,BOTHSEX,16
2006,Georgia,<1M,,BOTHSEX,14.5
2007,Georgia,<1M,,BOTHSEX,13.2
2008,Georgia,<1M,,BOTHSEX,12
2009,Georgia,<1M,,BOTHSEX,11
2010,Georgia,<1M,,BOTHSEX,10.1
2011,Georgia,<1M,,BOTHSEX,9.3
2012,Georgia,<1M,,BOTHSEX,8.6
2013,Georgia,<1M,,BOTHSEX,7.9
2014,Georgia,<1M,,BOTHSEX,7.3
2015,Georgia,<1M,,BOTHSEX,6.7
2016,Georgia,<1M,,BOTHSEX,6.2
2017,Georgia,<1M,,BOTHSEX,5.8
2018,Georgia,<1M,,BOTHSEX,5.6
2019,Georgia,<1M,,BOTHSEX,5.4
2020,Georgia,<1M,,BOTHSEX,5.4
2021,Georgia,<1M,,BOTHSEX,5.4
2000,Germany,<1M,,BOTHSEX,2.8
2001,Germany,<1M,,BOTHSEX,2.7
2002,Germany,<1M,,BOTHSEX,2.7
2003,Germany,<1M,,BOTHSEX,2.7
2004,Germany,<1M,,BOTHSEX,2.6
2016,Slovenia,<1M,,BOTHSEX,1.5
2017,Slovenia,<1M,,BOTHSEX,1.4
2018,Slovenia,<1M,,BOTHSEX,1.4
2019,Slovenia,<1M,,BOTHSEX,1.4
2020,Slovenia,<1M,,BOTHSEX,1.3
2021,Slovenia,<1M,,BOTHSEX,1.3
2000,Spain,<1M,,BOTHSEX,2.8
2001,Spain,<1M,,BOTHSEX,2.8
2002,Spain,<1M,,BOTHSEX,2.7
2003,Spain,<1M,,BOTHSEX,2.6
2004,Spain,<1M,,BOTHSEX,2.5
2005,Germany,<1M,,BOTHSEX,2.6
2006,Germany,<1M,,BOTHSEX,2.6
2007,Germany,<1M,,BOTHSEX,2.5
2008,Germany,<1M,,BOTHSEX,2.4
2009,Germany,<1M,,BOTHSEX,2.4
2010,Germany,<1M,,BOTHSEX,2.3
2011,Germany,<1M,,BOTHSEX,2.3
2012,Germany,<1M,,BOTHSEX,2.3
2013,Germany,<1M,,BOTHSEX,2.3
2014,Germany,<1M,,BOTHSEX,2.3
2015,Germany,<1M,,BOTHSEX,2.3
2005,Spain,<1M,,BOTHSEX,2.4
2006,Spain,<1M,,BOTHSEX,2.3
2007,Spain,<1M,,BOTHSEX,2.2
2008,Spain,<1M,,BOTHSEX,2.2
2009,Spain,<1M,,BOTHSEX,2.1
2010,Spain,<1M,,BOTHSEX,2.1
2011,Spain,<1M,,BOTHSEX,2.1
2012,Spain,<1M,,BOTHSEX,2.1
2013,Spain,<1M,,BOTHSEX,2
2014,Spain,<1M,,BOTHSEX,2
2015,Spain,<1M,,BOTHSEX,1.9
2016,Germany,<1M,,BOTHSEX,2.3
2017,Germany,<1M,,BOTHSEX,2.3
2018,Germany,<1M,,BOTHSEX,2.3
2019,Germany,<1M,,BOTHSEX,2.3
2020,Germany,<1M,,BOTHSEX,2.2
2021,Germany,<1M,,BOTHSEX,2.2
2000,Greece,<1M,,BOTHSEX,3.9
2001,Greece,<1M,,BOTHSEX,3.6
2002,Greece,<1M,,BOTHSEX,3.3
2003,Greece,<1M,,BOTHSEX,3
2004,Greece,<1M,,BOTHSEX,2.7
2005,Greece,<1M,,BOTHSEX,2.5
2006,Greece,<1M,,BOTHSEX,2.4
2007,Greece,<1M,,BOTHSEX,2.2
2008,Greece,<1M,,BOTHSEX,2.1
2009,Greece,<1M,,BOTHSEX,2.1
2010,Greece,<1M,,BOTHSEX,2.1
2011,Greece,<1M,,BOTHSEX,2.2
2012,Greece,<1M,,BOTHSEX,2.3
2013,Greece,<1M,,BOTHSEX,2.5
2014,Greece,<1M,,BOTHSEX,2.6
2015,Greece,<1M,,BOTHSEX,2.6
2016,Spain,<1M,,BOTHSEX,1.9
2017,Spain,<1M,,BOTHSEX,1.9
2018,Spain,<1M,,BOTHSEX,1.9
2019,Spain,<1M,,BOTHSEX,1.8
2020,Spain,<1M,,BOTHSEX,1.8
2021,Spain,<1M,,BOTHSEX,1.8
2000,Sweden,<1M,,BOTHSEX,2.3
2001,Sweden,<1M,,BOTHSEX,2.3
2002,Sweden,<1M,,BOTHSEX,2.2
2003,Sweden,<1M,,BOTHSEX,2.1
2004,Sweden,<1M,,BOTHSEX,2
2016,Greece,<1M,,BOTHSEX,2.6
2017,Greece,<1M,,BOTHSEX,2.6
2018,Greece,<1M,,BOTHSEX,2.5
2019,Greece,<1M,,BOTHSEX,2.4
2020,Greece,<1M,,BOTHSEX,2.3
2021,Greece,<1M,,BOTHSEX,2.2
2000,Hungary,<1M,,BOTHSEX,5.8
2001,Hungary,<1M,,BOTHSEX,5.5
2002,Hungary,<1M,,BOTHSEX,5.1
2003,Hungary,<1M,,BOTHSEX,4.8
2004,Hungary,<1M,,BOTHSEX,4.4
2005,Hungary,<1M,,BOTHSEX,4.1
2006,Hungary,<1M,,BOTHSEX,3.9
2007,Hungary,<1M,,BOTHSEX,3.8
2008,Hungary,<1M,,BOTHSEX,3.6
2009,Hungary,<1M,,BOTHSEX,3.5
2010,Hungary,<1M,,BOTHSEX,3.4
2011,Hungary,<1M,,BOTHSEX,3.3
2012,Hungary,<1M,,BOTHSEX,3.2
2013,Hungary,<1M,,BOTHSEX,3
2014,Hungary,<1M,,BOTHSEX,2.9
2015,Hungary,<1M,,BOTHSEX,2.7
2016,Hungary,<1M,,BOTHSEX,2.5
2017,Hungary,<1M,,BOTHSEX,2.4
2018,Hungary,<1M,,BOTHSEX,2.3
2019,Hungary,<1M,,BOTHSEX,2.2
2020,Hungary,<1M,,BOTHSEX,2.1
2021,Hungary,<1M,,BOTHSEX,2.1
2000,Iceland,<1M,,BOTHSEX,2.1
2001,Iceland,<1M,,BOTHSEX,2
2002,Iceland,<1M,,BOTHSEX,1.9
2003,Iceland,<1M,,BOTHSEX,1.8
2004,Iceland,<1M,,BOTHSEX,1.7
2005,Sweden,<1M,,BOTHSEX,1.9
2006,Sweden,<1M,,BOTHSEX,1.8
2007,Sweden,<1M,,BOTHSEX,1.8
2008,Sweden,<1M,,BOTHSEX,1.7
2009,Sweden,<1M,,BOTHSEX,1.6
2010,Sweden,<1M,,BOTHSEX,1.6
2011,Sweden,<1M,,BOTHSEX,1.6
2012,Sweden,<1M,,BOTHSEX,1.6
2013,Sweden,<1M,,BOTHSEX,1.6
2014,Sweden,<1M,,BOTHSEX,1.6
2015,Sweden,<1M,,BOTHSEX,1.6
2005,Iceland,<1M,,BOTHSEX,1.6
2006,Iceland,<1M,,BOTHSEX,1.5
2007,Iceland,<1M,,BOTHSEX,1.5
2008,Iceland,<1M,,BOTHSEX,1.4
2009,Iceland,<1M,,BOTHSEX,1.4
2010,Iceland,<1M,,BOTHSEX,1.3
2011,Iceland,<1M,,BOTHSEX,1.3
2012,Iceland,<1M,,BOTHSEX,1.3
2013,Iceland,<1M,,BOTHSEX,1.3
2014,Iceland,<1M,,BOTHSEX,1.3
2015,Iceland,<1M,,BOTHSEX,1.3
2016,Sweden,<1M,,BOTHSEX,1.6
2017,Sweden,<1M,,BOTHSEX,1.5
2018,Sweden,<1M,,BOTHSEX,1.5
2019,Sweden,<1M,,BOTHSEX,1.4
2020,Sweden,<1M,,BOTHSEX,1.4
2021,Sweden,<1M,,BOTHSEX,1.4
2000,Switzerland,<1M,,BOTHSEX,3.5
2001,Switzerland,<1M,,BOTHSEX,3.5
2002,Switzerland,<1M,,BOTHSEX,3.4
2003,Switzerland,<1M,,BOTHSEX,3.4
2004,Switzerland,<1M,,BOTHSEX,3.3
2005,Switzerland,<1M,,BOTHSEX,3.3
2006,Switzerland,<1M,,BOTHSEX,3.3
2007,Switzerland,<1M,,BOTHSEX,3.2
2008,Switzerland,<1M,,BOTHSEX,3.2
2009,Switzerland,<1M,,BOTHSEX,3.2
2010,Switzerland,<1M,,BOTHSEX,3.2
2011,Switzerland,<1M,,BOTHSEX,3.1
2012,Switzerland,<1M,,BOTHSEX,3.1
2013,Switzerland,<1M,,BOTHSEX,3
2014,Switzerland,<1M,,BOTHSEX,3
2015,Switzerland,<1M,,BOTHSEX,3
2016,Switzerland,<1M,,BOTHSEX,2.9
2017,Switzerland,<1M,,BOTHSEX,2.9
2018,Switzerland,<1M,,BOTHSEX,2.8
2019,Switzerland,<1M,,BOTHSEX,2.8
2020,Switzerland,<1M,,BOTHSEX,2.7
2021,Switzerland,<1M,,BOTHSEX,2.7
2000,Tajikistan,<1M,,BOTHSEX,28.4
2001,Tajikistan,<1M,,BOTHSEX,27.2
2002,Tajikistan,<1M,,BOTHSEX,26
2003,Tajikistan,<1M,,BOTHSEX,24.8
2004,Tajikistan,<1M,,BOTHSEX,23.9
2005,Tajikistan,<1M,,BOTHSEX,23.1
2006,Tajikistan,<1M,,BOTHSEX,22.5
2007,Tajikistan,<1M,,BOTHSEX,22
2008,Tajikistan,<1M,,BOTHSEX,21.5
2009,Tajikistan,<1M,,BOTHSEX,20.9
2010,Tajikistan,<1M,,BOTHSEX,20.1
2011,Tajikistan,<1M,,BOTHSEX,19.2
2012,Tajikistan,<1M,,BOTHSEX,18.3
2013,Tajikistan,<1M,,BOTHSEX,17.5
2014,Tajikistan,<1M,,BOTHSEX,16.8
2015,Tajikistan,<1M,,BOTHSEX,16.3
2016,Tajikistan,<1M,,BOTHSEX,15.8
2017,Tajikistan,<1M,,BOTHSEX,15.3
2018,Tajikistan,<1M,,BOTHSEX,14.9
2019,Tajikistan,<1M,,BOTHSEX,14.4
2020,Tajikistan,<1M,,BOTHSEX,14
2021,Tajikistan,<1M,,BOTHSEX,13.6
2016,Iceland,<1M,,BOTHSEX,1.4
2017,Iceland,<1M,,BOTHSEX,1.4
2018,Iceland,<1M,,BOTHSEX,1.4
2019,Iceland,<1M,,BOTHSEX,1.4
2020,Iceland,<1M,,BOTHSEX,1.4
2021,Iceland,<1M,,BOTHSEX,1.4
2000,Ireland,<1M,,BOTHSEX,4
2001,Ireland,<1M,,BOTHSEX,3.9
2002,Ireland,<1M,,BOTHSEX,3.7
2003,Ireland,<1M,,BOTHSEX,3.5
2004,Ireland,<1M,,BOTHSEX,3.3
2005,Ireland,<1M,,BOTHSEX,3
2006,Ireland,<1M,,BOTHSEX,2.8
2007,Ireland,<1M,,BOTHSEX,2.6
2008,Ireland,<1M,,BOTHSEX,2.5
2009,Ireland,<1M,,BOTHSEX,2.5
2010,Ireland,<1M,,BOTHSEX,2.5
2011,Ireland,<1M,,BOTHSEX,2.5
2012,Ireland,<1M,,BOTHSEX,2.5
2013,Ireland,<1M,,BOTHSEX,2.5
2014,Ireland,<1M,,BOTHSEX,2.5
2015,Ireland,<1M,,BOTHSEX,2.4
2000,Türkiye,<1M,,BOTHSEX,18.8
2001,Türkiye,<1M,,BOTHSEX,17.6
2002,Türkiye,<1M,,BOTHSEX,16.4
2003,Türkiye,<1M,,BOTHSEX,15.2
2004,Türkiye,<1M,,BOTHSEX,14.2
2005,Türkiye,<1M,,BOTHSEX,13.2
2006,Türkiye,<1M,,BOTHSEX,12.3
2007,Türkiye,<1M,,BOTHSEX,11.4
2008,Türkiye,<1M,,BOTHSEX,10.6
2009,Türkiye,<1M,,BOTHSEX,9.8
2010,Türkiye,<1M,,BOTHSEX,9.1
2011,Türkiye,<1M,,BOTHSEX,8.5
2012,Türkiye,<1M,,BOTHSEX,8
2013,Türkiye,<1M,,BOTHSEX,7.4
2014,Türkiye,<1M,,BOTHSEX,7
2015,Türkiye,<1M,,BOTHSEX,6.6
2016,Türkiye,<1M,,BOTHSEX,6.2
2017,Türkiye,<1M,,BOTHSEX,5.9
2018,Türkiye,<1M,,BOTHSEX,5.6
2019,Türkiye,<1M,,BOTHSEX,5.3
2020,Türkiye,<1M,,BOTHSEX,5
2016,Ireland,<1M,,BOTHSEX,2.3
2017,Ireland,<1M,,BOTHSEX,2.3
2018,Ireland,<1M,,BOTHSEX,2.2
2019,Ireland,<1M,,BOTHSEX,2.2
2020,Ireland,<1M,,BOTHSEX,2.1
2021,Ireland,<1M,,BOTHSEX,2.1
2000,Italy,<1M,,BOTHSEX,3.5
2001,Italy,<1M,,BOTHSEX,3.3
2002,Italy,<1M,,BOTHSEX,3.1
2003,Italy,<1M,,BOTHSEX,2.9
2004,Italy,<1M,,BOTHSEX,2.8
2021,Türkiye,<1M,,BOTHSEX,4.7
2000,Turkmenistan,<1M,,BOTHSEX,30
2001,Turkmenistan,<1M,,BOTHSEX,29.4
2002,Turkmenistan,<1M,,BOTHSEX,28.6
2003,Turkmenistan,<1M,,BOTHSEX,27.8
2004,Turkmenistan,<1M,,BOTHSEX,26.9
2005,Turkmenistan,<1M,,BOTHSEX,25.9
2006,Turkmenistan,<1M,,BOTHSEX,25.1
2007,Turkmenistan,<1M,,BOTHSEX,24.3
2008,Turkmenistan,<1M,,BOTHSEX,23.8
2005,Italy,<1M,,BOTHSEX,2.7
2006,Italy,<1M,,BOTHSEX,2.6
2007,Italy,<1M,,BOTHSEX,2.5
2008,Italy,<1M,,BOTHSEX,2.5
2009,Italy,<1M,,BOTHSEX,2.4
2010,Italy,<1M,,BOTHSEX,2.4
2011,Italy,<1M,,BOTHSEX,2.4
2012,Italy,<1M,,BOTHSEX,2.3
2013,Italy,<1M,,BOTHSEX,2.2
2014,Italy,<1M,,BOTHSEX,2.2
2015,Italy,<1M,,BOTHSEX,2.1
2009,Turkmenistan,<1M,,BOTHSEX,23.4
2010,Turkmenistan,<1M,,BOTHSEX,23.1
2011,Turkmenistan,<1M,,BOTHSEX,22.9
2012,Turkmenistan,<1M,,BOTHSEX,22.8
2013,Turkmenistan,<1M,,BOTHSEX,22.9
2014,Turkmenistan,<1M,,BOTHSEX,23.1
2015,Turkmenistan,<1M,,BOTHSEX,23.4
2016,Turkmenistan,<1M,,BOTHSEX,23.8
2017,Turkmenistan,<1M,,BOTHSEX,24
2018,Turkmenistan,<1M,,BOTHSEX,24.2
2016,Italy,<1M,,BOTHSEX,2.1
2017,Italy,<1M,,BOTHSEX,2
2018,Italy,<1M,,BOTHSEX,1.9
2019,Italy,<1M,,BOTHSEX,1.7
2020,Italy,<1M,,BOTHSEX,1.6
2021,Italy,<1M,,BOTHSEX,1.5
2000,Kazakhstan,<1M,,BOTHSEX,23.7
2001,Kazakhstan,<1M,,BOTHSEX,23
2002,Kazakhstan,<1M,,BOTHSEX,22.4
2003,Kazakhstan,<1M,,BOTHSEX,21.5
2004,Kazakhstan,<1M,,BOTHSEX,20.5
2005,Kazakhstan,<1M,,BOTHSEX,19.5
2006,Kazakhstan,<1M,,BOTHSEX,18.3
2007,Kazakhstan,<1M,,BOTHSEX,16.9
2008,Kazakhstan,<1M,,BOTHSEX,15.3
2009,Kazakhstan,<1M,,BOTHSEX,13.5
2010,Kazakhstan,<1M,,BOTHSEX,11.8
2011,Kazakhstan,<1M,,BOTHSEX,10.1
2012,Kazakhstan,<1M,,BOTHSEX,8.7
2013,Kazakhstan,<1M,,BOTHSEX,7.3
2014,Kazakhstan,<1M,,BOTHSEX,6.3
2019,Turkmenistan,<1M,,BOTHSEX,24.1
2020,Turkmenistan,<1M,,BOTHSEX,23.8
2021,Turkmenistan,<1M,,BOTHSEX,23.5
2000,Ukraine,<1M,,BOTHSEX,11
2001,Ukraine,<1M,,BOTHSEX,10.5
2002,Ukraine,<1M,,BOTHSEX,9.9
2003,Ukraine,<1M,,BOTHSEX,9.4
2004,Ukraine,<1M,,BOTHSEX,9
2005,Ukraine,<1M,,BOTHSEX,8.6
2006,Ukraine,<1M,,BOTHSEX,8.2
2007,Ukraine,<1M,,BOTHSEX,7.9
2008,Ukraine,<1M,,BOTHSEX,7.6
2009,Ukraine,<1M,,BOTHSEX,7.2
2010,Ukraine,<1M,,BOTHSEX,6.9
2011,Ukraine,<1M,,BOTHSEX,6.5
2012,Ukraine,<1M,,BOTHSEX,6.2
2013,Ukraine,<1M,,BOTHSEX,6
2014,Ukraine,<1M,,BOTHSEX,5.7
2015,Ukraine,<1M,,BOTHSEX,5.5
2016,Ukraine,<1M,,BOTHSEX,5.4
2017,Ukraine,<1M,,BOTHSEX,5.2
2018,Ukraine,<1M,,BOTHSEX,5.1
2019,Ukraine,<1M,,BOTHSEX,5
2020,Ukraine,<1M,,BOTHSEX,4.9
2021,Ukraine,<1M,,BOTHSEX,4.8
2000,North Macedonia,<1M,,BOTHSEX,9.4
2001,North Macedonia,<1M,,BOTHSEX,8.9
2002,North Macedonia,<1M,,BOTHSEX,8.8
2003,North Macedonia,<1M,,BOTHSEX,9
2004,North Macedonia,<1M,,BOTHSEX,9.1
2005,North Macedonia,<1M,,BOTHSEX,9
2006,North Macedonia,<1M,,BOTHSEX,8.6
2007,North Macedonia,<1M,,BOTHSEX,8.2
2008,North Macedonia,<1M,,BOTHSEX,7.8
2009,North Macedonia,<1M,,BOTHSEX,7.3
2010,North Macedonia,<1M,,BOTHSEX,6.9
2011,North Macedonia,<1M,,BOTHSEX,6.7
2012,North Macedonia,<1M,,BOTHSEX,6.8
2013,North Macedonia,<1M,,BOTHSEX,7.3
2014,North Macedonia,<1M,,BOTHSEX,7.9
2015,North Macedonia,<1M,,BOTHSEX,8.1
2016,North Macedonia,<1M,,BOTHSEX,7.8
2017,North Macedonia,<1M,,BOTHSEX,6.8
2018,North Macedonia,<1M,,BOTHSEX,5.5
2019,North Macedonia,<1M,,BOTHSEX,4.5
2020,North Macedonia,<1M,,BOTHSEX,3.9
2021,North Macedonia,<1M,,BOTHSEX,3.4
2000,Uzbekistan,<1M,,BOTHSEX,27.8
2001,Uzbekistan,<1M,,BOTHSEX,26.7
2002,Uzbekistan,<1M,,BOTHSEX,25.6
2003,Uzbekistan,<1M,,BOTHSEX,24.4
2004,Uzbekistan,<1M,,BOTHSEX,23.2
2005,Uzbekistan,<1M,,BOTHSEX,21.9
2006,Uzbekistan,<1M,,BOTHSEX,20.7
2007,Uzbekistan,<1M,,BOTHSEX,19.4
2008,Uzbekistan,<1M,,BOTHSEX,17.8
2009,Uzbekistan,<1M,,BOTHSEX,16.3
2010,Uzbekistan,<1M,,BOTHSEX,14.9
2011,Uzbekistan,<1M,,BOTHSEX,13.8
2012,Uzbekistan,<1M,,BOTHSEX,12.8
2013,Uzbekistan,<1M,,BOTHSEX,11.8
2014,Uzbekistan,<1M,,BOTHSEX,11.1
2015,Uzbekistan,<1M,,BOTHSEX,10.4
2016,Uzbekistan,<1M,,BOTHSEX,9.8
2017,Uzbekistan,<1M,,BOTHSEX,9.3
2018,Uzbekistan,<1M,,BOTHSEX,8.8
2019,Uzbekistan,<1M,,BOTHSEX,8.4
2020,Uzbekistan,<1M,,BOTHSEX,8
2021,Uzbekistan,<1M,,BOTHSEX,7.7
2015,Kazakhstan,<1M,,BOTHSEX,5.5
2016,Kazakhstan,<1M,,BOTHSEX,5
2017,Kazakhstan,<1M,,BOTHSEX,4.8
2018,Kazakhstan,<1M,,BOTHSEX,4.7
2019,Kazakhstan,<1M,,BOTHSEX,4.7
2020,Kazakhstan,<1M,,BOTHSEX,4.8
2021,Kazakhstan,<1M,,BOTHSEX,5
2021,Kazakhstan,<1M,,BOTHSEX,5
