Year,GeoAreaName,Bioclimatic belt,Value
2005,Italy,TOTAL,151284.18
2005,Italy,MONTANE,129844.62
2005,Italy,REMAIN_MOUNT,13059.09
2005,Italy,NIVAL,4023.9
2005,Italy,ALPINE,4356.57
2010,Italy,TOTAL,151284.18
2010,Italy,MONTANE,129844.62
2010,Italy,REMAIN_MOUNT,13059.09
2010,Italy,NIVAL,4023.9
2010,Italy,ALPINE,4356.57
2015,Italy,NIVAL,4023.9
2015,Italy,REMAIN_MOUNT,13059.09
2015,Italy,TOTAL,151284.18
2015,Italy,MONTANE,129844.62
2015,Italy,ALPINE,4356.57
2018,Italy,MONTANE,129844.62
2018,Italy,TOTAL,151284.18
2000,Serbia,ALPINE,83.23
2000,Serbia,MONTANE,44211.6
2000,Serbia,TOTAL,44294.83
2000,Serbia,NIVAL,NaN
2000,Serbia,REMAIN_MOUNT,NaN
2005,Serbia,NIVAL,NaN
2005,Serbia,REMAIN_MOUNT,NaN
2005,Serbia,ALPINE,83.23
2005,Serbia,MONTANE,44211.6
2005,Serbia,TOTAL,44294.83
2010,Serbia,ALPINE,83.23
2010,Serbia,TOTAL,44294.83
2018,Italy,ALPINE,4356.57
2018,Italy,REMAIN_MOUNT,13059.09
2018,Italy,NIVAL,4023.9
2000,Kazakhstan,NIVAL,840.33
2000,Kazakhstan,ALPINE,9143.69
2000,Kazakhstan,REMAIN_MOUNT,36835.69
2000,Kazakhstan,MONTANE,142975.32
2000,Kazakhstan,TOTAL,189795.03
2005,Kazakhstan,TOTAL,189795.03
2005,Kazakhstan,ALPINE,9143.69
2005,Kazakhstan,MONTANE,142975.32
2005,Kazakhstan,NIVAL,840.33
2010,Serbia,MONTANE,44211.6
2010,Serbia,NIVAL,NaN
2010,Serbia,REMAIN_MOUNT,NaN
2015,Serbia,NIVAL,NaN
2015,Serbia,REMAIN_MOUNT,NaN
2015,Serbia,MONTANE,44211.6
2015,Serbia,ALPINE,83.23
2015,Serbia,TOTAL,44294.83
2018,Serbia,ALPINE,83.23
2018,Serbia,TOTAL,44294.83
2018,Serbia,MONTANE,44211.6
2018,Serbia,NIVAL,NaN
2018,Serbia,REMAIN_MOUNT,NaN
2005,Kazakhstan,REMAIN_MOUNT,36835.69
2010,Kazakhstan,ALPINE,9143.69
2010,Kazakhstan,TOTAL,189795.03
2010,Kazakhstan,REMAIN_MOUNT,36835.69
2010,Kazakhstan,NIVAL,840.33
2010,Kazakhstan,MONTANE,142975.32
2015,Kazakhstan,ALPINE,9143.69
2015,Kazakhstan,REMAIN_MOUNT,36835.69
2015,Kazakhstan,TOTAL,189795.03
2015,Kazakhstan,MONTANE,142975.32
2015,Kazakhstan,NIVAL,840.33
2018,Kazakhstan,NIVAL,840.33
2000,Slovakia,REMAIN_MOUNT,NaN
2000,Slovakia,TOTAL,27262.23
2000,Slovakia,MONTANE,27001.39
2000,Slovakia,ALPINE,221.53
2000,Slovakia,NIVAL,39.31
2005,Slovakia,TOTAL,27262.23
2005,Slovakia,ALPINE,221.53
2005,Slovakia,NIVAL,39.31
2005,Slovakia,MONTANE,27001.39
2005,Slovakia,REMAIN_MOUNT,NaN
2010,Slovakia,REMAIN_MOUNT,NaN
2010,Slovakia,MONTANE,27001.39
2018,Kazakhstan,TOTAL,189795.03
2018,Kazakhstan,ALPINE,9143.69
2018,Kazakhstan,REMAIN_MOUNT,36835.69
2018,Kazakhstan,MONTANE,142975.32
2000,Kyrgyzstan,MONTANE,126189.71
2000,Kyrgyzstan,ALPINE,32721.52
2000,Kyrgyzstan,NIVAL,5974.52
2000,Kyrgyzstan,REMAIN_MOUNT,16379.14
2000,Kyrgyzstan,TOTAL,181264.89
2005,Kyrgyzstan,TOTAL,181264.89
2005,Kyrgyzstan,NIVAL,5974.52
2005,Kyrgyzstan,ALPINE,32721.52
2005,Kyrgyzstan,MONTANE,126189.71
2005,Kyrgyzstan,REMAIN_MOUNT,16379.14
2010,Kyrgyzstan,REMAIN_MOUNT,16379.14
2010,Kyrgyzstan,MONTANE,126189.71
2010,Kyrgyzstan,ALPINE,32721.52
2010,Kyrgyzstan,NIVAL,5974.52
2010,Kyrgyzstan,TOTAL,181264.89
2015,Kyrgyzstan,TOTAL,181264.89
2015,Kyrgyzstan,NIVAL,5974.52
2015,Kyrgyzstan,REMAIN_MOUNT,16379.14
2015,Kyrgyzstan,ALPINE,32721.52
2015,Kyrgyzstan,MONTANE,126189.71
2010,Slovakia,TOTAL,27262.23
2010,Slovakia,NIVAL,39.31
2010,Slovakia,ALPINE,221.53
2015,Slovakia,NIVAL,39.31
2015,Slovakia,ALPINE,221.53
2015,Slovakia,MONTANE,27001.39
2015,Slovakia,TOTAL,27262.23
2015,Slovakia,REMAIN_MOUNT,NaN
2018,Slovakia,REMAIN_MOUNT,NaN
2018,Slovakia,NIVAL,39.31
2018,Slovakia,ALPINE,221.53
2018,Slovakia,MONTANE,27001.39
2018,Kyrgyzstan,MONTANE,126189.71
2018,Kyrgyzstan,REMAIN_MOUNT,16379.14
2018,Kyrgyzstan,ALPINE,32721.52
2018,Kyrgyzstan,NIVAL,5974.52
2018,Kyrgyzstan,TOTAL,181264.89
2000,Latvia,NIVAL,NaN
2000,Latvia,TOTAL,NaN
2000,Latvia,REMAIN_MOUNT,NaN
2000,Latvia,ALPINE,NaN
2000,Latvia,MONTANE,NaN
2005,Latvia,TOTAL,NaN
2005,Latvia,NIVAL,NaN
2005,Latvia,MONTANE,NaN
2005,Latvia,REMAIN_MOUNT,NaN
2005,Latvia,ALPINE,NaN
2010,Latvia,MONTANE,NaN
2010,Latvia,TOTAL,NaN
2010,Latvia,ALPINE,NaN
2010,Latvia,REMAIN_MOUNT,NaN
2010,Latvia,NIVAL,NaN
2015,Latvia,TOTAL,NaN
2015,Latvia,NIVAL,NaN
2015,Latvia,REMAIN_MOUNT,NaN
2015,Latvia,MONTANE,NaN
2015,Latvia,ALPINE,NaN
2018,Latvia,MONTANE,NaN
2018,Latvia,TOTAL,NaN
2018,Slovakia,TOTAL,27262.23
2000,Slovenia,MONTANE,14097.44
2000,Slovenia,ALPINE,59.34
2000,Slovenia,TOTAL,14156.77
2000,Slovenia,NIVAL,NaN
2000,Slovenia,REMAIN_MOUNT,NaN
2005,Slovenia,REMAIN_MOUNT,NaN
2005,Slovenia,NIVAL,NaN
2005,Slovenia,TOTAL,14156.77
2005,Slovenia,MONTANE,14097.44
2005,Slovenia,ALPINE,59.34
2010,Slovenia,ALPINE,59.34
2018,Latvia,NIVAL,NaN
2018,Latvia,REMAIN_MOUNT,NaN
2018,Latvia,ALPINE,NaN
2000,Liechtenstein,ALPINE,10.14
2000,Liechtenstein,TOTAL,159.97
2000,Liechtenstein,NIVAL,NaN
2000,Liechtenstein,REMAIN_MOUNT,NaN
2000,Liechtenstein,MONTANE,149.84
2005,Liechtenstein,ALPINE,10.14
2005,Liechtenstein,MONTANE,149.84
2005,Liechtenstein,TOTAL,159.97
2005,Liechtenstein,REMAIN_MOUNT,NaN
2005,Liechtenstein,NIVAL,NaN
2010,Liechtenstein,REMAIN_MOUNT,NaN
2010,Liechtenstein,NIVAL,NaN
2010,Liechtenstein,TOTAL,159.97
2010,Liechtenstein,MONTANE,149.84
2010,Liechtenstein,ALPINE,10.14
2015,Liechtenstein,ALPINE,10.14
2015,Liechtenstein,MONTANE,149.84
2015,Liechtenstein,TOTAL,159.97
2015,Liechtenstein,NIVAL,NaN
2015,Liechtenstein,REMAIN_MOUNT,NaN
2018,Liechtenstein,NIVAL,NaN
2018,Liechtenstein,REMAIN_MOUNT,NaN
2018,Liechtenstein,TOTAL,159.97
2018,Liechtenstein,MONTANE,149.84
2018,Liechtenstein,ALPINE,10.14
2000,Lithuania,REMAIN_MOUNT,NaN
2000,Lithuania,ALPINE,NaN
2000,Lithuania,MONTANE,NaN
2000,Lithuania,TOTAL,NaN
2000,Lithuania,NIVAL,NaN
2005,Lithuania,ALPINE,NaN
2005,Lithuania,MONTANE,NaN
2005,Lithuania,NIVAL,NaN
2005,Lithuania,TOTAL,NaN
2005,Lithuania,REMAIN_MOUNT,NaN
2010,Lithuania,NIVAL,NaN
2010,Lithuania,REMAIN_MOUNT,NaN
2010,Lithuania,ALPINE,NaN
2010,Lithuania,MONTANE,NaN
2010,Lithuania,TOTAL,NaN
2015,Lithuania,MONTANE,NaN
2015,Lithuania,REMAIN_MOUNT,NaN
2015,Lithuania,ALPINE,NaN
2015,Lithuania,TOTAL,NaN
2015,Lithuania,NIVAL,NaN
2018,Lithuania,TOTAL,NaN
2018,Lithuania,MONTANE,NaN
2018,Lithuania,NIVAL,NaN
2018,Lithuania,ALPINE,NaN
2018,Lithuania,REMAIN_MOUNT,NaN
2000,Luxembourg,REMAIN_MOUNT,NaN
2010,Slovenia,TOTAL,14156.77
2010,Slovenia,MONTANE,14097.44
2010,Slovenia,REMAIN_MOUNT,NaN
2010,Slovenia,NIVAL,NaN
2015,Slovenia,NIVAL,NaN
2015,Slovenia,REMAIN_MOUNT,NaN
2015,Slovenia,TOTAL,14156.77
2015,Slovenia,ALPINE,59.34
2015,Slovenia,MONTANE,14097.44
2018,Slovenia,TOTAL,14156.77
2018,Slovenia,MONTANE,14097.44
2018,Slovenia,ALPINE,59.34
2000,Luxembourg,ALPINE,NaN
2000,Luxembourg,NIVAL,NaN
2000,Luxembourg,MONTANE,49.16
2000,Luxembourg,TOTAL,49.16
2005,Luxembourg,TOTAL,49.16
2005,Luxembourg,MONTANE,49.16
2005,Luxembourg,NIVAL,NaN
2005,Luxembourg,REMAIN_MOUNT,NaN
2005,Luxembourg,ALPINE,NaN
2010,Luxembourg,ALPINE,NaN
2010,Luxembourg,REMAIN_MOUNT,NaN
2010,Luxembourg,NIVAL,NaN
2010,Luxembourg,TOTAL,49.16
2010,Luxembourg,MONTANE,49.16
2015,Luxembourg,TOTAL,49.16
2015,Luxembourg,MONTANE,49.16
2015,Luxembourg,ALPINE,NaN
2015,Luxembourg,NIVAL,NaN
2015,Luxembourg,REMAIN_MOUNT,NaN
2018,Luxembourg,NIVAL,NaN
2018,Luxembourg,ALPINE,NaN
2018,Luxembourg,REMAIN_MOUNT,NaN
2018,Luxembourg,TOTAL,49.16
2018,Luxembourg,MONTANE,49.16
2000,Malta,ALPINE,NaN
2000,Malta,TOTAL,NaN
2018,Slovenia,REMAIN_MOUNT,NaN
2018,Slovenia,NIVAL,NaN
2000,Spain,NIVAL,204.45
2000,Spain,ALPINE,881.64
2000,Spain,TOTAL,248746.42
2000,Spain,REMAIN_MOUNT,52723.06
2000,Spain,MONTANE,194937.26
2005,Spain,MONTANE,194937.26
2005,Spain,ALPINE,881.64
2005,Spain,NIVAL,204.45
2005,Spain,REMAIN_MOUNT,52723.06
2005,Spain,TOTAL,248746.42
2000,Malta,NIVAL,NaN
2000,Malta,REMAIN_MOUNT,NaN
2000,Malta,MONTANE,NaN
2005,Malta,MONTANE,NaN
2005,Malta,ALPINE,NaN
2005,Malta,REMAIN_MOUNT,NaN
2005,Malta,TOTAL,NaN
2005,Malta,NIVAL,NaN
2010,Malta,ALPINE,NaN
2010,Malta,REMAIN_MOUNT,NaN
2010,Malta,NIVAL,NaN
2010,Malta,MONTANE,NaN
2010,Malta,TOTAL,NaN
2015,Malta,ALPINE,NaN
2010,Spain,MONTANE,194937.26
2010,Spain,NIVAL,204.45
2010,Spain,ALPINE,881.64
2010,Spain,REMAIN_MOUNT,52723.06
2010,Spain,TOTAL,248746.42
2015,Spain,NIVAL,204.45
2015,Spain,REMAIN_MOUNT,52723.06
2015,Spain,MONTANE,194937.26
2015,Spain,ALPINE,881.64
2015,Spain,TOTAL,248746.42
2018,Spain,REMAIN_MOUNT,52723.06
2018,Spain,ALPINE,881.64
2018,Spain,NIVAL,204.45
2018,Spain,TOTAL,248746.42
2018,Spain,MONTANE,194937.26
2000,Sweden,TOTAL,69093.75
2000,Sweden,NIVAL,1623.69
2000,Sweden,MONTANE,44584.07
2000,Sweden,ALPINE,22885.99
2000,Sweden,REMAIN_MOUNT,NaN
2005,Sweden,REMAIN_MOUNT,NaN
2005,Sweden,ALPINE,22885.99
2005,Sweden,MONTANE,44584.07
2005,Sweden,NIVAL,1623.69
2005,Sweden,TOTAL,69093.75
2010,Sweden,TOTAL,69093.75
2010,Sweden,ALPINE,22885.99
2010,Sweden,MONTANE,44584.07
2010,Sweden,NIVAL,1623.69
2010,Sweden,REMAIN_MOUNT,NaN
2015,Sweden,REMAIN_MOUNT,NaN
2015,Sweden,MONTANE,44584.07
2015,Sweden,NIVAL,1623.69
2015,Sweden,TOTAL,69093.75
2015,Sweden,ALPINE,22885.99
2018,Sweden,TOTAL,69093.75
2018,Sweden,ALPINE,22885.99
2018,Sweden,MONTANE,44584.07
2018,Sweden,NIVAL,1623.69
2018,Sweden,REMAIN_MOUNT,NaN
2000,Switzerland,ALPINE,3807.4
2000,Switzerland,NIVAL,6795.75
2000,Switzerland,TOTAL,36672.41
2000,Switzerland,MONTANE,26069.26
2000,Switzerland,REMAIN_MOUNT,NaN
2005,Switzerland,ALPINE,3807.4
2005,Switzerland,TOTAL,36672.41
2005,Switzerland,MONTANE,26069.26
2005,Switzerland,NIVAL,6795.75
2005,Switzerland,REMAIN_MOUNT,NaN
2010,Switzerland,REMAIN_MOUNT,NaN
2010,Switzerland,ALPINE,3807.4
2010,Switzerland,MONTANE,26069.26
2010,Switzerland,TOTAL,36672.41
2010,Switzerland,NIVAL,6795.75
2015,Switzerland,ALPINE,3807.4
2015,Switzerland,TOTAL,36672.41
2015,Switzerland,NIVAL,6795.75
2015,Switzerland,MONTANE,26069.26
2015,Switzerland,REMAIN_MOUNT,NaN
2018,Switzerland,REMAIN_MOUNT,NaN
2018,Switzerland,MONTANE,26069.26
2018,Switzerland,NIVAL,6795.75
2018,Switzerland,ALPINE,3807.4
2018,Switzerland,TOTAL,36672.41
2000,Tajikistan,REMAIN_MOUNT,15782.34
2000,Tajikistan,MONTANE,65429.79
2000,Tajikistan,ALPINE,26079.16
2000,Tajikistan,TOTAL,133208.39
2000,Tajikistan,NIVAL,25917.1
2005,Tajikistan,ALPINE,26079.16
2005,Tajikistan,MONTANE,65429.79
2005,Tajikistan,REMAIN_MOUNT,15782.34
2005,Tajikistan,NIVAL,25917.1
2005,Tajikistan,TOTAL,133208.39
2010,Tajikistan,MONTANE,65429.79
2010,Tajikistan,REMAIN_MOUNT,15782.34
2010,Tajikistan,NIVAL,25917.1
2010,Tajikistan,ALPINE,26079.16
2010,Tajikistan,TOTAL,133208.39
2015,Tajikistan,NIVAL,25917.1
2015,Tajikistan,ALPINE,26079.16
2015,Tajikistan,TOTAL,133208.39
2015,Tajikistan,MONTANE,65429.79
2015,Tajikistan,REMAIN_MOUNT,15782.34
2018,Tajikistan,NIVAL,25917.1
2018,Tajikistan,TOTAL,133208.39
2018,Tajikistan,ALPINE,26079.16
2018,Tajikistan,MONTANE,65429.79
2018,Tajikistan,REMAIN_MOUNT,15782.34
2000,Türkiye,TOTAL,550354.68
2000,Türkiye,REMAIN_MOUNT,87180.3
2000,Türkiye,MONTANE,462843.5
2000,Türkiye,ALPINE,314.35
2000,Türkiye,NIVAL,16.53
2005,Türkiye,ALPINE,314.35
2005,Türkiye,MONTANE,462843.5
2005,Türkiye,TOTAL,550354.68
2005,Türkiye,NIVAL,16.53
2005,Türkiye,REMAIN_MOUNT,87180.3
2010,Türkiye,TOTAL,550354.68
2010,Türkiye,ALPINE,314.35
2010,Türkiye,REMAIN_MOUNT,87180.3
2010,Türkiye,MONTANE,462843.5
2010,Türkiye,NIVAL,16.53
2015,Türkiye,TOTAL,550354.68
2015,Türkiye,NIVAL,16.53
2015,Türkiye,ALPINE,314.35
2015,Türkiye,MONTANE,462843.5
2015,Türkiye,REMAIN_MOUNT,87180.3
2018,Türkiye,TOTAL,550354.68
2018,Türkiye,MONTANE,462843.5
2018,Türkiye,NIVAL,16.53
2018,Türkiye,ALPINE,314.35
2018,Türkiye,REMAIN_MOUNT,87180.3
2000,Turkmenistan,MONTANE,6037.7
2000,Turkmenistan,TOTAL,22204.19
2000,Turkmenistan,REMAIN_MOUNT,16166.49
2000,Turkmenistan,NIVAL,NaN
2000,Turkmenistan,ALPINE,NaN
2005,Turkmenistan,NIVAL,NaN
2005,Turkmenistan,ALPINE,NaN
2005,Turkmenistan,REMAIN_MOUNT,16166.49
2005,Turkmenistan,MONTANE,6037.7
2005,Turkmenistan,TOTAL,22204.19
2010,Turkmenistan,TOTAL,22204.19
2010,Turkmenistan,MONTANE,6037.7
2010,Turkmenistan,REMAIN_MOUNT,16166.49
2010,Turkmenistan,ALPINE,NaN
2010,Turkmenistan,NIVAL,NaN
2015,Turkmenistan,NIVAL,NaN
2015,Turkmenistan,ALPINE,NaN
2015,Turkmenistan,MONTANE,6037.7
2015,Turkmenistan,TOTAL,22204.19
2015,Turkmenistan,REMAIN_MOUNT,16166.49
2018,Turkmenistan,REMAIN_MOUNT,16166.49
2018,Turkmenistan,MONTANE,6037.7
2018,Turkmenistan,TOTAL,22204.19
2018,Turkmenistan,ALPINE,NaN
2018,Turkmenistan,NIVAL,NaN
2000,Ukraine,REMAIN_MOUNT,NaN
2000,Ukraine,ALPINE,NaN
2000,Ukraine,NIVAL,NaN
2000,Ukraine,MONTANE,22548.44
2000,Ukraine,TOTAL,22548.44
2005,Ukraine,TOTAL,22548.44
2005,Ukraine,MONTANE,22548.44
2005,Ukraine,ALPINE,NaN
2005,Ukraine,REMAIN_MOUNT,NaN
2005,Ukraine,NIVAL,NaN
2010,Ukraine,REMAIN_MOUNT,NaN
2010,Ukraine,ALPINE,NaN
2010,Ukraine,NIVAL,NaN
2010,Ukraine,MONTANE,22548.44
2010,Ukraine,TOTAL,22548.44
2015,Ukraine,MONTANE,22548.44
2015,Ukraine,TOTAL,22548.44
2015,Ukraine,ALPINE,NaN
2015,Ukraine,REMAIN_MOUNT,NaN
2015,Ukraine,NIVAL,NaN
2018,Ukraine,ALPINE,NaN
2018,Ukraine,REMAIN_MOUNT,NaN
2018,Ukraine,NIVAL,NaN
2018,Ukraine,TOTAL,22548.44
2018,Ukraine,MONTANE,22548.44
2000,North Macedonia,ALPINE,43.7
2000,North Macedonia,NIVAL,NaN
2000,North Macedonia,REMAIN_MOUNT,NaN
2000,North Macedonia,TOTAL,21891.12
2000,North Macedonia,MONTANE,21847.41
2005,North Macedonia,MONTANE,21847.41
2005,North Macedonia,ALPINE,43.7
2005,North Macedonia,REMAIN_MOUNT,NaN
2005,North Macedonia,NIVAL,NaN
2005,North Macedonia,TOTAL,21891.12
2010,North Macedonia,REMAIN_MOUNT,NaN
2010,North Macedonia,NIVAL,NaN
2010,North Macedonia,MONTANE,21847.41
2010,North Macedonia,ALPINE,43.7
2010,North Macedonia,TOTAL,21891.12
2015,North Macedonia,MONTANE,21847.41
2015,North Macedonia,TOTAL,21891.12
2015,North Macedonia,NIVAL,NaN
2015,North Macedonia,ALPINE,43.7
2015,North Macedonia,REMAIN_MOUNT,NaN
2018,North Macedonia,NIVAL,NaN
2018,North Macedonia,REMAIN_MOUNT,NaN
2018,North Macedonia,TOTAL,21891.12
2018,North Macedonia,ALPINE,43.7
2018,North Macedonia,MONTANE,21847.41
2000,Uzbekistan,ALPINE,2149.73
2000,Uzbekistan,MONTANE,37890.14
2000,Uzbekistan,REMAIN_MOUNT,15783.42
2000,Uzbekistan,TOTAL,56618.89
2000,Uzbekistan,NIVAL,795.59
2005,Uzbekistan,REMAIN_MOUNT,15783.42
2005,Uzbekistan,MONTANE,37890.14
2005,Uzbekistan,ALPINE,2149.73
2005,Uzbekistan,NIVAL,795.59
2005,Uzbekistan,TOTAL,56618.89
2010,Uzbekistan,TOTAL,56618.89
2010,Uzbekistan,MONTANE,37890.14
2010,Uzbekistan,REMAIN_MOUNT,15783.42
2010,Uzbekistan,NIVAL,795.59
2010,Uzbekistan,ALPINE,2149.73
2015,Uzbekistan,ALPINE,2149.73
2015,Uzbekistan,REMAIN_MOUNT,15783.42
2018,Belarus,REMAIN_MOUNT,NaN
2015,Malta,NIVAL,NaN
2015,Malta,MONTANE,NaN
2015,Malta,TOTAL,NaN
2015,Malta,REMAIN_MOUNT,NaN
2018,Malta,TOTAL,NaN
2018,Malta,MONTANE,NaN
2018,Malta,REMAIN_MOUNT,NaN
2018,Malta,ALPINE,NaN
2018,Malta,NIVAL,NaN
2015,Uzbekistan,TOTAL,56618.89
2015,Uzbekistan,MONTANE,37890.14
2015,Uzbekistan,NIVAL,795.59
2018,Uzbekistan,NIVAL,795.59
2018,Uzbekistan,ALPINE,2149.73
2018,Uzbekistan,MONTANE,37890.14
2018,Uzbekistan,TOTAL,56618.89
2018,Uzbekistan,REMAIN_MOUNT,15783.42
2018,Uzbekistan,REMAIN_MOUNT,15783.42
