Year,GeoAreaName,Education level,Location,Quantile,Sex,Value
2011,Kazakhstan,PRIMAR,RURAL,_T,BOTHSEX,0
2011,Kazakhstan,UPPSEC,RURAL,_T,FEMALE,0
2011,Kazakhstan,LOWSEC,URBAN,_T,FEMALE,0.96611
2011,Kazakhstan,PRIMAR,URBAN,_T,BOTHSEX,0.9744
2011,Kazakhstan,LOWSEC,URBAN,_T,BOTHSEX,0.95818
2011,Kazakhstan,PRIMAR,ALLAREA,_T,BOTHSEX,0.99359
2007,Ukraine,LOWSEC,RURAL,_T,BOTHSEX,0
2007,Ukraine,PRIMAR,URBAN,_T,BOTHSEX,1
2007,Ukraine,UPPSEC,ALLAREA,_T,FEMALE,0.83081
2007,Ukraine,UPPSEC,RURAL,_T,FEMALE,0
2007,Ukraine,UPPSEC,RURAL,_T,MALE,0
2007,Ukraine,PRIMAR,RURAL,_T,MALE,0
2007,Ukraine,PRIMAR,ALLAREA,_T,FEMALE,0.99348
2007,Ukraine,UPPSEC,ALLAREA,_T,BOTHSEX,0.76346
2014,Serbia,UPPSEC,ALLAREA,_T,FEMALE,0.49214
2014,Serbia,PRIMAR,RURAL,_T,BOTHSEX,0.95887
2014,Serbia,LOWSEC,URBAN,_T,FEMALE,0
2014,Serbia,PRIMAR,URBAN,_T,BOTHSEX,0.96305
2014,Serbia,LOWSEC,RURAL,_T,BOTHSEX,0
2014,Serbia,LOWSEC,URBAN,_T,BOTHSEX,0.82873
2014,Serbia,LOWSEC,RURAL,_T,MALE,0
2014,Serbia,LOWSEC,URBAN,_T,MALE,0
2011,Kazakhstan,UPPSEC,RURAL,_T,MALE,0
2011,Kazakhstan,UPPSEC,URBAN,_T,FEMALE,0.88195
2011,Kazakhstan,PRIMAR,ALLAREA,_T,FEMALE,1
2011,Kazakhstan,LOWSEC,ALLAREA,_T,FEMALE,0.9913
2011,Kazakhstan,LOWSEC,ALLAREA,_T,BOTHSEX,0.98386
2011,Kazakhstan,LOWSEC,RURAL,_T,MALE,0
2011,Kazakhstan,PRIMAR,URBAN,_T,FEMALE,1
2011,Kazakhstan,LOWSEC,RURAL,_T,FEMALE,0
2014,Serbia,PRIMAR,ALLAREA,_T,MALE,0.95327
2014,Serbia,LOWSEC,ALLAREA,_T,FEMALE,0.86015
2014,Serbia,PRIMAR,ALLAREA,_T,BOTHSEX,0.96018
2014,Serbia,PRIMAR,RURAL,_T,MALE,0
2014,Serbia,PRIMAR,RURAL,_T,FEMALE,0
2014,Serbia,UPPSEC,URBAN,_T,FEMALE,0.34459
2014,Serbia,UPPSEC,RURAL,_T,MALE,0
2014,Serbia,UPPSEC,RURAL,_T,FEMALE,0
2007,Ukraine,PRIMAR,URBAN,_T,MALE,0
2007,Ukraine,LOWSEC,URBAN,_T,BOTHSEX,0.95221
2007,Ukraine,LOWSEC,URBAN,_T,MALE,1
2007,Ukraine,LOWSEC,ALLAREA,_T,BOTHSEX,0.95713
2007,Ukraine,LOWSEC,RURAL,_T,FEMALE,0
2007,Ukraine,LOWSEC,URBAN,_T,FEMALE,0
2007,Ukraine,PRIMAR,RURAL,_T,FEMALE,0
2007,Ukraine,UPPSEC,RURAL,_T,BOTHSEX,0
2012,Bosnia and Herzegovina,PRIMAR,URBAN,_T,FEMALE,0
2012,Bosnia and Herzegovina,LOWSEC,URBAN,_T,MALE,0
2012,Bosnia and Herzegovina,UPPSEC,URBAN,_T,BOTHSEX,0
2012,Bosnia and Herzegovina,PRIMAR,RURAL,_T,FEMALE,0.99663
2012,Bosnia and Herzegovina,LOWSEC,ALLAREA,_T,FEMALE,0.86993
2012,Bosnia and Herzegovina,PRIMAR,ALLAREA,_T,FEMALE,0.99409
2012,Bosnia and Herzegovina,LOWSEC,URBAN,_T,BOTHSEX,0
2011,Kazakhstan,UPPSEC,ALLAREA,_T,MALE,0.88402
2011,Kazakhstan,UPPSEC,ALLAREA,_T,FEMALE,0.91277
2015,Kazakhstan,PRIMAR,RURAL,_T,MALE,0
2015,Kazakhstan,PRIMAR,ALLAREA,_T,FEMALE,1
2015,Kazakhstan,UPPSEC,URBAN,_T,FEMALE,0.94635
2015,Kazakhstan,UPPSEC,RURAL,_T,MALE,0
2015,Kazakhstan,PRIMAR,ALLAREA,_T,BOTHSEX,1.00378
2015,Kazakhstan,UPPSEC,RURAL,_T,BOTHSEX,0
2007,Ukraine,LOWSEC,ALLAREA,_T,MALE,0.96978
2007,Ukraine,UPPSEC,URBAN,_T,FEMALE,0
2012,Ukraine,LOWSEC,ALLAREA,_T,BOTHSEX,0.9917
2012,Ukraine,PRIMAR,ALLAREA,_T,BOTHSEX,0.999
2012,Ukraine,UPPSEC,ALLAREA,_T,BOTHSEX,0.85382
2013,Ukraine,LOWSEC,URBAN,_T,MALE,0
2013,Ukraine,LOWSEC,URBAN,_T,BOTHSEX,1
2013,Ukraine,PRIMAR,URBAN,_T,MALE,0
2015,Kazakhstan,UPPSEC,ALLAREA,_T,BOTHSEX,0.89653
2015,Kazakhstan,PRIMAR,URBAN,_T,BOTHSEX,1.00402
2015,Kazakhstan,LOWSEC,URBAN,_T,FEMALE,1
2015,Kazakhstan,UPPSEC,RURAL,_T,FEMALE,0
2015,Kazakhstan,PRIMAR,RURAL,_T,BOTHSEX,0
2015,Kazakhstan,UPPSEC,ALLAREA,_T,FEMALE,0.89797
2015,Kazakhstan,UPPSEC,ALLAREA,_T,MALE,0.89635
2015,Kazakhstan,LOWSEC,ALLAREA,_T,MALE,0.99843
2013,Ukraine,LOWSEC,RURAL,_T,MALE,0
2013,Ukraine,UPPSEC,URBAN,_T,BOTHSEX,0.8965
2013,Ukraine,LOWSEC,ALLAREA,_T,BOTHSEX,0.9917
2013,Ukraine,UPPSEC,ALLAREA,_T,FEMALE,0.86713
2013,Ukraine,PRIMAR,URBAN,_T,BOTHSEX,1
2013,Ukraine,LOWSEC,RURAL,_T,BOTHSEX,0
2013,Ukraine,PRIMAR,ALLAREA,_T,FEMALE,0.99794
2013,Ukraine,PRIMAR,RURAL,_T,MALE,0
2014,Serbia,PRIMAR,URBAN,_T,MALE,0
2014,Serbia,LOWSEC,RURAL,_T,FEMALE,0
2014,Serbia,UPPSEC,ALLAREA,_T,MALE,0.48267
2014,Serbia,PRIMAR,URBAN,_T,FEMALE,0
2014,Serbia,LOWSEC,ALLAREA,_T,BOTHSEX,0.91366
2014,Serbia,UPPSEC,URBAN,_T,BOTHSEX,0.43137
2014,Serbia,UPPSEC,URBAN,_T,MALE,0
2014,Serbia,UPPSEC,ALLAREA,_T,BOTHSEX,0.48704
2013,Ukraine,UPPSEC,RURAL,_T,MALE,0
2013,Ukraine,UPPSEC,ALLAREA,_T,BOTHSEX,0.85382
2013,Ukraine,PRIMAR,ALLAREA,_T,BOTHSEX,0.99901
2013,Ukraine,PRIMAR,ALLAREA,_T,MALE,1
2013,Ukraine,UPPSEC,URBAN,_T,MALE,0
2013,Ukraine,LOWSEC,ALLAREA,_T,FEMALE,1
2013,Ukraine,LOWSEC,RURAL,_T,FEMALE,0
2013,Ukraine,UPPSEC,ALLAREA,_T,MALE,0.84163
2015,Kazakhstan,PRIMAR,RURAL,_T,FEMALE,0
2015,Kazakhstan,UPPSEC,URBAN,_T,MALE,0.84558
2015,Kazakhstan,PRIMAR,ALLAREA,_T,MALE,1.00689
2015,Kazakhstan,LOWSEC,ALLAREA,_T,FEMALE,0.98843
2015,Kazakhstan,UPPSEC,URBAN,_T,BOTHSEX,0.88661
2015,Kazakhstan,PRIMAR,URBAN,_T,MALE,1.00738
2015,Kazakhstan,LOWSEC,URBAN,_T,MALE,1.00164
2015,Kazakhstan,LOWSEC,RURAL,_T,BOTHSEX,0
2013,Ukraine,PRIMAR,RURAL,_T,BOTHSEX,0
2013,Ukraine,PRIMAR,URBAN,_T,FEMALE,0
2013,Ukraine,LOWSEC,URBAN,_T,FEMALE,0
2013,Ukraine,UPPSEC,RURAL,_T,FEMALE,0
2013,Ukraine,UPPSEC,URBAN,_T,FEMALE,0
2013,Ukraine,LOWSEC,ALLAREA,_T,MALE,0.98618
2013,Ukraine,UPPSEC,RURAL,_T,BOTHSEX,0
2012,Bosnia and Herzegovina,PRIMAR,URBAN,_T,BOTHSEX,0
2012,Bosnia and Herzegovina,PRIMAR,RURAL,_T,MALE,1
2012,Bosnia and Herzegovina,UPPSEC,URBAN,_T,FEMALE,0
2012,Bosnia and Herzegovina,UPPSEC,URBAN,_T,MALE,0
2012,Bosnia and Herzegovina,LOWSEC,ALLAREA,_T,BOTHSEX,0.90817
2012,Bosnia and Herzegovina,PRIMAR,URBAN,_T,MALE,0
2012,Bosnia and Herzegovina,LOWSEC,RURAL,_T,MALE,0
2015,Kazakhstan,LOWSEC,URBAN,_T,BOTHSEX,1.00088
2015,Kazakhstan,LOWSEC,RURAL,_T,FEMALE,0
2015,Kazakhstan,LOWSEC,RURAL,_T,MALE,0
2015,Kazakhstan,LOWSEC,ALLAREA,_T,BOTHSEX,0.99417
2015,Kazakhstan,PRIMAR,URBAN,_T,FEMALE,1
2006,Kyrgyzstan,LOWSEC,RURAL,_T,MALE,0
2006,Kyrgyzstan,PRIMAR,URBAN,_T,FEMALE,1.00553
2006,Kyrgyzstan,LOWSEC,ALLAREA,_T,BOTHSEX,0.99847
2013,Ukraine,PRIMAR,RURAL,_T,FEMALE,0
2005,North Macedonia,PRIMAR,ALLAREA,_T,BOTHSEX,0.92028
2005,North Macedonia,UPPSEC,ALLAREA,_T,BOTHSEX,0.16501
2005,North Macedonia,LOWSEC,ALLAREA,_T,BOTHSEX,0.84458
2011,North Macedonia,PRIMAR,URBAN,_T,MALE,0
2011,North Macedonia,LOWSEC,RURAL,_T,BOTHSEX,0
2011,North Macedonia,PRIMAR,URBAN,_T,BOTHSEX,0
2011,North Macedonia,UPPSEC,ALLAREA,_T,FEMALE,0.25033
2006,Kyrgyzstan,LOWSEC,URBAN,_T,FEMALE,1.00266
2006,Kyrgyzstan,PRIMAR,URBAN,_T,BOTHSEX,1.00538
2006,Kyrgyzstan,LOWSEC,RURAL,_T,BOTHSEX,0
2006,Kyrgyzstan,LOWSEC,URBAN,_T,BOTHSEX,1.00103
2006,Kyrgyzstan,UPPSEC,URBAN,_T,BOTHSEX,0.74556
2006,Kyrgyzstan,PRIMAR,URBAN,_T,MALE,1.00512
2006,Kyrgyzstan,LOWSEC,RURAL,_T,FEMALE,0
2006,Kyrgyzstan,UPPSEC,ALLAREA,_T,MALE,0.76276
2006,Kyrgyzstan,UPPSEC,ALLAREA,_T,FEMALE,0.81838
2006,Kyrgyzstan,UPPSEC,RURAL,_T,FEMALE,0
2006,Kyrgyzstan,PRIMAR,RURAL,_T,BOTHSEX,0
2006,Kyrgyzstan,LOWSEC,URBAN,_T,MALE,1.00706
2006,Kyrgyzstan,PRIMAR,ALLAREA,_T,BOTHSEX,1.00308
2006,Kyrgyzstan,UPPSEC,RURAL,_T,MALE,0
2006,Kyrgyzstan,UPPSEC,URBAN,_T,FEMALE,0.82224
2011,North Macedonia,LOWSEC,URBAN,_T,FEMALE,0
2011,North Macedonia,PRIMAR,RURAL,_T,BOTHSEX,0
2011,North Macedonia,UPPSEC,RURAL,_T,BOTHSEX,0
2011,North Macedonia,LOWSEC,ALLAREA,_T,BOTHSEX,0.93333
2011,North Macedonia,LOWSEC,RURAL,_T,FEMALE,0
2011,North Macedonia,PRIMAR,URBAN,_T,FEMALE,0
2011,North Macedonia,LOWSEC,RURAL,_T,MALE,0
2011,North Macedonia,LOWSEC,URBAN,_T,MALE,0
2011,North Macedonia,LOWSEC,URBAN,_T,BOTHSEX,0
2011,North Macedonia,UPPSEC,ALLAREA,_T,MALE,0.46386
2011,North Macedonia,PRIMAR,ALLAREA,_T,BOTHSEX,0.98255
2011,North Macedonia,UPPSEC,ALLAREA,_T,BOTHSEX,0.35531
2011,North Macedonia,PRIMAR,ALLAREA,_T,MALE,0.9939
2011,North Macedonia,UPPSEC,URBAN,_T,MALE,0
2011,North Macedonia,UPPSEC,RURAL,_T,FEMALE,0
2011,North Macedonia,PRIMAR,ALLAREA,_T,FEMALE,0.97115
2011,North Macedonia,PRIMAR,RURAL,_T,MALE,0
2011,North Macedonia,UPPSEC,RURAL,_T,MALE,0
2011,North Macedonia,LOWSEC,ALLAREA,_T,FEMALE,0.92749
2011,North Macedonia,UPPSEC,URBAN,_T,BOTHSEX,0
2011,North Macedonia,UPPSEC,URBAN,_T,FEMALE,0
2019,Serbia,UPPSEC,URBAN,_T,BOTHSEX,0
2019,Serbia,PRIMAR,ALLAREA,_T,MALE,1
2019,Serbia,PRIMAR,ALLAREA,_T,BOTHSEX,0.96886
2019,Serbia,LOWSEC,ALLAREA,_T,FEMALE,0.91927
2019,Serbia,LOWSEC,URBAN,_T,MALE,0
2019,Serbia,LOWSEC,RURAL,_T,MALE,0
2019,Serbia,LOWSEC,RURAL,_T,FEMALE,0
2019,Serbia,LOWSEC,RURAL,_T,BOTHSEX,0
2006,Kyrgyzstan,PRIMAR,RURAL,_T,FEMALE,0
2006,Kyrgyzstan,PRIMAR,RURAL,_T,MALE,0
2006,Kyrgyzstan,LOWSEC,ALLAREA,_T,MALE,1.01779
2006,Kyrgyzstan,UPPSEC,RURAL,_T,BOTHSEX,0
2006,Kyrgyzstan,LOWSEC,ALLAREA,_T,FEMALE,0.99188
2006,Kyrgyzstan,PRIMAR,ALLAREA,_T,FEMALE,1.00472
2006,Kyrgyzstan,UPPSEC,ALLAREA,_T,BOTHSEX,0.78438
2006,Kyrgyzstan,PRIMAR,ALLAREA,_T,MALE,1.00149
2006,Kyrgyzstan,UPPSEC,URBAN,_T,MALE,0.66447
2012,Kyrgyzstan,UPPSEC,URBAN,_T,FEMALE,0.91372
2012,Kyrgyzstan,PRIMAR,RURAL,_T,FEMALE,0
2012,Kyrgyzstan,UPPSEC,URBAN,_T,MALE,0
2012,Kyrgyzstan,PRIMAR,ALLAREA,_T,MALE,0.99818
2012,Kyrgyzstan,UPPSEC,ALLAREA,_T,BOTHSEX,0.94807
2012,Kyrgyzstan,PRIMAR,ALLAREA,_T,FEMALE,1.009
2019,Serbia,PRIMAR,URBAN,_T,BOTHSEX,0
2019,Serbia,LOWSEC,URBAN,_T,FEMALE,0
2019,Serbia,PRIMAR,RURAL,_T,BOTHSEX,0
2019,Serbia,UPPSEC,ALLAREA,_T,FEMALE,0.62144
2019,Serbia,PRIMAR,RURAL,_T,MALE,0
2019,Serbia,PRIMAR,ALLAREA,_T,FEMALE,0.92781
2019,Serbia,LOWSEC,ALLAREA,_T,MALE,0.94831
2019,Serbia,UPPSEC,ALLAREA,_T,BOTHSEX,0.64296
2019,Serbia,UPPSEC,URBAN,_T,MALE,0
2019,Serbia,PRIMAR,URBAN,_T,MALE,0
2019,Serbia,LOWSEC,URBAN,_T,BOTHSEX,0
2019,Serbia,LOWSEC,ALLAREA,_T,BOTHSEX,0.93305
2019,Serbia,PRIMAR,URBAN,_T,FEMALE,0
2019,Serbia,UPPSEC,ALLAREA,_T,MALE,0.64616
2019,Serbia,UPPSEC,RURAL,_T,BOTHSEX,0
2012,Kyrgyzstan,PRIMAR,URBAN,_T,MALE,0
2012,Kyrgyzstan,UPPSEC,URBAN,_T,BOTHSEX,0.91354
2012,Kyrgyzstan,LOWSEC,RURAL,_T,BOTHSEX,0
2012,Kyrgyzstan,LOWSEC,URBAN,_T,BOTHSEX,1.01328
2012,Kyrgyzstan,PRIMAR,URBAN,_T,BOTHSEX,1.0049
2012,Kyrgyzstan,LOWSEC,URBAN,_T,FEMALE,0
2012,Kyrgyzstan,LOWSEC,ALLAREA,_T,BOTHSEX,0.99466
2012,Kyrgyzstan,PRIMAR,URBAN,_T,FEMALE,1.009
2012,Kyrgyzstan,LOWSEC,RURAL,_T,MALE,0
2012,Kyrgyzstan,LOWSEC,ALLAREA,_T,MALE,0.99745
2012,Kyrgyzstan,PRIMAR,RURAL,_T,MALE,0
2012,Kyrgyzstan,LOWSEC,ALLAREA,_T,FEMALE,0.99109
2012,Kyrgyzstan,UPPSEC,RURAL,_T,BOTHSEX,0
2012,Kyrgyzstan,UPPSEC,RURAL,_T,MALE,0
2012,Kyrgyzstan,PRIMAR,ALLAREA,_T,BOTHSEX,1.00403
2012,Bosnia and Herzegovina,LOWSEC,RURAL,_T,BOTHSEX,0.92155
2012,Bosnia and Herzegovina,LOWSEC,URBAN,_T,FEMALE,0
2012,Bosnia and Herzegovina,UPPSEC,ALLAREA,_T,BOTHSEX,0.84739
2012,Bosnia and Herzegovina,PRIMAR,ALLAREA,_T,MALE,1
2012,Bosnia and Herzegovina,UPPSEC,RURAL,_T,BOTHSEX,0.81684
2012,Bosnia and Herzegovina,LOWSEC,ALLAREA,_T,MALE,0.95472
2012,Bosnia and Herzegovina,PRIMAR,RURAL,_T,BOTHSEX,0.99812
2012,Kyrgyzstan,LOWSEC,URBAN,_T,MALE,0
2012,Kyrgyzstan,PRIMAR,RURAL,_T,BOTHSEX,0
2012,Kyrgyzstan,UPPSEC,RURAL,_T,FEMALE,0
2012,Kyrgyzstan,UPPSEC,ALLAREA,_T,FEMALE,0.95308
2012,Kyrgyzstan,UPPSEC,ALLAREA,_T,MALE,0.94838
2012,Kyrgyzstan,LOWSEC,RURAL,_T,FEMALE,0
2014,Kyrgyzstan,LOWSEC,RURAL,_T,MALE,0
2014,Kyrgyzstan,PRIMAR,URBAN,_T,FEMALE,0
2014,Kyrgyzstan,LOWSEC,ALLAREA,_T,BOTHSEX,0.91728
2014,Kyrgyzstan,PRIMAR,URBAN,_T,BOTHSEX,0.95956
2014,Kyrgyzstan,LOWSEC,URBAN,_T,FEMALE,0
2014,Kyrgyzstan,LOWSEC,URBAN,_T,BOTHSEX,1
2014,Kyrgyzstan,LOWSEC,RURAL,_T,BOTHSEX,0
2014,Kyrgyzstan,UPPSEC,URBAN,_T,BOTHSEX,0.71801
2014,Kyrgyzstan,PRIMAR,URBAN,_T,MALE,0
2014,Kyrgyzstan,PRIMAR,ALLAREA,_T,FEMALE,0.99022
2014,Kyrgyzstan,UPPSEC,ALLAREA,_T,BOTHSEX,0.91049
2014,Kyrgyzstan,PRIMAR,ALLAREA,_T,MALE,0.97649
2014,Kyrgyzstan,UPPSEC,URBAN,_T,MALE,0
2014,Kyrgyzstan,PRIMAR,RURAL,_T,FEMALE,0
2014,Kyrgyzstan,UPPSEC,URBAN,_T,FEMALE,0
2014,Kyrgyzstan,LOWSEC,RURAL,_T,FEMALE,0
2012,Bosnia and Herzegovina,UPPSEC,RURAL,_T,MALE,0
2012,Bosnia and Herzegovina,LOWSEC,RURAL,_T,FEMALE,0
2005,Belarus,LOWSEC,ALLAREA,_T,BOTHSEX,0.9842
2005,Belarus,PRIMAR,ALLAREA,_T,BOTHSEX,1
2005,Belarus,UPPSEC,ALLAREA,_T,BOTHSEX,0.66688
2012,Belarus,LOWSEC,URBAN,_T,BOTHSEX,0.99052
2012,Belarus,UPPSEC,URBAN,_T,BOTHSEX,0.76568
2012,Belarus,PRIMAR,RURAL,_T,FEMALE,0
2014,Kyrgyzstan,UPPSEC,ALLAREA,_T,MALE,0.834
2014,Kyrgyzstan,UPPSEC,ALLAREA,_T,FEMALE,0.9832
2014,Kyrgyzstan,PRIMAR,RURAL,_T,BOTHSEX,0.98063
2014,Kyrgyzstan,UPPSEC,RURAL,_T,FEMALE,0
2014,Kyrgyzstan,LOWSEC,URBAN,_T,MALE,0
2014,Kyrgyzstan,PRIMAR,ALLAREA,_T,BOTHSEX,0.98273
2014,Kyrgyzstan,UPPSEC,RURAL,_T,MALE,0
2014,Kyrgyzstan,UPPSEC,RURAL,_T,BOTHSEX,0
2014,Kyrgyzstan,LOWSEC,ALLAREA,_T,FEMALE,0.92123
2014,Kyrgyzstan,PRIMAR,RURAL,_T,MALE,0
2014,Kyrgyzstan,LOWSEC,ALLAREA,_T,MALE,0.91358
2018,Kyrgyzstan,LOWSEC,RURAL,_T,BOTHSEX,0
2018,Kyrgyzstan,LOWSEC,URBAN,_T,BOTHSEX,0.92814
2018,Kyrgyzstan,PRIMAR,URBAN,_T,BOTHSEX,1.00891
2018,Kyrgyzstan,LOWSEC,URBAN,_T,FEMALE,0
2012,Belarus,PRIMAR,ALLAREA,_T,FEMALE,1
2012,Belarus,LOWSEC,ALLAREA,_T,FEMALE,0.99028
2012,Belarus,LOWSEC,RURAL,_T,BOTHSEX,0
2012,Belarus,LOWSEC,URBAN,_T,MALE,0
2012,Belarus,LOWSEC,ALLAREA,_T,BOTHSEX,0.99594
2012,Belarus,PRIMAR,URBAN,_T,MALE,0
2012,Belarus,LOWSEC,RURAL,_T,MALE,0
2012,Belarus,PRIMAR,RURAL,_T,MALE,0
2018,Kyrgyzstan,PRIMAR,RURAL,_T,BOTHSEX,0
2018,Kyrgyzstan,UPPSEC,ALLAREA,_T,FEMALE,0.84824
2018,Kyrgyzstan,LOWSEC,ALLAREA,_T,MALE,0.95589
2018,Kyrgyzstan,UPPSEC,URBAN,_T,FEMALE,0
2018,Kyrgyzstan,PRIMAR,ALLAREA,_T,BOTHSEX,1.00886
2018,Kyrgyzstan,LOWSEC,URBAN,_T,MALE,0
2018,Kyrgyzstan,PRIMAR,URBAN,_T,MALE,0
2011,North Macedonia,PRIMAR,RURAL,_T,FEMALE,0
2011,North Macedonia,LOWSEC,ALLAREA,_T,MALE,0.93802
2018,North Macedonia,UPPSEC,ALLAREA,_T,BOTHSEX,0.5934
2018,North Macedonia,PRIMAR,ALLAREA,_T,BOTHSEX,0.9854
2018,North Macedonia,LOWSEC,ALLAREA,_T,BOTHSEX,0.8481
2019,North Macedonia,LOWSEC,ALLAREA,_T,BOTHSEX,0.83641
2019,North Macedonia,LOWSEC,RURAL,_T,FEMALE,0
2019,North Macedonia,PRIMAR,URBAN,_T,FEMALE,0
2018,Kyrgyzstan,UPPSEC,URBAN,_T,BOTHSEX,0
2018,Kyrgyzstan,UPPSEC,ALLAREA,_T,MALE,0.75635
2018,Kyrgyzstan,LOWSEC,RURAL,_T,FEMALE,0
2018,Kyrgyzstan,LOWSEC,ALLAREA,_T,BOTHSEX,0.96668
2018,Kyrgyzstan,PRIMAR,URBAN,_T,FEMALE,1
2018,Kyrgyzstan,LOWSEC,RURAL,_T,MALE,0
2018,Kyrgyzstan,PRIMAR,RURAL,_T,MALE,0
2019,Serbia,UPPSEC,RURAL,_T,FEMALE,0
2019,Serbia,UPPSEC,RURAL,_T,MALE,0
2019,Serbia,UPPSEC,URBAN,_T,FEMALE,0
2019,Serbia,PRIMAR,RURAL,_T,FEMALE,0
2000,Tajikistan,LOWSEC,ALLAREA,_T,BOTHSEX,0.77236
2000,Tajikistan,UPPSEC,ALLAREA,_T,BOTHSEX,0.53951
2000,Tajikistan,PRIMAR,ALLAREA,_T,BOTHSEX,0.97596
2006,Tajikistan,LOWSEC,ALLAREA,_T,BOTHSEX,0.84138
2019,North Macedonia,PRIMAR,URBAN,_T,BOTHSEX,0
2019,North Macedonia,LOWSEC,RURAL,_T,BOTHSEX,0
2019,North Macedonia,PRIMAR,URBAN,_T,MALE,0
2019,North Macedonia,LOWSEC,URBAN,_T,BOTHSEX,0
2019,North Macedonia,LOWSEC,URBAN,_T,MALE,0
2019,North Macedonia,LOWSEC,RURAL,_T,MALE,0
2019,North Macedonia,UPPSEC,URBAN,_T,MALE,0
2006,Tajikistan,PRIMAR,URBAN,_T,FEMALE,0
2006,Tajikistan,UPPSEC,ALLAREA,_T,MALE,0.56071
2006,Tajikistan,PRIMAR,URBAN,_T,BOTHSEX,0.87178
2006,Tajikistan,LOWSEC,RURAL,_T,BOTHSEX,0.80154
2006,Tajikistan,PRIMAR,URBAN,_T,MALE,0
2006,Tajikistan,PRIMAR,RURAL,_T,MALE,0.98845
2006,Tajikistan,PRIMAR,ALLAREA,_T,FEMALE,0.95276
2006,Tajikistan,UPPSEC,RURAL,_T,FEMALE,0.59047
2019,North Macedonia,UPPSEC,RURAL,_T,MALE,0
2019,North Macedonia,PRIMAR,RURAL,_T,MALE,0
2019,North Macedonia,PRIMAR,ALLAREA,_T,FEMALE,0
2019,North Macedonia,UPPSEC,RURAL,_T,FEMALE,0
2019,North Macedonia,UPPSEC,ALLAREA,_T,MALE,0
2019,North Macedonia,PRIMAR,RURAL,_T,BOTHSEX,0
2019,North Macedonia,LOWSEC,URBAN,_T,FEMALE,0
2006,Tajikistan,UPPSEC,RURAL,_T,MALE,0.579
2006,Tajikistan,PRIMAR,RURAL,_T,FEMALE,0.94355
2006,Tajikistan,UPPSEC,URBAN,_T,FEMALE,0
2006,Tajikistan,LOWSEC,RURAL,_T,MALE,0.83866
2006,Tajikistan,PRIMAR,ALLAREA,_T,MALE,0.99276
2006,Tajikistan,LOWSEC,URBAN,_T,BOTHSEX,0
2006,Tajikistan,LOWSEC,URBAN,_T,MALE,0
2006,Tajikistan,LOWSEC,RURAL,_T,FEMALE,0.75632
2006,Tajikistan,LOWSEC,URBAN,_T,FEMALE,0
2006,Tajikistan,UPPSEC,ALLAREA,_T,FEMALE,0.50924
2006,Tajikistan,PRIMAR,RURAL,_T,BOTHSEX,0.968
2006,Tajikistan,PRIMAR,ALLAREA,_T,BOTHSEX,0.97545
2006,Tajikistan,LOWSEC,ALLAREA,_T,MALE,0.87355
2006,Tajikistan,UPPSEC,RURAL,_T,BOTHSEX,0.60165
2006,Tajikistan,UPPSEC,ALLAREA,_T,BOTHSEX,0.54509
2006,Tajikistan,LOWSEC,ALLAREA,_T,FEMALE,0.80248
2019,North Macedonia,UPPSEC,ALLAREA,_T,FEMALE,0.49136
2019,North Macedonia,UPPSEC,ALLAREA,_T,BOTHSEX,0.56132
2019,North Macedonia,PRIMAR,ALLAREA,_T,BOTHSEX,0.9739
2019,North Macedonia,PRIMAR,ALLAREA,_T,MALE,0
2019,North Macedonia,UPPSEC,URBAN,_T,BOTHSEX,0.19333
2019,North Macedonia,LOWSEC,ALLAREA,_T,FEMALE,0
2019,North Macedonia,LOWSEC,ALLAREA,_T,MALE,0
2006,Tajikistan,UPPSEC,URBAN,_T,MALE,0
2006,Tajikistan,UPPSEC,URBAN,_T,BOTHSEX,0
2012,Tajikistan,UPPSEC,RURAL,_T,FEMALE,0.66069
2012,Tajikistan,PRIMAR,RURAL,_T,MALE,0.99861
2012,Tajikistan,LOWSEC,ALLAREA,_T,MALE,0.92107
2012,Tajikistan,PRIMAR,ALLAREA,_T,BOTHSEX,0.9814
2012,Tajikistan,PRIMAR,ALLAREA,_T,FEMALE,0.97659
2012,Tajikistan,UPPSEC,ALLAREA,_T,FEMALE,0.57565
2012,Belarus,UPPSEC,URBAN,_T,FEMALE,0
2012,Belarus,PRIMAR,ALLAREA,_T,MALE,1
2012,Belarus,UPPSEC,ALLAREA,_T,BOTHSEX,0.81297
2012,Belarus,UPPSEC,RURAL,_T,BOTHSEX,0
2012,Belarus,PRIMAR,ALLAREA,_T,BOTHSEX,1
2012,Belarus,PRIMAR,URBAN,_T,BOTHSEX,1
2012,Belarus,LOWSEC,URBAN,_T,FEMALE,0
2012,Belarus,PRIMAR,URBAN,_T,FEMALE,0
2012,Tajikistan,PRIMAR,RURAL,_T,BOTHSEX,0.98374
2012,Tajikistan,PRIMAR,URBAN,_T,FEMALE,0
2012,Tajikistan,LOWSEC,RURAL,_T,FEMALE,0.8162
2012,Tajikistan,LOWSEC,ALLAREA,_T,BOTHSEX,0.87806
2012,Tajikistan,LOWSEC,URBAN,_T,MALE,0
2012,Tajikistan,LOWSEC,URBAN,_T,BOTHSEX,0
2012,Tajikistan,UPPSEC,ALLAREA,_T,BOTHSEX,0.65326
2012,Tajikistan,UPPSEC,URBAN,_T,FEMALE,0
2012,Tajikistan,UPPSEC,RURAL,_T,BOTHSEX,0.71009
