Year,GeoAreaName,Age,Freq,Location,Sex,Type of speed,Value
2014,Bulgaria,,,,,ANYS,20.08764
2014,Bulgaria,,,,,10MBPS,19.22291
2014,Bulgaria,,,,,256KT2MBPS,0.03577
2014,Bulgaria,,,,,2MT10MBPS,0.82896
2015,Bulgaria,,,,,10MBPS,21.2664
2015,Bulgaria,,,,,ANYS,22.089
2015,Bulgaria,,,,,256KT2MBPS,0.03174
2015,Bulgaria,,,,,2MT10MBPS,0.79086
2016,Bulgaria,,,,,256KT2MBPS,0.01018
2016,Bulgaria,,,,,2MT10MBPS,0.86401
2016,Bulgaria,,,,,10MBPS,22.55385
2016,Bulgaria,,,,,ANYS,23.42804
2017,Bulgaria,,,,,2MT10MBPS,0.77467
2017,Bulgaria,,,,,10MBPS,24.23392
2017,Bulgaria,,,,,ANYS,25.01497
2017,Bulgaria,,,,,256KT2MBPS,0.00675
2018,Bulgaria,,,,,2MT10MBPS,0.58947
2018,Bulgaria,,,,,10MBPS,26.14608
2010,Greece,,,,,2MT10MBPS,9.16811
2010,Greece,,,,,10MBPS,11.0394
2011,Greece,,,,,ANYS,22.39295
2011,Greece,,,,,10MBPS,12.58324
2011,Greece,,,,,2MT10MBPS,9.80088
2011,Greece,,,,,256KT2MBPS,0.00155
2012,Greece,,,,,10MBPS,14.15761
2012,Greece,,,,,ANYS,24.53044
2012,Greece,,,,,2MT10MBPS,10.33548
2018,Bulgaria,,,,,ANYS,26.75047
2018,Bulgaria,,,,,256KT2MBPS,0.01492
2019,Bulgaria,,,,,ANYS,28.56807
2019,Bulgaria,,,,,10MBPS,28.11285
2019,Bulgaria,,,,,256KT2MBPS,0.00347
2019,Bulgaria,,,,,2MT10MBPS,0.45174
2020,Bulgaria,,,,,ANYS,30.30532
2020,Bulgaria,,,,,2MT10MBPS,0.44339
2020,Bulgaria,,,,,10MBPS,29.85863
2021,Montenegro,,,,,ANYS,29.98858
2021,Montenegro,,,,,10MBPS,26.01125
2021,Montenegro,,,,,2MT10MBPS,3.8566
2021,Montenegro,,,,,256KT2MBPS,0.12073
2000,Netherlands,,,,,ANYS,1.63531
2001,Netherlands,,,,,ANYS,2.9171
2002,Netherlands,,,,,ANYS,7.29254
2003,Netherlands,,,,,ANYS,12.32671
2004,Netherlands,,,,,ANYS,19.79497
2013,Greece,,,,,ANYS,26.691
2013,Greece,,,,,10MBPS,17.03024
2013,Greece,,,,,2MT10MBPS,9.63215
2014,Greece,,,,,ANYS,29.05348
2014,Greece,,,,,2MT10MBPS,7.23284
2014,Greece,,,,,10MBPS,21.77413
2015,Greece,,,,,ANYS,31.82334
2015,Greece,,,,,10MBPS,25.89095
2015,Greece,,,,,2MT10MBPS,5.34327
2005,Netherlands,,,,,ANYS,25.21241
2006,Netherlands,,,,,ANYS,31.80389
2007,Netherlands,,,,,ANYS,33.59723
2008,Netherlands,,,,,ANYS,35.26566
2009,Netherlands,,,,,ANYS,37.06412
2010,Netherlands,,,,,ANYS,38.08723
2010,Netherlands,,,,,10MBPS,20.41269
2010,Netherlands,,,,,2MT10MBPS,12.63757
2010,Netherlands,,,,,256KT2MBPS,3.10523
2020,Bulgaria,,,,,256KT2MBPS,0.0033
2021,Bulgaria,,,,,256KT2MBPS,0.005
2021,Bulgaria,,,,,2MT10MBPS,0.43746
2021,Bulgaria,,,,,10MBPS,32.29092
2021,Bulgaria,,,,,ANYS,32.73338
2002,Belarus,,,,,ANYS,0.0002
2003,Belarus,,,,,ANYS,0.00122
2004,Belarus,,,,,ANYS,0.0075
2005,Belarus,,,,,ANYS,0.01574
2015,Greece,,,,,256KT2MBPS,0.00367
2016,Greece,,,,,10MBPS,29.56305
2016,Greece,,,,,2MT10MBPS,4.06204
2016,Greece,,,,,256KT2MBPS,0.00389
2016,Greece,,,,,ANYS,33.62898
2017,Greece,,,,,ANYS,35.33658
2017,Greece,,,,,10MBPS,32.71506
2017,Greece,,,,,2MT10MBPS,2.61803
2017,Greece,,,,,256KT2MBPS,0.00344
2018,Greece,,,,,ANYS,37.25913
2018,Greece,,,,,2MT10MBPS,1.6221
2018,Greece,,,,,256KT2MBPS,0.00359
2018,Greece,,,,,10MBPS,35.63344
2019,Greece,,,,,10MBPS,38.74537
2019,Greece,,,,,256KT2MBPS,0.0032
2019,Greece,,,,,2MT10MBPS,0.14181
2019,Greece,,,,,ANYS,38.88092
2020,Greece,,,,,ANYS,40.49593
2011,Netherlands,,,,,ANYS,38.90679
2011,Netherlands,,,,,10MBPS,21.98755
2011,Netherlands,,,,,2MT10MBPS,13.13142
2011,Netherlands,,,,,256KT2MBPS,1.20142
2012,Netherlands,,,,,10MBPS,23.41335
2012,Netherlands,,,,,2MT10MBPS,12.2786
2012,Netherlands,,,,,256KT2MBPS,0.73874
2012,Netherlands,,,,,ANYS,39.64183
2013,Netherlands,,,,,ANYS,40.26714
2006,Belarus,,,,,ANYS,0.11564
2007,Belarus,,,,,ANYS,1.72813
2008,Belarus,,,,,ANYS,4.88341
2009,Belarus,,,,,ANYS,11.19412
2010,Belarus,,,,,ANYS,17.12628
2011,Belarus,,,,,ANYS,21.61401
2011,Belarus,,,,,256KT2MBPS,11.59869
2011,Belarus,,,,,2MT10MBPS,8.18563
2011,Belarus,,,,,10MBPS,0.85727
2012,Belarus,,,,,ANYS,26.1183
2012,Belarus,,,,,256KT2MBPS,14.72368
2012,Belarus,,,,,2MT10MBPS,9.46337
2012,Belarus,,,,,10MBPS,1.25131
2013,Belarus,,,,,2MT10MBPS,12.0952
2013,Belarus,,,,,10MBPS,1.19206
2013,Belarus,,,,,ANYS,28.74629
2013,Belarus,,,,,256KT2MBPS,14.84865
2014,Belarus,,,,,ANYS,27.69155
2014,Netherlands,,,,,10MBPS,33.67921
2014,Netherlands,,,,,ANYS,40.40915
2014,Netherlands,,,,,2MT10MBPS,6.5294
2014,Netherlands,,,,,256KT2MBPS,0.20054
2015,Netherlands,,,,,ANYS,41.24789
2015,Netherlands,,,,,10MBPS,35.3197
2015,Netherlands,,,,,2MT10MBPS,5.79195
2015,Netherlands,,,,,256KT2MBPS,0.13624
2016,Netherlands,,,,,ANYS,42.17798
2009,Azerbaijan,,,,,10MBPS,0.02193
2009,Azerbaijan,,,,,ANYS,1.09654
2009,Azerbaijan,,,,,2MT10MBPS,0.05483
2009,Azerbaijan,,,,,256KT2MBPS,1.01978
2010,Azerbaijan,,,,,ANYS,5.14544
2010,Azerbaijan,,,,,10MBPS,0.14143
2010,Azerbaijan,,,,,256KT2MBPS,4.58147
2010,Azerbaijan,,,,,2MT10MBPS,0.25696
2011,Azerbaijan,,,,,10MBPS,0.30295
2020,Greece,,,,,10MBPS,40.39945
2020,Greece,,,,,2MT10MBPS,0.09378
2020,Greece,,,,,256KT2MBPS,0.0027
2021,Greece,,,,,ANYS,42.45989
2021,Greece,,,,,256KT2MBPS,0.00219
2021,Greece,,,,,10MBPS,42.37487
2021,Greece,,,,,2MT10MBPS,0.08282
2000,Hungary,,,,,ANYS,0.03333
2001,Hungary,,,,,ANYS,0.30835
2014,Belarus,,,,,2MT10MBPS,17.12194
2014,Belarus,,,,,256KT2MBPS,7.06255
2014,Belarus,,,,,10MBPS,2.50793
2015,Belarus,,,,,ANYS,29.93108
2015,Belarus,,,,,2MT10MBPS,21.72313
2015,Belarus,,,,,10MBPS,5.30897
2015,Belarus,,,,,256KT2MBPS,2.89898
2016,Belarus,,,,,10MBPS,9.81792
2016,Belarus,,,,,256KT2MBPS,1.89553
2016,Netherlands,,,,,10MBPS,41.4097
2016,Netherlands,,,,,2MT10MBPS,0.69483
2016,Netherlands,,,,,256KT2MBPS,0.07345
2017,Netherlands,,,,,ANYS,42.36355
2017,Netherlands,,,,,10MBPS,41.71386
2017,Netherlands,,,,,256KT2MBPS,0.04458
2017,Netherlands,,,,,2MT10MBPS,0.60511
2018,Netherlands,,,,,ANYS,42.84787
2018,Netherlands,,,,,10MBPS,42.4264
2002,Hungary,,,,,ANYS,1.09828
2003,Hungary,,,,,ANYS,2.61227
2004,Hungary,,,,,ANYS,4.07263
2005,Hungary,,,,,ANYS,6.46932
2006,Hungary,,,,,ANYS,11.92386
2007,Hungary,,,,,ANYS,14.48547
2008,Hungary,,,,,ANYS,17.66421
2008,Hungary,,,,,2MT10MBPS,9.59476
2008,Hungary,,,,,10MBPS,1.03608
2008,Hungary,,,,,256KT2MBPS,5.29674
2009,Hungary,,,,,2MT10MBPS,11.81413
2009,Hungary,,,,,10MBPS,3.25336
2009,Hungary,,,,,256KT2MBPS,2.74654
2009,Hungary,,,,,ANYS,19.75028
2010,Hungary,,,,,ANYS,21.6227
2010,Hungary,,,,,2MT10MBPS,12.3819
2010,Hungary,,,,,256KT2MBPS,2.64076
2010,Hungary,,,,,10MBPS,5.58267
2016,Belarus,,,,,ANYS,31.59759
2016,Belarus,,,,,2MT10MBPS,19.88415
2017,Belarus,,,,,ANYS,32.58474
2017,Belarus,,,,,10MBPS,15.84323
2017,Belarus,,,,,2MT10MBPS,15.61389
2017,Belarus,,,,,256KT2MBPS,1.12762
2018,Belarus,,,,,ANYS,33.02042
2018,Belarus,,,,,10MBPS,19.10409
2018,Belarus,,,,,256KT2MBPS,0.99086
2018,Netherlands,,,,,2MT10MBPS,0.38931
2018,Netherlands,,,,,256KT2MBPS,0.03215
2019,Netherlands,,,,,10MBPS,42.68242
2019,Netherlands,,,,,ANYS,42.95606
2019,Netherlands,,,,,2MT10MBPS,0.24967
2019,Netherlands,,,,,256KT2MBPS,0.02396
2020,Netherlands,,,,,ANYS,43.1615
2020,Netherlands,,,,,10MBPS,42.71523
2020,Netherlands,,,,,2MT10MBPS,0.42819
2011,Hungary,,,,,256KT2MBPS,2.51079
2011,Hungary,,,,,ANYS,23.23958
2011,Hungary,,,,,10MBPS,10.36992
2011,Hungary,,,,,2MT10MBPS,9.30394
2012,Hungary,,,,,2MT10MBPS,7.44624
2012,Hungary,,,,,256KT2MBPS,1.97047
2012,Hungary,,,,,10MBPS,13.57321
2012,Hungary,,,,,ANYS,24.1484
2013,Hungary,,,,,ANYS,26.24814
2018,Belarus,,,,,2MT10MBPS,12.92546
2019,Belarus,,,,,2MT10MBPS,11.2883
2019,Belarus,,,,,256KT2MBPS,0.65099
2019,Belarus,,,,,ANYS,33.23215
2019,Belarus,,,,,10MBPS,21.29286
2020,Belarus,,,,,ANYS,33.79323
2020,Belarus,,,,,10MBPS,22.6926
2020,Belarus,,,,,2MT10MBPS,10.6136
2020,Belarus,,,,,256KT2MBPS,0.48703
2013,Hungary,,,,,10MBPS,19.87841
2013,Hungary,,,,,2MT10MBPS,3.59552
2013,Hungary,,,,,256KT2MBPS,1.56621
2014,Hungary,,,,,ANYS,26.15082
2014,Hungary,,,,,10MBPS,21.44546
2014,Hungary,,,,,2MT10MBPS,3.77743
2014,Hungary,,,,,256KT2MBPS,0.92793
2015,Hungary,,,,,10MBPS,23.72624
2015,Hungary,,,,,256KT2MBPS,0.82052
2015,Hungary,,,,,2MT10MBPS,3.07135
2015,Hungary,,,,,ANYS,27.6181
2016,Hungary,,,,,ANYS,28.67543
2016,Hungary,,,,,10MBPS,25.4608
2016,Hungary,,,,,2MT10MBPS,2.52653
2016,Hungary,,,,,256KT2MBPS,0.68809
2017,Hungary,,,,,ANYS,30.20332
2017,Hungary,,,,,10MBPS,27.55451
2017,Hungary,,,,,2MT10MBPS,2.07291
2020,Netherlands,,,,,256KT2MBPS,0.01808
2021,Netherlands,,,,,ANYS,43.50766
2021,Netherlands,,,,,10MBPS,43.44489
2021,Netherlands,,,,,2MT10MBPS,0.05648
2021,Netherlands,,,,,256KT2MBPS,0.00629
2000,Norway,,,,,ANYS,0.51873
2001,Norway,,,,,ANYS,1.96147
2002,Norway,,,,,ANYS,4.52374
2003,Norway,,,,,ANYS,8.7348
2021,Belarus,,,,,ANYS,33.81525
2021,Belarus,,,,,10MBPS,24.00278
2021,Belarus,,,,,2MT10MBPS,9.36362
2021,Belarus,,,,,256KT2MBPS,0.44884
2003,Croatia,,,,,ANYS,0.07621
2004,Croatia,,,,,ANYS,0.58965
2005,Croatia,,,,,ANYS,2.62321
2006,Croatia,,,,,ANYS,5.69998
2007,Croatia,,,,,ANYS,8.78555
2017,Hungary,,,,,256KT2MBPS,0.57589
2018,Hungary,,,,,10MBPS,29.38694
2018,Hungary,,,,,256KT2MBPS,0.43635
2018,Hungary,,,,,2MT10MBPS,1.67668
2018,Hungary,,,,,ANYS,31.49996
2019,Hungary,,,,,ANYS,32.64179
2019,Hungary,,,,,10MBPS,31.04669
2019,Hungary,,,,,2MT10MBPS,1.24205
2019,Hungary,,,,,256KT2MBPS,0.35305
2008,Croatia,,,,,ANYS,12.01705
2009,Croatia,,,,,ANYS,16.36998
2010,Croatia,,,,,ANYS,19.17883
2010,Croatia,,,,,10MBPS,0.65754
2010,Croatia,,,,,256KT2MBPS,0.9254
2010,Croatia,,,,,2MT10MBPS,16.81672
2011,Croatia,,,,,2MT10MBPS,16.68916
2011,Croatia,,,,,ANYS,20.51625
2011,Croatia,,,,,10MBPS,1.96122
2011,Croatia,,,,,256KT2MBPS,1.14069
2012,Croatia,,,,,256KT2MBPS,2.28863
2012,Croatia,,,,,10MBPS,2.31675
2012,Croatia,,,,,2MT10MBPS,15.94882
2012,Croatia,,,,,ANYS,21.22133
2013,Croatia,,,,,ANYS,22.15717
2013,Croatia,,,,,2MT10MBPS,16.15269
2013,Croatia,,,,,256KT2MBPS,1.77572
2013,Croatia,,,,,10MBPS,3.49088
2014,Croatia,,,,,256KT2MBPS,1.54284
2014,Croatia,,,,,10MBPS,4.95209
2014,Croatia,,,,,2MT10MBPS,15.7198
2014,Croatia,,,,,ANYS,22.98066
2015,Croatia,,,,,ANYS,23.1788
2015,Croatia,,,,,10MBPS,8.48136
2015,Croatia,,,,,2MT10MBPS,14.30861
2015,Croatia,,,,,256KT2MBPS,0.38883
2016,Croatia,,,,,10MBPS,12.92008
2016,Croatia,,,,,ANYS,24.71251
2016,Croatia,,,,,2MT10MBPS,11.32806
2016,Croatia,,,,,256KT2MBPS,0.46437
2017,Croatia,,,,,256KT2MBPS,0.62724
2017,Croatia,,,,,2MT10MBPS,8.46981
2017,Croatia,,,,,10MBPS,17.04223
2017,Croatia,,,,,ANYS,26.13929
2018,Croatia,,,,,ANYS,27.10239
2018,Croatia,,,,,10MBPS,19.81509
2020,Hungary,,,,,ANYS,33.48837
2020,Hungary,,,,,10MBPS,31.86792
2020,Hungary,,,,,256KT2MBPS,0.33892
2020,Hungary,,,,,2MT10MBPS,1.28154
2021,Hungary,,,,,10MBPS,32.52508
2021,Hungary,,,,,2MT10MBPS,1.10225
2021,Hungary,,,,,256KT2MBPS,0.24769
2021,Hungary,,,,,ANYS,34.83224
2000,Iceland,,,,,ANYS,0.83777
2018,Croatia,,,,,256KT2MBPS,0.43497
2018,Croatia,,,,,2MT10MBPS,6.85233
2019,Croatia,,,,,256KT2MBPS,0.37358
2019,Croatia,,,,,2MT10MBPS,5.98922
2019,Croatia,,,,,10MBPS,21.59948
2019,Croatia,,,,,ANYS,27.96228
2020,Croatia,,,,,ANYS,25.16489
2020,Croatia,,,,,2MT10MBPS,4.21824
2020,Croatia,,,,,10MBPS,20.69997
2020,Croatia,,,,,256KT2MBPS,0.24668
2021,Croatia,,,,,2MT10MBPS,3.331
2021,Croatia,,,,,256KT2MBPS,0.22672
2021,Croatia,,,,,10MBPS,22.26628
2021,Croatia,,,,,ANYS,25.82399
2001,Cyprus,,,,,ANYS,0.35436
2002,Cyprus,,,,,ANYS,0.82374
2003,Cyprus,,,,,ANYS,1.38788
2004,Cyprus,,,,,ANYS,2.32879
2001,Iceland,,,,,ANYS,3.65449
2002,Iceland,,,,,ANYS,8.433
2003,Iceland,,,,,ANYS,14.34467
2004,Iceland,,,,,ANYS,19.07374
2005,Iceland,,,,,ANYS,26.26587
2006,Iceland,,,,,ANYS,28.85454
2007,Iceland,,,,,ANYS,32.07473
2008,Iceland,,,,,2MT10MBPS,17.55284
2008,Iceland,,,,,256KT2MBPS,8.83024
2008,Iceland,,,,,10MBPS,4.70201
2008,Iceland,,,,,ANYS,33.36859
2009,Iceland,,,,,ANYS,33.58595
2009,Iceland,,,,,10MBPS,12.64304
2009,Iceland,,,,,256KT2MBPS,5.41186
2009,Iceland,,,,,2MT10MBPS,12.6421
2010,Iceland,,,,,ANYS,34.30747
2010,Iceland,,,,,10MBPS,18.4973
2010,Iceland,,,,,2MT10MBPS,9.09739
2004,Norway,,,,,ANYS,14.62599
2005,Norway,,,,,ANYS,21.44065
2006,Norway,,,,,ANYS,26.70055
2007,Norway,,,,,ANYS,30.94259
2008,Norway,,,,,10MBPS,5.34247
2008,Norway,,,,,ANYS,33.07915
2008,Norway,,,,,256KT2MBPS,11.54468
2008,Norway,,,,,2MT10MBPS,16.43327
2009,Norway,,,,,ANYS,34.54467
2005,Cyprus,,,,,ANYS,4.28172
2006,Cyprus,,,,,ANYS,8.32353
2007,Cyprus,,,,,ANYS,12.57251
2008,Cyprus,,,,,ANYS,18.48111
2009,Cyprus,,,,,10MBPS,0.02234
2009,Cyprus,,,,,2MT10MBPS,5.41253
2009,Cyprus,,,,,256KT2MBPS,16.05506
2009,Cyprus,,,,,ANYS,21.48993
2010,Cyprus,,,,,256KT2MBPS,14.11586
2010,Cyprus,,,,,ANYS,23.15492
2010,Cyprus,,,,,2MT10MBPS,7.93522
2010,Cyprus,,,,,10MBPS,1.10383
2011,Cyprus,,,,,10MBPS,1.94165
2011,Cyprus,,,,,256KT2MBPS,2.25394
2011,Cyprus,,,,,2MT10MBPS,20.41566
2011,Cyprus,,,,,ANYS,24.61125
2012,Cyprus,,,,,2MT10MBPS,22.33168
2012,Cyprus,,,,,256KT2MBPS,0.0828
2009,Norway,,,,,2MT10MBPS,16.40775
2009,Norway,,,,,256KT2MBPS,10.33018
2009,Norway,,,,,10MBPS,7.80674
2010,Norway,,,,,2MT10MBPS,14.7064
2010,Norway,,,,,ANYS,35.2443
2010,Norway,,,,,10MBPS,10.27065
2010,Norway,,,,,256KT2MBPS,10.15299
2011,Norway,,,,,256KT2MBPS,9.21814
2011,Norway,,,,,ANYS,36.04833
2010,Iceland,,,,,256KT2MBPS,2.38901
2011,Iceland,,,,,10MBPS,24.27018
2011,Iceland,,,,,2MT10MBPS,4.7768
2011,Iceland,,,,,256KT2MBPS,0
2011,Iceland,,,,,ANYS,34.94721
2012,Iceland,,,,,ANYS,35.33565
2012,Iceland,,,,,10MBPS,24.76922
2012,Iceland,,,,,2MT10MBPS,2.99677
2013,Iceland,,,,,ANYS,36.25256
2011,Norway,,,,,10MBPS,15.23853
2011,Norway,,,,,2MT10MBPS,11.57273
2012,Norway,,,,,ANYS,37.01341
2012,Norway,,,,,10MBPS,18.53329
2012,Norway,,,,,2MT10MBPS,11.07826
2012,Norway,,,,,256KT2MBPS,7.27997
2013,Norway,,,,,ANYS,37.60765
2013,Norway,,,,,10MBPS,20.15186
2013,Norway,,,,,2MT10MBPS,8.50691
2012,Cyprus,,,,,10MBPS,3.05982
2012,Cyprus,,,,,ANYS,25.47407
2013,Cyprus,,,,,256KT2MBPS,0.02844
2013,Cyprus,,,,,10MBPS,2.58718
2013,Cyprus,,,,,2MT10MBPS,24.04044
2013,Cyprus,,,,,ANYS,26.7127
2014,Cyprus,,,,,10MBPS,4.69469
2014,Cyprus,,,,,2MT10MBPS,24.05171
2014,Cyprus,,,,,256KT2MBPS,0.01523
2013,Iceland,,,,,10MBPS,34.69095
2013,Iceland,,,,,2MT10MBPS,1.05517
2014,Iceland,,,,,ANYS,36.51738
2014,Iceland,,,,,10MBPS,35.3411
2014,Iceland,,,,,2MT10MBPS,1.17628
2015,Iceland,,,,,ANYS,37.58714
2015,Iceland,,,,,10MBPS,37.20383
2015,Iceland,,,,,2MT10MBPS,0.31052
2015,Iceland,,,,,256KT2MBPS,0.0728
2014,Cyprus,,,,,ANYS,28.76163
2015,Cyprus,,,,,256KT2MBPS,0.01415
2015,Cyprus,,,,,2MT10MBPS,17.39538
2015,Cyprus,,,,,ANYS,30.72498
2015,Cyprus,,,,,10MBPS,13.31545
2016,Cyprus,,,,,256KT2MBPS,0.01614
2016,Cyprus,,,,,10MBPS,13.63453
2016,Cyprus,,,,,2MT10MBPS,18.92805
2016,Cyprus,,,,,ANYS,32.57873
2016,Iceland,,,,,ANYS,38.13897
2016,Iceland,,,,,10MBPS,37.75378
2016,Iceland,,,,,2MT10MBPS,0.26186
2016,Iceland,,,,,256KT2MBPS,0.12333
2017,Iceland,,,,,ANYS,39.17679
2017,Iceland,,,,,2MT10MBPS,0.1458
2017,Iceland,,,,,256KT2MBPS,0.06315
2017,Iceland,,,,,10MBPS,38.96785
2018,Iceland,,,,,2MT10MBPS,0.07593
2017,Cyprus,,,,,10MBPS,19.97443
2017,Cyprus,,,,,256KT2MBPS,0.00995
2017,Cyprus,,,,,2MT10MBPS,14.23062
2017,Cyprus,,,,,ANYS,34.215
2018,Cyprus,,,,,256KT2MBPS,0.0048
2018,Cyprus,,,,,2MT10MBPS,9.78114
2018,Cyprus,,,,,10MBPS,26.00148
2018,Cyprus,,,,,ANYS,35.81082
2019,Cyprus,,,,,ANYS,36.77534
2018,Iceland,,,,,ANYS,39.09635
2018,Iceland,,,,,10MBPS,38.97537
2018,Iceland,,,,,256KT2MBPS,0.04505
2019,Iceland,,,,,ANYS,38.59508
2019,Iceland,,,,,10MBPS,38.5086
2019,Iceland,,,,,2MT10MBPS,0.05377
2019,Iceland,,,,,256KT2MBPS,0.03271
2020,Iceland,,,,,2MT10MBPS,0.03518
2020,Iceland,,,,,ANYS,38.67684
2019,Cyprus,,,,,256KT2MBPS,0.01914
2019,Cyprus,,,,,2MT10MBPS,9.54977
2019,Cyprus,,,,,10MBPS,27.20642
2020,Cyprus,,,,,10MBPS,36.44741
2020,Cyprus,,,,,ANYS,37.3964
2020,Cyprus,,,,,256KT2MBPS,0.00056
2020,Cyprus,,,,,2MT10MBPS,0.94842
2021,Cyprus,,,,,256KT2MBPS,0.07973
2021,Cyprus,,,,,10MBPS,37.78063
2011,Azerbaijan,,,,,ANYS,10.40568
2011,Azerbaijan,,,,,2MT10MBPS,1.07398
2011,Azerbaijan,,,,,256KT2MBPS,9.29017
2012,Azerbaijan,,,,,2MT10MBPS,1.76415
2012,Azerbaijan,,,,,10MBPS,0.42419
2012,Azerbaijan,,,,,256KT2MBPS,11.31147
2012,Azerbaijan,,,,,ANYS,14.4387
2013,Azerbaijan,,,,,ANYS,17.80832
2013,Azerbaijan,,,,,2MT10MBPS,5.2424
2020,Iceland,,,,,256KT2MBPS,0.02373
2020,Iceland,,,,,10MBPS,38.61794
2021,Iceland,,,,,ANYS,38.64717
2021,Iceland,,,,,10MBPS,38.61828
2021,Iceland,,,,,2MT10MBPS,0.01782
2021,Iceland,,,,,256KT2MBPS,0.01107
2002,Ireland,,,,,ANYS,0.2722
2003,Ireland,,,,,ANYS,1.0559
2004,Ireland,,,,,ANYS,3.77236
2013,Norway,,,,,256KT2MBPS,9.04462
2014,Norway,,,,,256KT2MBPS,3.02607
2014,Norway,,,,,ANYS,38.48109
2014,Norway,,,,,10MBPS,26.04904
2014,Norway,,,,,2MT10MBPS,8.74781
2015,Norway,,,,,ANYS,39.50519
2015,Norway,,,,,10MBPS,30.24839
2015,Norway,,,,,2MT10MBPS,9.0256
2015,Norway,,,,,256KT2MBPS,0.2312
2016,Norway,,,,,ANYS,40.23563
2016,Norway,,,,,10MBPS,33.41148
2016,Norway,,,,,2MT10MBPS,6.61409
2016,Norway,,,,,256KT2MBPS,0.21006
2017,Norway,,,,,ANYS,41.02824
2017,Norway,,,,,10MBPS,36.65562
2017,Norway,,,,,2MT10MBPS,4.18313
2017,Norway,,,,,256KT2MBPS,0.18949
2018,Norway,,,,,ANYS,41.5235
2013,Azerbaijan,,,,,10MBPS,1.02187
2013,Azerbaijan,,,,,256KT2MBPS,10.41223
2014,Azerbaijan,,,,,2MT10MBPS,7.17286
2014,Azerbaijan,,,,,256KT2MBPS,10.84463
2014,Azerbaijan,,,,,10MBPS,1.46612
2014,Azerbaijan,,,,,ANYS,19.48361
2015,Azerbaijan,,,,,256KT2MBPS,10.30274
2015,Azerbaijan,,,,,10MBPS,1.55986
2015,Azerbaijan,,,,,ANYS,19.25746
2021,Cyprus,,,,,ANYS,38.37545
2021,Cyprus,,,,,2MT10MBPS,0.51509
2000,Czechia,,,,,ANYS,0.02443
2001,Czechia,,,,,ANYS,0.0606
2002,Czechia,,,,,ANYS,0.14944
2003,Czechia,,,,,ANYS,0.3385
2004,Czechia,,,,,ANYS,2.29993
2005,Czechia,,,,,ANYS,6.89742
2006,Czechia,,,,,ANYS,10.79592
2005,Ireland,,,,,ANYS,7.82536
2006,Ireland,,,,,ANYS,13.26389
2007,Ireland,,,,,ANYS,17.40254
2008,Ireland,,,,,2MT10MBPS,9.87687
2008,Ireland,,,,,256KT2MBPS,9.12076
2008,Ireland,,,,,10MBPS,1.01954
2008,Ireland,,,,,ANYS,20.01717
2009,Ireland,,,,,ANYS,21.69836
2009,Ireland,,,,,2MT10MBPS,12.11612
2007,Czechia,,,,,ANYS,14.47809
2008,Czechia,,,,,ANYS,16.95401
2009,Czechia,,,,,256KT2MBPS,0.36751
2009,Czechia,,,,,10MBPS,4.88125
2009,Czechia,,,,,2MT10MBPS,7.75224
2009,Czechia,,,,,ANYS,19.53757
2010,Czechia,,,,,256KT2MBPS,0.44913
2010,Czechia,,,,,2MT10MBPS,8.99209
2010,Czechia,,,,,ANYS,21.60758
2009,Ireland,,,,,256KT2MBPS,7.6242
2009,Ireland,,,,,10MBPS,1.95805
2010,Ireland,,,,,ANYS,22.54271
2010,Ireland,,,,,2MT10MBPS,16.12844
2010,Ireland,,,,,256KT2MBPS,3.42232
2010,Ireland,,,,,10MBPS,2.99194
2011,Ireland,,,,,10MBPS,6.72472
2011,Ireland,,,,,256KT2MBPS,2.26903
2011,Ireland,,,,,2MT10MBPS,12.87152
2011,Ireland,,,,,ANYS,23.56201
2012,Ireland,,,,,10MBPS,7.68155
2012,Ireland,,,,,ANYS,24.36345
2012,Ireland,,,,,2MT10MBPS,14.92318
2012,Ireland,,,,,256KT2MBPS,1.75873
2013,Ireland,,,,,ANYS,25.91535
2013,Ireland,,,,,10MBPS,13.84065
2013,Ireland,,,,,2MT10MBPS,10.77
2013,Ireland,,,,,256KT2MBPS,1.30471
2018,Norway,,,,,10MBPS,38.54374
2018,Norway,,,,,256KT2MBPS,0.16942
2018,Norway,,,,,2MT10MBPS,2.81034
2019,Norway,,,,,ANYS,42.2679
2019,Norway,,,,,10MBPS,40.16661
2019,Norway,,,,,2MT10MBPS,1.95171
2019,Norway,,,,,256KT2MBPS,0.14958
2020,Norway,,,,,ANYS,44.38164
2020,Norway,,,,,10MBPS,42.99448
2010,Czechia,,,,,10MBPS,5.17929
2011,Czechia,,,,,ANYS,23.90444
2011,Czechia,,,,,2MT10MBPS,8.71729
2011,Czechia,,,,,256KT2MBPS,0.44873
2011,Czechia,,,,,10MBPS,6.68326
2012,Czechia,,,,,ANYS,25.27794
2012,Czechia,,,,,256KT2MBPS,0.04719
2012,Czechia,,,,,2MT10MBPS,7.46842
2012,Czechia,,,,,10MBPS,9.11535
2014,Ireland,,,,,10MBPS,17.36419
2014,Ireland,,,,,2MT10MBPS,8.8378
2014,Ireland,,,,,256KT2MBPS,1.03107
2014,Ireland,,,,,ANYS,27.23307
2015,Ireland,,,,,ANYS,28.06546
2015,Ireland,,,,,10MBPS,19.28961
2015,Ireland,,,,,2MT10MBPS,8.09118
2015,Ireland,,,,,256KT2MBPS,0.68773
2016,Ireland,,,,,ANYS,28.84362
2013,Czechia,,,,,256KT2MBPS,0.06125
