Year,GeoAreaName,Name of international institution,Value
2005,Finland,UNGA,0.5236
2005,Finland,IMF,0.5925
2019,Italy,WTO,0.6098
2019,Italy,AFDB,2.44204
2019,Italy,IADB,1.965
2020,Italy,UNGA,0.5181
2020,Italy,FSB,5.26316
2020,Italy,IMF,3.02258
2020,Italy,IBRD,2.53653
2020,Italy,IFC,3.02345
2020,Italy,ADB,1.737
2020,Italy,WTO,0.60976
2021,Italy,WTO,0.60976
2020,Armenia,ADB,0.532
2020,Armenia,IBRD,0.09448
2021,Armenia,IBRD,0.09665
2021,Armenia,UNGA,0.51813
2021,Armenia,IMF,0.0545
2021,Armenia,WTO,0.60976
2021,Armenia,ECOSOC,1.85185
2021,Armenia,IFC,0.06417
2000,Belgium,IFC,2.1182
2000,Belgium,IMF,2.1629
2000,Belgium,IBRD,1.8162
2005,Finland,IFC,0.6621
2010,Finland,IADB,0.161
2010,Finland,UNGA,0.5208
2010,Finland,IMF,0.582
2010,Finland,IBRD,0.5434
2010,Finland,ECOSOC,1.8519
2010,Finland,WTO,0.6536
2010,Finland,ADB,0.608
2010,Finland,AFDB,0.499
2010,Finland,IFC,0.6604
2014,Finland,AFDB,0.498
2015,Finland,AFDB,0.5
2015,Finland,IMF,0.5307
2015,Finland,IFC,0.6079
2015,Finland,ADB,0.571
2015,Finland,WTO,0.625
2015,Finland,UNGA,0.5181
2015,Finland,IADB,0.161
2015,Finland,ECOSOC,1.8519
2015,Finland,IBRD,0.5228
2016,Finland,ECOSOC,1.8519
2016,Finland,UNGA,0.5181
2021,Italy,IFC,3.15007536162738
2021,Italy,IMF,3.01906970930152
2021,Italy,IBRD,2.593313854187
2021,Italy,FSB,5.17241379310345
2021,Italy,UNGA,0.51813
2000,Kazakhstan,IBRD,0.201
2000,Kazakhstan,UNGA,0.5291
2000,Kazakhstan,ADB,0.996
2000,Kazakhstan,IMF,0.1825
2000,Kazakhstan,IFC,0.2035
2005,Kazakhstan,IBRD,0.1999
2016,Finland,IADB,0.161
2016,Finland,IBRD,0.52
2016,Finland,IMF,0.512
2016,Finland,IFC,0.6079
2016,Finland,ADB,0.571
2016,Finland,WTO,0.6173
2016,Finland,AFDB,0.4959
2017,Finland,UNGA,0.5181
2017,Finland,WTO,0.6098
2017,Finland,ADB,0.571
2017,Finland,AFDB,0.4959
2017,Finland,IMF,0.5083
2017,Finland,IFC,0.6079
2017,Finland,IBRD,0.514
2017,Finland,IADB,0.161
2018,Finland,UNGA,0.5181
2018,Finland,IADB,0.161
2018,Finland,ADB,0.5701
2018,Finland,IFC,0.6079
2018,Finland,AFDB,0.5003
2018,Finland,WTO,0.6098
2018,Finland,IMF,0.5082
2005,Kazakhstan,IFC,0.2029
2005,Kazakhstan,IMF,0.1796
2005,Kazakhstan,ADB,0.963
2005,Kazakhstan,UNGA,0.5236
2010,Kazakhstan,UNGA,0.5208
2010,Kazakhstan,IBRD,0.1995
2010,Kazakhstan,ADB,1.031
2010,Kazakhstan,IFC,0.2024
2010,Kazakhstan,IMF,0.1764
2015,Kazakhstan,IFC,0.20084
2015,Kazakhstan,IMF,0.199
2018,Finland,IBRD,0.5038
2019,Finland,IMF,0.50821
2019,Finland,IBRD,0.4949
2019,Finland,AFDB,0.49952
2019,Finland,IFC,0.6037
2019,Finland,ADB,0.56572
2019,Finland,WTO,0.6098
2019,Finland,IADB,0.161
2019,Finland,UNGA,0.5181
2020,Finland,ADB,0.566
2020,Finland,ECOSOC,1.85185
2015,Kazakhstan,ADB,0.944
2015,Kazakhstan,UNGA,0.5181
2015,Kazakhstan,IBRD,0.1641
2015,Kazakhstan,ECOSOC,1.8519
2016,Kazakhstan,ECOSOC,1.8519
2016,Kazakhstan,UNGA,0.5181
2016,Kazakhstan,IBRD,0.2
2016,Kazakhstan,ADB,0.944
2016,Kazakhstan,WTO,0.6173
2016,Kazakhstan,IMF,0.261
2020,Finland,UNGA,0.5181
2020,Finland,IFC,0.60766
2020,Finland,WTO,0.60976
2020,Finland,IMF,0.50795
2020,Finland,IBRD,0.48191
2021,Finland,IBRD,0.48723
2021,Finland,IMF,0.50725
2021,Finland,WTO,0.60976
2021,Finland,IFC,0.60141
2021,Finland,ECOSOC,1.85185
2021,Finland,UNGA,0.51813
2000,France,UNSC,6.6667
2000,France,WTO,0.7143
2000,France,IBRD,4.3271
2000,France,IADB,1.896
2000,France,IFC,5.0505
2000,France,UNGA,0.5291
2000,France,IMF,5.0279
2000,France,ADB,2.235
2000,France,AFDB,3.884
2000,France,ECOSOC,1.8519
2005,France,AFDB,3.721
2016,Kazakhstan,IFC,0.20084
2017,Kazakhstan,IFC,0.20084
2017,Kazakhstan,IMF,0.2594
2017,Kazakhstan,WTO,0.6098
2017,Kazakhstan,ADB,0.944
2017,Kazakhstan,IBRD,0.2231
2017,Kazakhstan,UNGA,0.5181
2017,Kazakhstan,UNSC,6.6667
2018,Kazakhstan,UNSC,6.6667
2018,Kazakhstan,UNGA,0.5181
2018,Kazakhstan,IBRD,0.219
2005,France,ADB,2.19
2005,France,WTO,0.6711
2005,France,ECOSOC,1.8519
2005,France,UNGA,0.5236
2005,France,IMF,4.948
2005,France,IFC,5.0351
2005,France,UNSC,6.6667
2005,France,IADB,1.896
2005,France,IBRD,4.3028
2010,France,IFC,5.0215
2010,France,UNGA,0.5208
2018,Kazakhstan,IMF,0.2593
2018,Kazakhstan,WTO,0.6098
2018,Kazakhstan,ADB,0.9422
2018,Kazakhstan,IFC,0.2008
2019,Kazakhstan,IFC,0.1993
2019,Kazakhstan,WTO,0.6098
2019,Kazakhstan,IBRD,0.2155
2019,Kazakhstan,IMF,0.25934
2019,Kazakhstan,ADB,0.93784
2019,Kazakhstan,UNGA,0.5181
2020,Kazakhstan,UNGA,0.5181
2010,France,IBRD,4.2958
2010,France,IADB,1.896
2010,France,UNSC,6.6667
2010,France,FSB,5.7692
2010,France,ECOSOC,1.8519
2010,France,WTO,0.6536
2010,France,ADB,2.413
2010,France,AFDB,3.648
2010,France,IMF,4.8602
2014,France,AFDB,3.76
2015,France,AFDB,3.74
2015,France,IMF,4.2896
2015,France,IBRD,3.932
2015,France,IFC,4.48404
2015,France,ADB,2.163
2015,France,WTO,0.625
2015,France,UNGA,0.5181
2015,France,UNSC,6.6667
2015,France,ECOSOC,1.8519
2015,France,IADB,1.896
2015,France,FSB,5.2632
2016,France,IADB,1.896
2016,France,UNGA,0.5181
2016,France,UNSC,6.6667
2016,France,FSB,5.2632
2016,France,ECOSOC,1.8519
2016,France,IBRD,3.94
2016,France,IMF,4.069
2016,France,IFC,4.48404
2016,France,ADB,2.161
2016,France,WTO,0.6173
2016,France,AFDB,3.7463
2017,France,WTO,0.6098
2020,Kazakhstan,IMF,0.25922
2020,Kazakhstan,IBRD,0.21028
2020,Kazakhstan,ADB,0.938
2020,Kazakhstan,WTO,0.60976
2020,Kazakhstan,IFC,0.20064
2021,Kazakhstan,IFC,0.18974
2021,Kazakhstan,WTO,0.60976
2021,Kazakhstan,IMF,0.25879
2021,Kazakhstan,IBRD,0.2037
2021,Kazakhstan,UNGA,0.51813
2010,Kosovo,IFC,0.0706
2017,France,ADB,2.161
2017,France,UNSC,6.6667
2017,France,UNGA,0.5181
2017,France,IADB,1.896
2017,France,AFDB,3.7463
2017,France,IMF,4.0357
2017,France,IFC,4.48404
2017,France,IBRD,3.8595
2017,France,ECOSOC,1.85185185185185
2017,France,FSB,5.2632
2018,France,IFC,4.484
2018,France,AFDB,3.7793
2018,France,WTO,0.6098
2018,France,ADB,2.1564
2018,France,IBRD,3.7787
2018,France,IMF,4.0348
2018,France,IADB,1.896
2018,France,UNGA,0.5181
2018,France,UNSC,6.6667
2018,France,ECOSOC,1.8519
2018,France,FSB,5.2632
2019,France,IBRD,3.7087
2010,Kosovo,IBRD,0.075
2010,Kosovo,IMF,0.0
2015,Kosovo,IBRD,0.0731
2015,Kosovo,IFC,0.08369
2015,Kosovo,IMF,0.0527
2016,Kosovo,IMF,0.046
2019,France,AFDB,3.77381
2019,France,IFC,4.4542
2019,France,FSB,5.2632
2019,France,UNSC,6.6667
2019,France,ECOSOC,1.85185
2019,France,IADB,1.896
2019,France,IMF,4.03481
2019,France,ADB,2.15193
2019,France,WTO,0.6098
2019,France,UNGA,0.5181
2020,France,ECOSOC,1.85185
2020,France,UNSC,6.667
2020,France,FSB,5.26316
2020,France,UNGA,0.5181
2020,France,IFC,4.48345
2020,France,ADB,2.152
2020,France,WTO,0.60976
2020,France,IBRD,3.89409
2020,France,IMF,4.03267
2021,France,IMF,4.02803213536696
2021,France,IBRD,3.89244888249073
2021,France,WTO,0.60976
2016,Kosovo,IFC,0.08369
2016,Kosovo,IBRD,0.07
2017,Kosovo,IFC,0.08369
2017,Kosovo,IBRD,0.0703
2017,Kosovo,IMF,0.0455
2018,Kosovo,IFC,0.0837
2018,Kosovo,IBRD,0.0817
2018,Kosovo,IMF,0.0455
2019,Kosovo,IMF,0.04553
2019,Kosovo,IBRD,0.0808
2019,Kosovo,IFC,0.083
2020,Kosovo,IFC,0.08351
2021,France,IFC,4.43530285615146
2021,France,FSB,5.17241379310345
2021,France,ECOSOC,1.85185
2021,France,UNGA,0.51813
2000,Georgia,UNGA,0.5291
2000,Georgia,WTO,0.7143
2000,Georgia,IBRD,0.114
2000,Georgia,IMF,0.0819
2000,Georgia,IFC,0.0463
2005,Georgia,IBRD,0.1133
2020,Kosovo,IMF,0.04553
2020,Kosovo,IBRD,0.07928
2021,Kosovo,IFC,0.08009
2021,Kosovo,IMF,0.04534
2021,Kosovo,IBRD,0.08349
2000,Kyrgyzstan,ADB,0.583
2010,Republic of Moldova,WTO,0.6536
2010,Republic of Moldova,IFC,0.0597
2010,Republic of Moldova,IMF,0.0669
2010,Republic of Moldova,UNGA,0.5208
2010,Republic of Moldova,IBRD,0.0998
2015,Republic of Moldova,IBRD,0.0912
2015,Republic of Moldova,UNGA,0.5181
2015,Republic of Moldova,IFC,0.07405
2015,Republic of Moldova,WTO,0.625
2015,Republic of Moldova,IMF,0.0782
2005,Georgia,IFC,0.0461
2005,Georgia,UNGA,0.5236
2005,Georgia,IMF,0.0806
2005,Georgia,WTO,0.6711
2010,Georgia,WTO,0.6536
2010,Georgia,ADB,0.609
2010,Georgia,IMF,0.0792
2010,Georgia,IFC,0.0675
2010,Georgia,UNGA,0.5208
2010,Georgia,IBRD,0.1131
2015,Georgia,ECOSOC,1.8519
2015,Georgia,IBRD,0.1104
2015,Georgia,UNGA,0.5181
2015,Georgia,IFC,0.08097
2015,Georgia,ADB,0.572
2015,Georgia,WTO,0.625
2015,Georgia,IMF,0.0889
2016,Georgia,ECOSOC,1.8519
2016,Georgia,UNGA,0.5181
2016,Georgia,WTO,0.6173
2016,Georgia,ADB,0.572
2016,Georgia,IMF,0.071
2000,Kyrgyzstan,WTO,0.7143
2000,Kyrgyzstan,IBRD,0.0843
2000,Kyrgyzstan,UNGA,0.5291
2000,Kyrgyzstan,IFC,0.0821
2000,Kyrgyzstan,IMF,0.0532
2005,Kyrgyzstan,ADB,0.554
2005,Kyrgyzstan,WTO,0.6711
2005,Kyrgyzstan,IMF,0.0523
2005,Kyrgyzstan,IFC,0.0818
2005,Kyrgyzstan,UNGA,0.5236
2005,Kyrgyzstan,IBRD,0.0838
2016,Georgia,IFC,0.08097
2016,Georgia,IBRD,0.11
2017,Georgia,IBRD,0.1054
2017,Georgia,IFC,0.08097
2017,Georgia,IMF,0.0709
2017,Georgia,ADB,0.572
2017,Georgia,WTO,0.6098
2017,Georgia,UNGA,0.5181
2018,Georgia,UNGA,0.5181
2018,Georgia,WTO,0.6098
2018,Georgia,ADB,0.571
2010,Kyrgyzstan,IBRD,0.0837
2010,Kyrgyzstan,UNGA,0.5208
2010,Kyrgyzstan,IFC,0.0816
2010,Kyrgyzstan,IMF,0.0514
2010,Kyrgyzstan,ADB,0.57
2010,Kyrgyzstan,WTO,0.6536
2015,Kyrgyzstan,ADB,0.538
2015,Kyrgyzstan,WTO,0.625
2015,Kyrgyzstan,IMF,0.0645
2015,Kyrgyzstan,IFC,0.09348
2015,Kyrgyzstan,IBRD,0.0794
2015,Kyrgyzstan,UNGA,0.5181
2015,Kyrgyzstan,ECOSOC,1.8519
2016,Kyrgyzstan,UNGA,0.5181
2016,Kyrgyzstan,IMF,0.047
2016,Kyrgyzstan,IFC,0.09348
2016,Kyrgyzstan,IBRD,0.08
2016,Kyrgyzstan,WTO,0.6173
2016,Kyrgyzstan,ADB,0.538
2017,Kyrgyzstan,ADB,0.538
2017,Kyrgyzstan,WTO,0.6098
2017,Kyrgyzstan,IFC,0.09348
2000,Belgium,UNGA,0.5291
2000,Belgium,ECOSOC,1.8519
2000,Belgium,ADB,0.616
2000,Belgium,AFDB,0.444
2000,Belgium,IADB,0.329
2000,Belgium,WTO,0.7143
2005,Belgium,IMF,2.1285
2005,Belgium,IFC,2.1118
2005,Belgium,IADB,0.329
2005,Belgium,IBRD,1.806
2005,Belgium,AFDB,0.658
2018,Georgia,IFC,0.081
2018,Georgia,IBRD,0.1237
2018,Georgia,IMF,0.0709
2019,Georgia,IMF,0.07093
2019,Georgia,IBRD,0.122
2019,Georgia,IFC,0.0803
2019,Georgia,WTO,0.6098
2019,Georgia,ADB,0.56664
2019,Georgia,UNGA,0.5181
2020,Georgia,ADB,0.567
2020,Georgia,UNGA,0.5181
2005,Belgium,ADB,0.587
2005,Belgium,WTO,0.6711
2005,Belgium,ECOSOC,1.8519
2005,Belgium,UNGA,0.5236
2010,Belgium,IBRD,1.8031
2010,Belgium,ECOSOC,1.8519
2010,Belgium,ADB,0.608
2010,Belgium,WTO,0.6536
2010,Belgium,AFDB,0.647
2010,Belgium,IMF,2.0908
2010,Belgium,IFC,2.1061
2017,Kyrgyzstan,IMF,0.0644
2017,Kyrgyzstan,IBRD,0.0763
2017,Kyrgyzstan,UNGA,0.5181
2018,Kyrgyzstan,UNGA,0.5181
2018,Kyrgyzstan,IMF,0.0644
2018,Kyrgyzstan,IBRD,0.0753
2018,Kyrgyzstan,IFC,0.0935
2018,Kyrgyzstan,WTO,0.6098
2018,Kyrgyzstan,ADB,0.5372
2019,Kyrgyzstan,WTO,0.6098
2019,Kyrgyzstan,IFC,0.0927
2020,Georgia,IFC,0.08078
2020,Georgia,WTO,0.60976
2020,Georgia,IMF,0.07091
2020,Georgia,IBRD,0.11936
2021,Georgia,UNGA,0.51813
2021,Georgia,IBRD,0.11609
2021,Georgia,IMF,0.0707
2021,Georgia,WTO,0.60976
2021,Georgia,IFC,0.07754
2000,Germany,IADB,1.896
2000,Germany,WTO,0.7143
2019,Kyrgyzstan,IBRD,0.0744
2019,Kyrgyzstan,IMF,0.06441
2019,Kyrgyzstan,ADB,0.53283
2019,Kyrgyzstan,UNGA,0.5181
2020,Kyrgyzstan,ADB,0.533
2020,Kyrgyzstan,UNGA,0.5181
2020,Kyrgyzstan,IMF,0.0644
2020,Kyrgyzstan,IBRD,0.07315
2020,Kyrgyzstan,IFC,0.09329
2020,Kyrgyzstan,WTO,0.60976
2010,Belgium,IADB,0.329
2010,Belgium,UNGA,0.5208
2014,Belgium,AFDB,0.647
2015,Belgium,AFDB,0.64
2015,Belgium,IFC,1.89284
2015,Belgium,IMF,1.8563
2015,Belgium,ADB,0.571
2015,Belgium,WTO,0.625
2015,Belgium,IADB,0.329
2015,Belgium,UNGA,0.5181
2015,Belgium,IBRD,1.6435
2000,Germany,IBRD,4.5137
2000,Germany,IFC,5.3792
2000,Germany,IMF,6.0881
2000,Germany,ADB,3.863
2000,Germany,AFDB,4.261
2000,Germany,ECOSOC,1.8519
2000,Germany,UNGA,0.5291
2005,Germany,UNGA,0.5236
2005,Germany,IMF,5.9913
2005,Germany,IFC,5.3628
2005,Germany,IBRD,4.4882
2005,Germany,IADB,1.896
2005,Germany,WTO,0.6711
2005,Germany,ECOSOC,1.8519
2005,Germany,AFDB,4.082
2005,Germany,ADB,3.802
2010,Germany,IADB,1.896
2010,Germany,UNGA,0.5208
2010,Germany,FSB,5.7692
2010,Germany,IMF,5.8851
2010,Germany,ADB,4.229
2010,Germany,WTO,0.6536
2021,Kyrgyzstan,WTO,0.60976
2021,Kyrgyzstan,IFC,0.08925
2021,Kyrgyzstan,IBRD,0.07156
2021,Kyrgyzstan,IMF,0.06419
2021,Kyrgyzstan,UNGA,0.51813
2000,Latvia,IMF,0.0709
2000,Latvia,IFC,0.1
2000,Latvia,UNGA,0.5291
2000,Latvia,WTO,0.7143
2000,Latvia,IBRD,0.1015
2005,Latvia,IBRD,0.101
2010,Germany,AFDB,4.002
2010,Germany,ECOSOC,1.8519
2010,Germany,IFC,5.3484
2010,Germany,IBRD,4.481
2014,Germany,AFDB,4.126
2015,Germany,IMF,5.8079
2015,Germany,AFDB,4.11
2015,Germany,WTO,0.625
2015,Germany,ADB,3.763
2015,Germany,IFC,4.77454
2015,Germany,IBRD,4.3819
2015,Germany,UNGA,0.5181
2015,Germany,FSB,5.2632
2015,Germany,ECOSOC,1.8519
2015,Germany,IADB,1.896
2016,Germany,UNGA,0.5181
2016,Germany,IADB,1.896
2016,Germany,ECOSOC,1.8519
2016,Germany,FSB,5.2632
2016,Germany,IMF,5.368
2016,Germany,IBRD,4.21
2016,Germany,IFC,4.77454
2005,Latvia,UNGA,0.5236
2005,Latvia,IFC,0.0997
2005,Latvia,IMF,0.0698
2005,Latvia,WTO,0.6711
2010,Latvia,IBRD,0.1008
2010,Latvia,UNGA,0.5208
2010,Latvia,WTO,0.6536
2010,Latvia,IMF,0.0685
2010,Latvia,IFC,0.0994
2015,Latvia,IBRD,0.1044
2015,Latvia,UNGA,0.5181
2016,Germany,ADB,3.759
2016,Germany,AFDB,4.1262
2016,Germany,WTO,0.6173
2017,Germany,WTO,0.6098
2017,Germany,AFDB,4.1262
2017,Germany,ADB,3.759
2017,Germany,IFC,4.77454
2017,Germany,IMF,5.3237
2017,Germany,IBRD,4.1209
2017,Germany,FSB,5.2632
2017,Germany,ECOSOC,1.85185185185185
2017,Germany,UNGA,0.5181
2017,Germany,IADB,1.896
2018,Germany,IADB,1.896
2018,Germany,UNGA,0.5181
2018,Germany,ECOSOC,1.8519
2018,Germany,FSB,5.2632
2018,Germany,IBRD,4.0346
2018,Germany,IMF,5.3225
2018,Germany,IFC,4.7745
2018,Germany,ADB,3.7515
2018,Germany,WTO,0.6098
2015,Latvia,IFC,0.10931
2015,Latvia,IMF,0.0857
2015,Latvia,WTO,0.625
2016,Latvia,WTO,0.6173
2016,Latvia,IMF,0.096
2016,Latvia,IFC,0.10931
2016,Latvia,IBRD,0.11
2016,Latvia,UNGA,0.5181
2017,Latvia,UNGA,0.5181
2017,Latvia,IBRD,0.1037
2017,Latvia,IFC,0.10931
2018,Germany,AFDB,4.1625
2019,Germany,AFDB,4.17709
2019,Germany,IADB,1.896
2019,Germany,ADB,3.74707
2019,Germany,WTO,0.6098
2019,Germany,UNGA,0.5181
2019,Germany,IFC,4.7428
2019,Germany,IMF,5.32253
2019,Germany,IBRD,3.9598
2019,Germany,FSB,5.2632
2019,Germany,ECOSOC,1.85185
2019,Germany,UNSC,6.6667
2020,Germany,IMF,5.3197
2020,Germany,IBRD,4.19829
2020,Germany,IFC,4.77392
2020,Germany,WTO,0.60976
2020,Germany,ADB,3.747
2020,Germany,UNSC,6.667
2020,Germany,FSB,5.26316
2020,Germany,ECOSOC,1.85185
2020,Germany,UNGA,0.5181
2021,Germany,IMF,5.31362538765419
2017,Latvia,IMF,0.0952
2017,Latvia,WTO,0.6098
2018,Latvia,WTO,0.6098
2018,Latvia,IFC,0.1093
2018,Latvia,IBRD,0.1021
2018,Latvia,IMF,0.0952
2018,Latvia,UNGA,0.5181
2019,Latvia,UNGA,0.5181
2019,Latvia,IBRD,0.1008
2019,Latvia,IMF,0.09516
2019,Latvia,IFC,0.1084
2019,Latvia,WTO,0.6098
2020,Latvia,WTO,0.60976
2020,Latvia,IFC,0.10912
2020,Latvia,IMF,0.09513
2020,Latvia,IBRD,0.09875
2020,Latvia,UNGA,0.5181
2020,Latvia,ECOSOC,1.85185
2021,Latvia,UNGA,0.51813
2021,Latvia,ECOSOC,1.85185
2021,Latvia,IBRD,0.10107
2016,Belgium,UNGA,0.5181
2016,Belgium,IADB,0.329
2016,Belgium,ECOSOC,1.8519
2016,Belgium,ADB,0.571
2016,Belgium,WTO,0.6173
2016,Belgium,AFDB,0.6452
2016,Belgium,IBRD,1.64
2016,Belgium,IMF,1.314
2016,Belgium,IFC,1.89284
2017,Belgium,ECOSOC,1.85185185185185
2017,Belgium,UNGA,0.5181
2016,Republic of Moldova,WTO,0.6173
2016,Republic of Moldova,IMF,0.064
2016,Republic of Moldova,IFC,0.07405
2016,Republic of Moldova,IBRD,0.1
2016,Republic of Moldova,ECOSOC,1.8519
2016,Republic of Moldova,UNGA,0.5181
2017,Republic of Moldova,UNGA,0.5181
2017,Republic of Moldova,ECOSOC,1.85185185185185
2017,Republic of Moldova,IBRD,0.0957
2017,Republic of Moldova,IFC,0.07405
2021,Latvia,IMF,0.09488
2021,Latvia,IFC,0.11247
2021,Latvia,WTO,0.60976
2000,Liechtenstein,UNGA,0.5291
2000,Liechtenstein,WTO,0.7143
2005,Liechtenstein,UNGA,0.5236
2005,Liechtenstein,WTO,0.6711
2010,Liechtenstein,WTO,0.6536
2010,Liechtenstein,UNGA,0.5208
2010,Liechtenstein,ECOSOC,1.8519
2015,Liechtenstein,UNGA,0.5181
2017,Belgium,IADB,0.329
2017,Belgium,IMF,1.3035
2017,Belgium,IFC,1.89284
2017,Belgium,IBRD,1.6144
2017,Belgium,WTO,0.6098
2017,Belgium,AFDB,0.6452
2017,Belgium,ADB,0.571
2018,Belgium,AFDB,0.6508
2018,Belgium,IFC,1.8928
2018,Belgium,IBRD,1.581
2018,Belgium,IMF,1.3032
2021,Germany,IBRD,4.21452579055241
2021,Germany,FSB,5.17241379310345
2021,Germany,UNGA,0.51813
2021,Germany,ECOSOC,1.85185
2021,Germany,WTO,0.60976
2021,Germany,IFC,4.97458126405124
2000,Greece,WTO,0.7143
2000,Greece,IBRD,0.1202
2000,Greece,UNGA,0.5291
2000,Greece,IFC,0.2977
2015,Liechtenstein,WTO,0.625
2016,Liechtenstein,WTO,0.6173
2016,Liechtenstein,UNGA,0.5181
2017,Liechtenstein,UNGA,0.5181
2017,Liechtenstein,WTO,0.6098
2018,Liechtenstein,WTO,0.6098
2018,Liechtenstein,UNGA,0.5181
2019,Liechtenstein,UNGA,0.5181
2019,Liechtenstein,WTO,0.6098
2020,Liechtenstein,WTO,0.60976
2020,Liechtenstein,UNGA,0.5181
2018,Belgium,UNGA,0.5181
2018,Belgium,ADB,0.5701
2018,Belgium,IADB,0.329
2018,Belgium,ECOSOC,1.8519
2018,Belgium,WTO,0.6098
2019,Belgium,IFC,1.8802
2019,Belgium,AFDB,0.65308
2019,Belgium,UNSC,6.6667
2019,Belgium,ADB,0.56572
2019,Belgium,WTO,0.6098
2019,Belgium,IADB,0.329
2021,Liechtenstein,UNGA,0.51813
2021,Liechtenstein,WTO,0.60976
2000,Lithuania,IFC,0.1079
2000,Lithuania,IMF,0.079
2000,Lithuania,UNGA,0.5291
2000,Lithuania,IBRD,0.1092
2005,Lithuania,IBRD,0.1086
2005,Lithuania,UNGA,0.5236
2005,Lithuania,IMF,0.0778
2005,Lithuania,IFC,0.1076
2005,Lithuania,WTO,0.6711
2000,Greece,IMF,0.3961
2000,Greece,ECOSOC,1.8519
2005,Greece,WTO,0.6711
2005,Greece,UNGA,0.5236
2005,Greece,IMF,0.3898
2005,Greece,IFC,0.2968
2005,Greece,IBRD,0.1195
2005,Greece,UNSC,6.6667
2010,Greece,IMF,0.3829
2010,Greece,IFC,0.296
2010,Greece,WTO,0.6536
2005,Lithuania,ECOSOC,1.8519
2010,Lithuania,WTO,0.6536
2010,Lithuania,IMF,0.0764
2010,Lithuania,IFC,0.1073
2010,Lithuania,IBRD,0.1084
2010,Lithuania,UNGA,0.5208
2015,Lithuania,IBRD,0.0974
2015,Lithuania,UNGA,0.5181
2015,Lithuania,IFC,0.11634
2015,Lithuania,IMF,0.1022
2015,Lithuania,WTO,0.625
2010,Greece,UNGA,0.5208
2010,Greece,IBRD,0.1193
2015,Greece,IBRD,0.1054
2015,Greece,UNGA,0.5181
2015,Greece,WTO,0.625
2015,Greece,IFC,0.28406
2015,Greece,IMF,0.4664
2015,Greece,ECOSOC,1.8519
2016,Greece,ECOSOC,1.8519
2016,Greece,UNGA,0.5181
2015,Lithuania,UNSC,6.6667
2016,Lithuania,UNGA,0.5181
2016,Lithuania,WTO,0.6173
2016,Lithuania,IMF,0.118
2016,Lithuania,IFC,0.11634
2016,Lithuania,IBRD,0.11
2017,Lithuania,IBRD,0.1103
2017,Lithuania,IFC,0.11634
2017,Lithuania,IMF,0.1169
2017,Lithuania,WTO,0.6098
2017,Lithuania,UNGA,0.5181
2016,Greece,IMF,0.516
2016,Greece,IFC,0.28406
2016,Greece,WTO,0.6173
2016,Greece,IBRD,0.1
2017,Greece,IBRD,0.1077
2017,Greece,WTO,0.6098
2017,Greece,IFC,0.28406
2017,Greece,IMF,0.5119
2017,Greece,ECOSOC,1.85185185185185
2017,Greece,UNGA,0.5181
2018,Greece,UNGA,0.5181
2018,Greece,IFC,0.2841
2018,Greece,WTO,0.6098
2018,Greece,IMF,0.5118
2018,Greece,IBRD,0.1706
2019,Greece,IBRD,0.168
2019,Greece,IMF,0.51184
2019,Greece,IFC,0.282
2019,Greece,UNGA,0.5181
2019,Greece,WTO,0.6098
2020,Greece,UNGA,0.5181
2020,Greece,IFC,0.28385
2017,Republic of Moldova,IMF,0.0634
2017,Republic of Moldova,WTO,0.6098
2018,Republic of Moldova,WTO,0.6098
2018,Republic of Moldova,IFC,0.0741
2018,Republic of Moldova,IMF,0.0634
2018,Republic of Moldova,IBRD,0.1117
2018,Republic of Moldova,ECOSOC,1.8519
2018,Republic of Moldova,UNGA,0.5181
2019,Republic of Moldova,UNGA,0.5181
2019,Republic of Moldova,IBRD,0.1101
2018,Lithuania,UNGA,0.5181
2018,Lithuania,WTO,0.6098
2018,Lithuania,IFC,0.1163
2018,Lithuania,IMF,0.1169
2018,Lithuania,IBRD,0.1086
2019,Lithuania,IBRD,0.1071
2019,Lithuania,IMF,0.11688
2019,Lithuania,IFC,0.1154
2019,Lithuania,WTO,0.6098
2019,Lithuania,UNGA,0.5181
2020,Lithuania,UNGA,0.5181
2020,Lithuania,WTO,0.60976
2020,Lithuania,IFC,0.11615
2020,Lithuania,IMF,0.11684
2020,Lithuania,IBRD,0.10492
2021,Lithuania,IMF,0.11657
2021,Lithuania,IBRD,0.11098
2021,Lithuania,IFC,0.11064
2021,Lithuania,WTO,0.60976
2021,Lithuania,UNGA,0.51813
2000,Luxembourg,WTO,0.7143
2000,Luxembourg,IBRD,0.1182
2019,Belgium,UNGA,0.5181
2019,Belgium,IBRD,1.552
2019,Belgium,IMF,1.3032
2020,Belgium,UNSC,6.667
2020,Belgium,UNGA,0.5181
2020,Belgium,WTO,0.60976
2020,Belgium,IFC,1.89249
2020,Belgium,IBRD,1.50952
2020,Belgium,IMF,1.30252
2020,Belgium,ADB,0.566
2021,Belgium,IBRD,1.50043309584228
2019,Republic of Moldova,IMF,0.0634
2019,Republic of Moldova,IFC,0.0734
2019,Republic of Moldova,WTO,0.6098
2020,Republic of Moldova,WTO,0.60976
2020,Republic of Moldova,IFC,0.07387
2020,Republic of Moldova,IMF,0.06339
2020,Republic of Moldova,IBRD,0.10785
2020,Republic of Moldova,UNGA,0.5181
2021,Republic of Moldova,IFC,0.07106
2021,Republic of Moldova,WTO,0.60976
2021,Republic of Moldova,UNGA,0.51813
2000,Luxembourg,IFC,0.0995
