Year,GeoAreaName,Location,Value
2001,Greece,RURAL,2
2001,Greece,URBAN,0
2002,Greece,ALLAREA,1
2002,Greece,URBAN,0
2002,Greece,RURAL,2
2003,Greece,URBAN,0
2003,Greece,RURAL,2
2003,Greece,ALLAREA,1
2008,Denmark,URBAN,0
2009,Denmark,URBAN,0
2009,Denmark,RURAL,0
2009,Denmark,ALLAREA,0
2010,Denmark,URBAN,0
2010,Denmark,RURAL,0
2010,Denmark,ALLAREA,0
2011,Denmark,URBAN,0
2011,Denmark,RURAL,0
2011,Denmark,ALLAREA,0
2012,Denmark,URBAN,0
2005,Bosnia and Herzegovina,RURAL,0
2005,Bosnia and Herzegovina,ALLAREA,0
2006,Bosnia and Herzegovina,RURAL,0
2006,Bosnia and Herzegovina,ALLAREA,0
2006,Bosnia and Herzegovina,URBAN,0
2007,Bosnia and Herzegovina,RURAL,0
2007,Bosnia and Herzegovina,URBAN,0
2007,Bosnia and Herzegovina,ALLAREA,0
2008,Bosnia and Herzegovina,URBAN,0
2008,Bosnia and Herzegovina,RURAL,0
2004,Greece,URBAN,0
2004,Greece,RURAL,1
2004,Greece,ALLAREA,0
2005,Greece,ALLAREA,0
2005,Greece,URBAN,0
2005,Greece,RURAL,1
2006,Greece,RURAL,1
2006,Greece,ALLAREA,0
2006,Greece,URBAN,0
2007,Greece,URBAN,0
2007,Greece,RURAL,1
2012,Denmark,ALLAREA,0
2012,Denmark,RURAL,0
2013,Denmark,RURAL,0
2013,Denmark,URBAN,0
2013,Denmark,ALLAREA,0
2014,Denmark,ALLAREA,0
2014,Denmark,URBAN,0
2014,Denmark,RURAL,0
2015,Denmark,ALLAREA,0
2015,Denmark,URBAN,0
2015,Denmark,RURAL,0
2016,Denmark,URBAN,0
2016,Denmark,RURAL,0
2016,Denmark,ALLAREA,0
2017,Denmark,ALLAREA,0
2017,Denmark,RURAL,0
2017,Denmark,URBAN,0
2018,Denmark,ALLAREA,0
2018,Denmark,RURAL,0
2018,Denmark,URBAN,0
2019,Denmark,ALLAREA,0
2019,Denmark,URBAN,0
2008,Bosnia and Herzegovina,ALLAREA,0
2009,Bosnia and Herzegovina,ALLAREA,0
2009,Bosnia and Herzegovina,URBAN,0
2009,Bosnia and Herzegovina,RURAL,0
2010,Bosnia and Herzegovina,ALLAREA,0
2010,Bosnia and Herzegovina,RURAL,0
2010,Bosnia and Herzegovina,URBAN,0
2011,Bosnia and Herzegovina,URBAN,0
2011,Bosnia and Herzegovina,RURAL,0
2011,Bosnia and Herzegovina,ALLAREA,0
2012,Bosnia and Herzegovina,ALLAREA,0
2012,Bosnia and Herzegovina,RURAL,0
2012,Bosnia and Herzegovina,URBAN,0
2013,Bosnia and Herzegovina,URBAN,0
2013,Bosnia and Herzegovina,RURAL,0
2013,Bosnia and Herzegovina,ALLAREA,0
2014,Bosnia and Herzegovina,ALLAREA,0
2014,Bosnia and Herzegovina,URBAN,0
2014,Bosnia and Herzegovina,RURAL,0
2015,Bosnia and Herzegovina,ALLAREA,0
2007,Greece,ALLAREA,0
2008,Greece,URBAN,0
2008,Greece,RURAL,1
2008,Greece,ALLAREA,0
2009,Greece,URBAN,0
2009,Greece,RURAL,1
2009,Greece,ALLAREA,0
2010,Greece,RURAL,1
2010,Greece,ALLAREA,0
2010,Greece,URBAN,0
2011,Greece,RURAL,0
2015,Bosnia and Herzegovina,URBAN,0
2015,Bosnia and Herzegovina,RURAL,0
2016,Bosnia and Herzegovina,ALLAREA,0
2016,Bosnia and Herzegovina,URBAN,0
2016,Bosnia and Herzegovina,RURAL,0
2017,Bosnia and Herzegovina,RURAL,0
2017,Bosnia and Herzegovina,ALLAREA,0
2017,Bosnia and Herzegovina,URBAN,0
2018,Bosnia and Herzegovina,URBAN,0
2018,Bosnia and Herzegovina,RURAL,0
2000,Lithuania,URBAN,0
2000,Lithuania,ALLAREA,0
2001,Lithuania,ALLAREA,0
2001,Lithuania,RURAL,0
2001,Lithuania,URBAN,0
2002,Lithuania,ALLAREA,0
2002,Lithuania,RURAL,0
2002,Lithuania,URBAN,0
2003,Lithuania,ALLAREA,0
2003,Lithuania,RURAL,0
2003,Lithuania,URBAN,0
2019,Denmark,RURAL,0
2020,Denmark,ALLAREA,0
2020,Denmark,RURAL,0
2020,Denmark,URBAN,0
2000,Estonia,URBAN,0
2000,Estonia,RURAL,0
2000,Estonia,ALLAREA,0
2001,Estonia,URBAN,0
2001,Estonia,RURAL,0
2001,Estonia,ALLAREA,0
2002,Estonia,ALLAREA,0
2011,Greece,ALLAREA,0
2011,Greece,URBAN,0
2012,Greece,URBAN,0
2012,Greece,ALLAREA,0
2012,Greece,RURAL,0
2013,Greece,URBAN,0
2013,Greece,RURAL,0
2013,Greece,ALLAREA,0
2014,Greece,URBAN,0
2014,Greece,RURAL,0
2014,Greece,ALLAREA,0
2015,Greece,ALLAREA,0
2015,Greece,RURAL,0
2015,Greece,URBAN,0
2016,Greece,ALLAREA,0
2016,Greece,RURAL,0
2016,Greece,URBAN,0
2017,Greece,URBAN,0
2017,Greece,ALLAREA,0
2017,Greece,RURAL,0
2018,Greece,ALLAREA,0
2018,Greece,RURAL,0
2004,Lithuania,ALLAREA,0
2004,Lithuania,URBAN,0
2004,Lithuania,RURAL,0
2005,Lithuania,RURAL,0
2005,Lithuania,URBAN,0
2005,Lithuania,ALLAREA,0
2006,Lithuania,ALLAREA,0
2006,Lithuania,RURAL,0
2006,Lithuania,URBAN,0
2007,Lithuania,ALLAREA,0
2007,Lithuania,RURAL,0
2018,Bosnia and Herzegovina,ALLAREA,0
2019,Bosnia and Herzegovina,URBAN,0
2020,Bosnia and Herzegovina,URBAN,0
2000,Bulgaria,ALLAREA,0
2000,Bulgaria,URBAN,0
2000,Bulgaria,RURAL,0
2013,Portugal,ALLAREA,0
2013,Portugal,RURAL,0
2013,Portugal,URBAN,0
2014,Portugal,ALLAREA,0
2014,Portugal,RURAL,0
2018,Greece,URBAN,0
2019,Greece,RURAL,0
2019,Greece,URBAN,0
2019,Greece,ALLAREA,0
2020,Greece,ALLAREA,0
2020,Greece,RURAL,0
2020,Greece,URBAN,0
2000,Hungary,ALLAREA,0
2000,Hungary,RURAL,0
2000,Hungary,URBAN,0
2001,Hungary,URBAN,0
2002,Estonia,RURAL,0
2002,Estonia,URBAN,0
2003,Estonia,URBAN,0
2003,Estonia,RURAL,0
2003,Estonia,ALLAREA,0
2004,Estonia,ALLAREA,0
2004,Estonia,URBAN,0
2004,Estonia,RURAL,0
2005,Estonia,RURAL,0
2005,Estonia,URBAN,0
2005,Estonia,ALLAREA,0
2006,Estonia,URBAN,0
2006,Estonia,RURAL,0
2006,Estonia,ALLAREA,0
2007,Estonia,ALLAREA,0
2007,Estonia,URBAN,0
2007,Estonia,RURAL,0
2008,Estonia,RURAL,0
2008,Estonia,ALLAREA,0
2008,Estonia,URBAN,0
2009,Estonia,RURAL,0
2009,Estonia,ALLAREA,0
2014,Portugal,URBAN,0
2015,Portugal,URBAN,0
2015,Portugal,ALLAREA,0
2015,Portugal,RURAL,0
2016,Portugal,ALLAREA,0
2016,Portugal,RURAL,0
2016,Portugal,URBAN,0
2017,Portugal,ALLAREA,0
2017,Portugal,RURAL,0
2017,Portugal,URBAN,0
2018,Portugal,ALLAREA,0
2007,Lithuania,URBAN,0
2008,Lithuania,ALLAREA,0
2008,Lithuania,RURAL,0
2008,Lithuania,URBAN,0
2009,Lithuania,ALLAREA,0
2009,Lithuania,RURAL,0
2009,Lithuania,URBAN,0
2010,Lithuania,RURAL,0
2010,Lithuania,URBAN,0
2010,Lithuania,ALLAREA,0
2011,Lithuania,ALLAREA,0
2018,Portugal,RURAL,0
2018,Portugal,URBAN,0
2019,Portugal,ALLAREA,0
2019,Portugal,RURAL,0
2019,Portugal,URBAN,0
2020,Portugal,ALLAREA,0
2020,Portugal,RURAL,0
2020,Portugal,URBAN,0
2001,Romania,ALLAREA,0
2001,Romania,RURAL,0
2001,Romania,URBAN,0
2009,Estonia,URBAN,0
2010,Estonia,URBAN,0
2010,Estonia,RURAL,0
2010,Estonia,ALLAREA,0
2011,Estonia,URBAN,0
2011,Estonia,RURAL,0
2011,Estonia,ALLAREA,0
2012,Estonia,ALLAREA,0
2012,Estonia,RURAL,0
2012,Estonia,URBAN,0
2013,Estonia,ALLAREA,0
2013,Estonia,RURAL,0
2013,Estonia,URBAN,0
2014,Estonia,URBAN,0
2014,Estonia,RURAL,0
2014,Estonia,ALLAREA,0
2015,Estonia,URBAN,0
2015,Estonia,RURAL,0
2015,Estonia,ALLAREA,0
2016,Estonia,RURAL,0
2016,Estonia,ALLAREA,0
2016,Estonia,URBAN,0
2017,Estonia,ALLAREA,0
2017,Estonia,URBAN,0
2017,Estonia,RURAL,0
2018,Estonia,RURAL,0
2018,Estonia,ALLAREA,0
2018,Estonia,URBAN,0
2019,Estonia,RURAL,0
2019,Estonia,ALLAREA,0
2019,Estonia,URBAN,0
2020,Estonia,RURAL,0
2020,Estonia,ALLAREA,0
2011,Lithuania,RURAL,0
2011,Lithuania,URBAN,0
2012,Lithuania,ALLAREA,0
2012,Lithuania,RURAL,0
2012,Lithuania,URBAN,0
2013,Lithuania,ALLAREA,0
2013,Lithuania,RURAL,0
2013,Lithuania,URBAN,0
2014,Lithuania,ALLAREA,0
2014,Lithuania,RURAL,0
2014,Lithuania,URBAN,0
2001,Hungary,ALLAREA,0
2001,Hungary,RURAL,0
2002,Hungary,ALLAREA,0
2002,Hungary,RURAL,0
2002,Hungary,URBAN,0
2003,Hungary,ALLAREA,0
2003,Hungary,RURAL,0
2003,Hungary,URBAN,0
2004,Hungary,ALLAREA,0
2004,Hungary,RURAL,0
2004,Hungary,URBAN,0
2002,Romania,ALLAREA,0
2002,Romania,RURAL,0
2002,Romania,URBAN,0
2003,Romania,ALLAREA,0
2003,Romania,RURAL,0
2003,Romania,URBAN,0
2004,Romania,ALLAREA,0
2004,Romania,URBAN,0
2004,Romania,RURAL,0
2005,Romania,ALLAREA,0
2005,Romania,RURAL,0
2020,Estonia,URBAN,0
2011,Ukraine,URBAN,0
2012,Ukraine,RURAL,0
2012,Ukraine,URBAN,0
2012,Ukraine,ALLAREA,0
2013,Ukraine,ALLAREA,0
2013,Ukraine,RURAL,0
2013,Ukraine,URBAN,0
2014,Ukraine,ALLAREA,0
2014,Ukraine,RURAL,0
2014,Ukraine,URBAN,0
2005,Hungary,ALLAREA,0
2005,Hungary,RURAL,0
2005,Hungary,URBAN,0
2006,Hungary,URBAN,0
2006,Hungary,ALLAREA,0
2006,Hungary,RURAL,0
2007,Hungary,ALLAREA,0
2007,Hungary,URBAN,0
2007,Hungary,RURAL,0
2008,Hungary,ALLAREA,0
2008,Hungary,RURAL,0
2015,Ukraine,ALLAREA,0
2015,Ukraine,RURAL,0
2015,Ukraine,URBAN,0
2016,Ukraine,ALLAREA,0
2016,Ukraine,RURAL,0
2016,Ukraine,URBAN,0
2017,Ukraine,RURAL,0
2017,Ukraine,URBAN,0
2017,Ukraine,ALLAREA,0
2018,Ukraine,ALLAREA,0
2018,Ukraine,RURAL,0
2008,Hungary,URBAN,0
2009,Hungary,ALLAREA,0
2009,Hungary,RURAL,0
2009,Hungary,URBAN,0
2010,Hungary,ALLAREA,0
2010,Hungary,RURAL,0
2010,Hungary,URBAN,0
2011,Hungary,URBAN,0
2011,Hungary,ALLAREA,0
2011,Hungary,RURAL,0
2012,Hungary,ALLAREA,0
2005,Romania,URBAN,0
2006,Romania,ALLAREA,0
2006,Romania,RURAL,0
2006,Romania,URBAN,0
2007,Romania,ALLAREA,0
2007,Romania,RURAL,0
2007,Romania,URBAN,0
2008,Romania,ALLAREA,0
2008,Romania,RURAL,0
2008,Romania,URBAN,0
2009,Romania,ALLAREA,0
2018,Ukraine,URBAN,0
2019,Ukraine,ALLAREA,0
2019,Ukraine,RURAL,0
2019,Ukraine,URBAN,0
2020,Ukraine,ALLAREA,0
2020,Ukraine,RURAL,0
2020,Ukraine,URBAN,0
2000,North Macedonia,ALLAREA,0
2000,North Macedonia,RURAL,1
2000,North Macedonia,URBAN,0
2001,North Macedonia,ALLAREA,0
2012,Hungary,RURAL,0
2012,Hungary,URBAN,0
2013,Hungary,ALLAREA,0
2013,Hungary,RURAL,0
2013,Hungary,URBAN,0
2014,Hungary,ALLAREA,0
2014,Hungary,RURAL,0
2014,Hungary,URBAN,0
2015,Hungary,ALLAREA,0
2015,Hungary,RURAL,0
2015,Hungary,URBAN,0
2001,North Macedonia,RURAL,1
2001,North Macedonia,URBAN,0
2002,North Macedonia,RURAL,1
2002,North Macedonia,ALLAREA,0
2002,North Macedonia,URBAN,0
2003,North Macedonia,ALLAREA,0
2003,North Macedonia,RURAL,1
2003,North Macedonia,URBAN,0
2004,North Macedonia,ALLAREA,0
2004,North Macedonia,RURAL,1
2004,North Macedonia,URBAN,0
2005,North Macedonia,URBAN,0
2005,North Macedonia,ALLAREA,0
2005,North Macedonia,RURAL,1
2006,North Macedonia,ALLAREA,0
2006,North Macedonia,RURAL,1
2006,North Macedonia,URBAN,0
2007,North Macedonia,ALLAREA,0
2007,North Macedonia,RURAL,1
2007,North Macedonia,URBAN,0
2008,North Macedonia,ALLAREA,0
2008,North Macedonia,RURAL,1
2016,Hungary,URBAN,0
2016,Hungary,ALLAREA,0
2016,Hungary,RURAL,0
2017,Hungary,ALLAREA,0
2017,Hungary,RURAL,0
2017,Hungary,URBAN,0
2018,Hungary,ALLAREA,0
2018,Hungary,RURAL,0
2018,Hungary,URBAN,0
2019,Hungary,ALLAREA,0
2019,Hungary,RURAL,0
2009,Romania,RURAL,0
2009,Romania,URBAN,0
2010,Romania,ALLAREA,0
2010,Romania,RURAL,0
2010,Romania,URBAN,0
2011,Romania,ALLAREA,0
2011,Romania,RURAL,0
2011,Romania,URBAN,0
2012,Romania,ALLAREA,0
2012,Romania,RURAL,0
2012,Romania,URBAN,0
2019,Hungary,URBAN,0
2020,Hungary,ALLAREA,0
2020,Hungary,RURAL,0
2020,Hungary,URBAN,0
2000,Iceland,URBAN,0
2000,Iceland,ALLAREA,0
2000,Iceland,RURAL,0
2001,Iceland,ALLAREA,0
2001,Iceland,RURAL,0
2001,Iceland,URBAN,0
2002,Iceland,ALLAREA,0
2008,North Macedonia,URBAN,0
2009,North Macedonia,ALLAREA,0
2009,North Macedonia,RURAL,1
2009,North Macedonia,URBAN,0
2010,North Macedonia,ALLAREA,0
2010,North Macedonia,RURAL,1
2010,North Macedonia,URBAN,0
2011,North Macedonia,ALLAREA,0
2011,North Macedonia,RURAL,1
2011,North Macedonia,URBAN,0
2012,North Macedonia,ALLAREA,0
2002,Iceland,RURAL,0
2002,Iceland,URBAN,0
2003,Iceland,ALLAREA,0
2003,Iceland,RURAL,0
2003,Iceland,URBAN,0
2004,Iceland,ALLAREA,0
2004,Iceland,RURAL,0
2004,Iceland,URBAN,0
2005,Iceland,URBAN,0
2005,Iceland,ALLAREA,0
2005,Iceland,RURAL,0
2006,Iceland,ALLAREA,0
2006,Iceland,RURAL,0
2006,Iceland,URBAN,0
2007,Iceland,ALLAREA,0
2007,Iceland,RURAL,0
2007,Iceland,URBAN,0
2008,Iceland,RURAL,0
2008,Iceland,ALLAREA,0
2008,Iceland,URBAN,0
2009,Iceland,RURAL,0
2009,Iceland,URBAN,0
2013,Romania,URBAN,0
2013,Romania,RURAL,0
2013,Romania,ALLAREA,0
2014,Romania,ALLAREA,0
2014,Romania,RURAL,0
2014,Romania,URBAN,0
2015,Romania,ALLAREA,0
2015,Romania,RURAL,0
2015,Romania,URBAN,0
2016,Romania,ALLAREA,0
2016,Romania,RURAL,0
2009,Iceland,ALLAREA,0
2010,Iceland,URBAN,0
2010,Iceland,ALLAREA,0
2010,Iceland,RURAL,0
2011,Iceland,RURAL,0
2011,Iceland,ALLAREA,0
2011,Iceland,URBAN,0
2012,Iceland,ALLAREA,0
2012,Iceland,RURAL,0
2012,Iceland,URBAN,0
2013,Iceland,ALLAREA,0
2013,Iceland,RURAL,0
2013,Iceland,URBAN,0
2014,Iceland,ALLAREA,0
2014,Iceland,RURAL,0
2014,Iceland,URBAN,0
2015,Iceland,URBAN,0
2015,Iceland,ALLAREA,0
2015,Iceland,RURAL,0
2016,Iceland,ALLAREA,0
2016,Iceland,URBAN,0
2016,Iceland,RURAL,0
2017,Iceland,ALLAREA,0
2017,Iceland,RURAL,0
2017,Iceland,URBAN,0
2018,Iceland,ALLAREA,0
2018,Iceland,RURAL,0
2018,Iceland,URBAN,0
2019,Iceland,ALLAREA,0
2019,Iceland,RURAL,0
2019,Iceland,URBAN,0
2020,Iceland,URBAN,0
2020,Iceland,ALLAREA,0
2012,North Macedonia,RURAL,1
2012,North Macedonia,URBAN,0
2013,North Macedonia,ALLAREA,0
2013,North Macedonia,RURAL,1
2013,North Macedonia,URBAN,0
2014,North Macedonia,URBAN,0
2014,North Macedonia,ALLAREA,0
2014,North Macedonia,RURAL,1
2015,North Macedonia,RURAL,1
2015,North Macedonia,URBAN,0
2015,North Macedonia,ALLAREA,0
2015,Lithuania,RURAL,0
2015,Lithuania,URBAN,0
2015,Lithuania,ALLAREA,0
2016,Lithuania,ALLAREA,0
2016,Lithuania,RURAL,0
2016,Lithuania,URBAN,0
2017,Lithuania,RURAL,0
2017,Lithuania,URBAN,0
2017,Lithuania,ALLAREA,0
2018,Lithuania,ALLAREA,0
2018,Lithuania,RURAL,0
2016,Romania,URBAN,0
2017,Romania,ALLAREA,0
2017,Romania,RURAL,0
2017,Romania,URBAN,0
2018,Romania,ALLAREA,0
2018,Romania,RURAL,0
2018,Romania,URBAN,0
2019,Romania,ALLAREA,0
2019,Romania,RURAL,0
2019,Romania,URBAN,0
2020,Romania,ALLAREA,0
2016,North Macedonia,ALLAREA,0
2016,North Macedonia,RURAL,0
2016,North Macedonia,URBAN,0
2017,North Macedonia,ALLAREA,0
2017,North Macedonia,RURAL,0
2017,North Macedonia,URBAN,0
2018,North Macedonia,ALLAREA,0
2018,North Macedonia,RURAL,0
2018,North Macedonia,URBAN,0
2019,North Macedonia,RURAL,0
2019,North Macedonia,URBAN,0
2018,Lithuania,URBAN,0
2019,Lithuania,ALLAREA,0
2019,Lithuania,RURAL,0
2019,Lithuania,URBAN,0
2020,Lithuania,RURAL,0
2020,Lithuania,URBAN,0
2020,Lithuania,ALLAREA,0
2000,Luxembourg,ALLAREA,0
2000,Luxembourg,RURAL,0
2000,Luxembourg,URBAN,0
2001,Luxembourg,ALLAREA,0
2020,Iceland,RURAL,0
2000,Ireland,RURAL,0
2000,Ireland,URBAN,0
2000,Ireland,ALLAREA,0
2001,Ireland,URBAN,0
2001,Ireland,ALLAREA,0
2001,Ireland,RURAL,0
2002,Ireland,ALLAREA,0
2002,Ireland,RURAL,0
2002,Ireland,URBAN,0
2003,Ireland,ALLAREA,0
2003,Ireland,RURAL,0
2003,Ireland,URBAN,0
2004,Ireland,ALLAREA,0
2004,Ireland,URBAN,0
2004,Ireland,RURAL,0
2005,Ireland,RURAL,0
2005,Ireland,URBAN,0
2005,Ireland,ALLAREA,0
2006,Ireland,URBAN,0
2006,Ireland,ALLAREA,0
2006,Ireland,RURAL,0
2007,Ireland,ALLAREA,0
2007,Ireland,RURAL,0
2007,Ireland,URBAN,0
2008,Ireland,ALLAREA,0
2008,Ireland,RURAL,0
2008,Ireland,URBAN,0
2009,Ireland,ALLAREA,0
2009,Ireland,RURAL,0
2009,Ireland,URBAN,0
2010,Ireland,ALLAREA,0
2010,Ireland,RURAL,0
2001,Luxembourg,URBAN,0
2001,Luxembourg,RURAL,0
2002,Luxembourg,ALLAREA,0
2002,Luxembourg,RURAL,0
2002,Luxembourg,URBAN,0
2003,Luxembourg,ALLAREA,0
2003,Luxembourg,RURAL,0
2003,Luxembourg,URBAN,0
2004,Luxembourg,ALLAREA,0
2004,Luxembourg,RURAL,0
2004,Luxembourg,URBAN,0
2010,Ireland,URBAN,0
2011,Ireland,URBAN,0
2011,Ireland,ALLAREA,0
2011,Ireland,RURAL,0
2012,Ireland,ALLAREA,0
2012,Ireland,RURAL,0
2012,Ireland,URBAN,0
2013,Ireland,ALLAREA,0
2013,Ireland,RURAL,0
2013,Ireland,URBAN,0
2014,Ireland,ALLAREA,0
2019,North Macedonia,ALLAREA,0
2020,North Macedonia,ALLAREA,0
2020,North Macedonia,RURAL,0
2020,North Macedonia,URBAN,0
2000,Uzbekistan,ALLAREA,0
2000,Uzbekistan,RURAL,0
2000,Uzbekistan,URBAN,0
2001,Uzbekistan,ALLAREA,0
2001,Uzbekistan,RURAL,0
2001,Uzbekistan,URBAN,0
2002,Uzbekistan,ALLAREA,0
2014,Ireland,URBAN,0
2014,Ireland,RURAL,0
2015,Ireland,ALLAREA,0
2015,Ireland,RURAL,0
2015,Ireland,URBAN,0
2016,Ireland,URBAN,0
2016,Ireland,ALLAREA,0
2016,Ireland,RURAL,0
2017,Ireland,URBAN,0
2017,Ireland,ALLAREA,0
2017,Ireland,RURAL,0
2002,Uzbekistan,RURAL,0
2002,Uzbekistan,URBAN,0
2003,Uzbekistan,ALLAREA,0
2003,Uzbekistan,RURAL,0
2003,Uzbekistan,URBAN,0
2004,Uzbekistan,RURAL,0
2004,Uzbekistan,URBAN,0
2004,Uzbekistan,ALLAREA,0
2005,Uzbekistan,RURAL,0
2005,Uzbekistan,URBAN,0
2005,Uzbekistan,ALLAREA,0
2006,Uzbekistan,URBAN,0
2006,Uzbekistan,ALLAREA,0
2006,Uzbekistan,RURAL,0
2007,Uzbekistan,ALLAREA,0
2007,Uzbekistan,RURAL,0
2007,Uzbekistan,URBAN,0
2008,Uzbekistan,URBAN,0
2008,Uzbekistan,ALLAREA,0
2008,Uzbekistan,RURAL,0
2009,Uzbekistan,URBAN,0
2009,Uzbekistan,ALLAREA,0
2005,Luxembourg,ALLAREA,0
2005,Luxembourg,RURAL,0
2005,Luxembourg,URBAN,0
2006,Luxembourg,ALLAREA,0
2006,Luxembourg,RURAL,0
2006,Luxembourg,URBAN,0
2007,Luxembourg,ALLAREA,0
2007,Luxembourg,RURAL,0
2007,Luxembourg,URBAN,0
2008,Luxembourg,ALLAREA,0
2008,Luxembourg,RURAL,0
2020,Romania,RURAL,0
2020,Romania,URBAN,0
2000,Serbia,ALLAREA,0
2000,Serbia,RURAL,0
2000,Serbia,URBAN,0
2001,Serbia,RURAL,0
2001,Serbia,URBAN,0
2001,Serbia,ALLAREA,0
2002,Serbia,ALLAREA,0
2002,Serbia,RURAL,0
2002,Serbia,URBAN,0
2009,Uzbekistan,RURAL,0
2010,Uzbekistan,ALLAREA,0
2010,Uzbekistan,RURAL,0
2010,Uzbekistan,URBAN,0
2011,Uzbekistan,ALLAREA,0
2011,Uzbekistan,RURAL,0
2011,Uzbekistan,URBAN,0
2012,Uzbekistan,ALLAREA,0
2012,Uzbekistan,RURAL,0
2012,Uzbekistan,URBAN,0
2013,Uzbekistan,RURAL,0
2003,Serbia,URBAN,0
2003,Serbia,ALLAREA,0
2003,Serbia,RURAL,0
2004,Serbia,ALLAREA,0
2004,Serbia,RURAL,0
2004,Serbia,URBAN,0
2005,Serbia,ALLAREA,0
2005,Serbia,RURAL,0
2005,Serbia,URBAN,0
2006,Serbia,RURAL,0
2006,Serbia,URBAN,0
2013,Uzbekistan,ALLAREA,0
2013,Uzbekistan,URBAN,0
2014,Uzbekistan,RURAL,0
2014,Uzbekistan,URBAN,0
2014,Uzbekistan,ALLAREA,0
2015,Uzbekistan,ALLAREA,0
2015,Uzbekistan,RURAL,0
2015,Uzbekistan,URBAN,0
2016,Uzbekistan,ALLAREA,0
2016,Uzbekistan,RURAL,0
2016,Uzbekistan,URBAN,0
2006,Serbia,ALLAREA,0
2007,Serbia,ALLAREA,0
2007,Serbia,RURAL,0
2007,Serbia,URBAN,0
2008,Serbia,ALLAREA,0
2008,Serbia,RURAL,0
2008,Serbia,URBAN,0
2009,Serbia,ALLAREA,0
2009,Serbia,RURAL,0
2009,Serbia,URBAN,0
2010,Serbia,ALLAREA,0
2018,Ireland,ALLAREA,0
2018,Ireland,RURAL,0
2018,Ireland,URBAN,0
2019,Ireland,ALLAREA,0
2019,Ireland,RURAL,0
2019,Ireland,URBAN,0
2020,Ireland,RURAL,0
2020,Ireland,URBAN,0
2020,Ireland,ALLAREA,0
2000,Italy,ALLAREA,0
2000,Italy,RURAL,0
2017,Uzbekistan,ALLAREA,0
2017,Uzbekistan,RURAL,0
2017,Uzbekistan,URBAN,0
2018,Uzbekistan,ALLAREA,0
2018,Uzbekistan,RURAL,0
2018,Uzbekistan,URBAN,0
2019,Uzbekistan,RURAL,0
2019,Uzbekistan,URBAN,0
2019,Uzbekistan,ALLAREA,0
2020,Uzbekistan,ALLAREA,0
2020,Uzbekistan,RURAL,0
2010,Serbia,RURAL,0
2010,Serbia,URBAN,0
2011,Serbia,RURAL,0
2011,Serbia,URBAN,0
2011,Serbia,ALLAREA,0
2012,Serbia,RURAL,0
2012,Serbia,URBAN,0
2012,Serbia,ALLAREA,0
2013,Serbia,URBAN,0
2013,Serbia,ALLAREA,0
2013,Serbia,RURAL,0
2014,Serbia,ALLAREA,0
2014,Serbia,RURAL,0
2014,Serbia,URBAN,0
2015,Serbia,ALLAREA,0
2015,Serbia,RURAL,0
2015,Serbia,URBAN,0
2016,Serbia,RURAL,0
2016,Serbia,URBAN,0
2016,Serbia,ALLAREA,0
2017,Serbia,ALLAREA,0
2017,Serbia,RURAL,0
2000,Italy,URBAN,0
2001,Italy,ALLAREA,0
2001,Italy,RURAL,0
2001,Italy,URBAN,0
2002,Italy,ALLAREA,0
2002,Italy,URBAN,0
2002,Italy,RURAL,0
2003,Italy,ALLAREA,0
2003,Italy,URBAN,0
2003,Italy,RURAL,0
2004,Italy,URBAN,0
2008,Luxembourg,URBAN,0
2009,Luxembourg,ALLAREA,0
2009,Luxembourg,RURAL,0
2009,Luxembourg,URBAN,0
2010,Luxembourg,ALLAREA,0
2010,Luxembourg,RURAL,0
2010,Luxembourg,URBAN,0
2011,Luxembourg,ALLAREA,0
2011,Luxembourg,RURAL,0
2011,Luxembourg,URBAN,0
2012,Luxembourg,ALLAREA,0
2004,Italy,ALLAREA,0
2004,Italy,RURAL,0
2005,Italy,RURAL,0
2005,Italy,ALLAREA,0
2005,Italy,URBAN,0
2006,Italy,ALLAREA,0
2006,Italy,RURAL,0
2006,Italy,URBAN,0
2007,Italy,ALLAREA,0
2007,Italy,RURAL,0
2007,Italy,URBAN,0
2017,Serbia,URBAN,0
2018,Serbia,ALLAREA,0
2018,Serbia,URBAN,0
2018,Serbia,RURAL,0
2019,Serbia,ALLAREA,0
2019,Serbia,RURAL,0
2019,Serbia,URBAN,0
2020,Serbia,ALLAREA,0
2020,Serbia,RURAL,0
2020,Serbia,URBAN,0
2000,Slovakia,ALLAREA,0
2008,Italy,RURAL,0
2008,Italy,ALLAREA,0
2008,Italy,URBAN,0
2009,Italy,URBAN,0
2009,Italy,ALLAREA,0
2009,Italy,RURAL,0
2010,Italy,ALLAREA,0
2010,Italy,RURAL,0
2010,Italy,URBAN,0
2011,Italy,ALLAREA,0
2011,Italy,RURAL,0
2000,Slovakia,RURAL,0
2000,Slovakia,URBAN,0
2001,Slovakia,ALLAREA,0
2001,Slovakia,RURAL,0
2001,Slovakia,URBAN,0
2002,Slovakia,ALLAREA,0
2002,Slovakia,RURAL,0
2002,Slovakia,URBAN,0
2003,Slovakia,RURAL,0
2003,Slovakia,URBAN,0
2003,Slovakia,ALLAREA,0
2011,Italy,URBAN,0
2012,Italy,ALLAREA,0
2012,Italy,RURAL,0
2012,Italy,URBAN,0
2013,Italy,ALLAREA,0
2013,Italy,RURAL,0
2013,Italy,URBAN,0
2014,Italy,URBAN,0
2014,Italy,ALLAREA,0
