Year,GeoAreaName,Education level,Value
2016,Latvia,UPPSEC,100.0
2016,Latvia,PRIMAR,100.0
2020,Lithuania,UPPSEC,100.0
2020,Lithuania,PRIMAR,100.0
2020,Lithuania,LOWSEC,100.0
2016,Republic of Moldova,PRIMAR,100.0
2016,Republic of Moldova,LOWSEC,100.0
2016,Republic of Moldova,UPPSEC,100.0
2017,Republic of Moldova,UPPSEC,100.0
2017,Republic of Moldova,LOWSEC,100.0
2017,Republic of Moldova,PRIMAR,100.0
2018,Republic of Moldova,PRIMAR,100.0
2018,Republic of Moldova,LOWSEC,100.0
2018,Republic of Moldova,UPPSEC,100.0
2019,Republic of Moldova,UPPSEC,100.0
2019,Republic of Moldova,PRIMAR,100.0
2019,Republic of Moldova,LOWSEC,100.0
2000,Netherlands,UPPSEC,100.0
2000,Netherlands,LOWSEC,100.0
2000,Netherlands,PRIMAR,100.0
2001,Netherlands,LOWSEC,100.0
2001,Netherlands,PRIMAR,100.0
2001,Netherlands,UPPSEC,100.0
2002,Netherlands,UPPSEC,100.0
2002,Netherlands,PRIMAR,100.0
2002,Netherlands,LOWSEC,100.0
2003,Netherlands,PRIMAR,100.0
2003,Netherlands,LOWSEC,100.0
2003,Netherlands,UPPSEC,100.0
2004,Netherlands,UPPSEC,100.0
2004,Netherlands,LOWSEC,100.0
2004,Netherlands,PRIMAR,100.0
2005,Netherlands,PRIMAR,100.0
2005,Netherlands,LOWSEC,100.0
2005,Netherlands,UPPSEC,100.0
2006,Netherlands,UPPSEC,100.0
2006,Netherlands,LOWSEC,100.0
2006,Netherlands,PRIMAR,100.0
2007,Netherlands,PRIMAR,100.0
2007,Netherlands,LOWSEC,100.0
2007,Netherlands,UPPSEC,100.0
2008,Netherlands,UPPSEC,100.0
2008,Netherlands,LOWSEC,100.0
2008,Netherlands,PRIMAR,100.0
2009,Netherlands,PRIMAR,100.0
2009,Netherlands,LOWSEC,100.0
2009,Netherlands,UPPSEC,100.0
2010,Netherlands,UPPSEC,100.0
2010,Netherlands,LOWSEC,100.0
2010,Netherlands,PRIMAR,100.0
2011,Netherlands,PRIMAR,100.0
2011,Netherlands,LOWSEC,100.0
2011,Netherlands,UPPSEC,100.0
2012,Netherlands,UPPSEC,100.0
2012,Netherlands,LOWSEC,100.0
2012,Netherlands,PRIMAR,100.0
2013,Netherlands,PRIMAR,100.0
2013,Netherlands,LOWSEC,100.0
2013,Netherlands,UPPSEC,100.0
2014,Netherlands,UPPSEC,100.0
2014,Netherlands,LOWSEC,100.0
2014,Netherlands,PRIMAR,100.0
2015,Netherlands,PRIMAR,100.0
2015,Netherlands,LOWSEC,100.0
2015,Netherlands,UPPSEC,100.0
2016,Netherlands,UPPSEC,100.0
2016,Netherlands,LOWSEC,100.0
2016,Netherlands,PRIMAR,100.0
2017,Netherlands,PRIMAR,100.0
2017,Netherlands,LOWSEC,100.0
2017,Netherlands,UPPSEC,100.0
2018,Netherlands,UPPSEC,100.0
2018,Netherlands,LOWSEC,100.0
2018,Netherlands,PRIMAR,100.0
2019,Netherlands,PRIMAR,100.0
2019,Netherlands,LOWSEC,100.0
2019,Netherlands,UPPSEC,100.0
2000,Norway,PRIMAR,100.0
2000,Norway,LOWSEC,100.0
2001,Norway,LOWSEC,100.0
2001,Norway,PRIMAR,100.0
2002,Norway,PRIMAR,100.0
2002,Norway,LOWSEC,100.0
2003,Norway,LOWSEC,100.0
2003,Norway,PRIMAR,100.0
2004,Norway,PRIMAR,100.0
2004,Norway,LOWSEC,100.0
2005,Norway,LOWSEC,100.0
2005,Norway,PRIMAR,100.0
2006,Norway,PRIMAR,100.0
2006,Norway,LOWSEC,100.0
2007,Norway,LOWSEC,100.0
2007,Norway,PRIMAR,100.0
2008,Norway,PRIMAR,100.0
2008,Norway,UPPSEC,100.0
2008,Norway,LOWSEC,100.0
2009,Norway,LOWSEC,100.0
2009,Norway,PRIMAR,100.0
2009,Norway,UPPSEC,100.0
2010,Norway,UPPSEC,100.0
2010,Norway,PRIMAR,100.0
2010,Norway,LOWSEC,100.0
2011,Norway,LOWSEC,100.0
2011,Norway,PRIMAR,100.0
2011,Norway,UPPSEC,100.0
2012,Norway,UPPSEC,100.0
2012,Norway,PRIMAR,100.0
2012,Norway,LOWSEC,100.0
2013,Norway,LOWSEC,100.0
2013,Norway,PRIMAR,100.0
2013,Norway,UPPSEC,100.0
2014,Norway,UPPSEC,100.0
2014,Norway,PRIMAR,100.0
2014,Norway,LOWSEC,100.0
2015,Norway,LOWSEC,100.0
2015,Norway,PRIMAR,100.0
2015,Norway,UPPSEC,100.0
2016,Norway,UPPSEC,100.0
2016,Norway,PRIMAR,100.0
2016,Norway,LOWSEC,100.0
2017,Norway,LOWSEC,100.0
2017,Norway,PRIMAR,100.0
2017,Norway,UPPSEC,100.0
2018,Norway,UPPSEC,100.0
2018,Norway,PRIMAR,100.0
2020,Uzbekistan,LOWSEC,86.80032
2020,Uzbekistan,PRIMAR,86.597
2021,Uzbekistan,PRIMAR,89.49694
2021,Uzbekistan,UPPSEC,96.94377
2021,Uzbekistan,LOWSEC,90.25017
2018,Norway,LOWSEC,100.0
2019,Norway,LOWSEC,100.0
2019,Norway,PRIMAR,100.0
2019,Norway,UPPSEC,100.0
2020,Norway,PRIMAR,100.0
2020,Norway,LOWSEC,100.0
2020,Norway,LOWSEC,100.0
