Year,GeoAreaName,Education level,Quantile,Sex,Value
2021,Cyprus,PRIMAR,_T,BOTHSEX,1.0055
2021,Cyprus,LOWSEC,_T,BOTHSEX,0.96961
2021,Cyprus,UPPSEC,_T,BOTHSEX,1.05538
2006,Denmark,PRIMAR,_T,BOTHSEX,0.99692
2006,Denmark,LOWSEC,_T,BOTHSEX,0.99728
2012,Bosnia and Herzegovina,PRIMAR,_T,MALE,0.99417
2012,Bosnia and Herzegovina,LOWSEC,Q1,BOTHSEX,0.0
2012,Bosnia and Herzegovina,UPPSEC,Q3,BOTHSEX,0.91663
2012,Bosnia and Herzegovina,UPPSEC,Q3,FEMALE,0.0
2012,Bosnia and Herzegovina,LOWSEC,Q1,MALE,0.0
2012,Bosnia and Herzegovina,LOWSEC,Q1,FEMALE,0.0
2012,Bosnia and Herzegovina,PRIMAR,Q4,MALE,1.0
2006,Azerbaijan,PRIMAR,Q3,FEMALE,0.9665
2006,Azerbaijan,PRIMAR,Q5,MALE,0.0
2006,Azerbaijan,LOWSEC,_T,FEMALE,0.93344
2006,Azerbaijan,PRIMAR,Q5,FEMALE,0.0
2006,Azerbaijan,LOWSEC,_T,MALE,0.95085
2006,Azerbaijan,LOWSEC,Q2,BOTHSEX,1.00864
2006,Azerbaijan,LOWSEC,Q1,BOTHSEX,1.26471
2006,Azerbaijan,LOWSEC,Q1,FEMALE,0.0
2006,Denmark,UPPSEC,_T,BOTHSEX,0.83822
2007,Denmark,UPPSEC,_T,BOTHSEX,0.80324
2007,Denmark,LOWSEC,_T,BOTHSEX,0.9981
2007,Denmark,PRIMAR,_T,BOTHSEX,1.0
2008,Denmark,PRIMAR,_T,BOTHSEX,1.0
2008,Denmark,LOWSEC,_T,BOTHSEX,1.0014
2008,Denmark,UPPSEC,_T,BOTHSEX,0.83073
2009,Denmark,UPPSEC,_T,BOTHSEX,0.78964
2009,Denmark,LOWSEC,_T,BOTHSEX,1.0
2009,Denmark,PRIMAR,_T,BOTHSEX,1.0
2006,Azerbaijan,PRIMAR,Q4,MALE,0.96851
2006,Azerbaijan,PRIMAR,Q1,FEMALE,1.22529
2006,Azerbaijan,UPPSEC,Q1,MALE,0.0
2006,Austria,PRIMAR,_T,BOTHSEX,1.0
2006,Austria,LOWSEC,_T,BOTHSEX,1.0
2006,Austria,UPPSEC,_T,BOTHSEX,1.07479
2007,Austria,UPPSEC,_T,BOTHSEX,1.10975
2007,Austria,LOWSEC,_T,BOTHSEX,1.01785
2007,Austria,PRIMAR,_T,BOTHSEX,1.00886
2008,Austria,PRIMAR,_T,BOTHSEX,1.00612
2008,Austria,LOWSEC,_T,BOTHSEX,1.01228
2008,Austria,UPPSEC,_T,BOTHSEX,1.08846
2009,Austria,UPPSEC,_T,BOTHSEX,1.07961
2009,Austria,LOWSEC,_T,BOTHSEX,1.01557
2009,Austria,PRIMAR,_T,BOTHSEX,1.00774
2010,Austria,PRIMAR,_T,BOTHSEX,1.00543
2010,Austria,LOWSEC,_T,BOTHSEX,1.01094
2010,Austria,UPPSEC,_T,BOTHSEX,1.07521
2011,Austria,UPPSEC,_T,BOTHSEX,1.10848
2010,Denmark,PRIMAR,_T,BOTHSEX,1.0
2010,Denmark,LOWSEC,_T,BOTHSEX,1.0
2010,Denmark,UPPSEC,_T,BOTHSEX,0.7683
2011,Denmark,UPPSEC,_T,BOTHSEX,0.78835
2011,Denmark,LOWSEC,_T,BOTHSEX,1.0
2011,Denmark,PRIMAR,_T,BOTHSEX,1.0
2012,Denmark,PRIMAR,_T,BOTHSEX,1.0
2012,Denmark,LOWSEC,_T,BOTHSEX,0.9992
2012,Denmark,UPPSEC,_T,BOTHSEX,0.81517
2013,Denmark,UPPSEC,_T,BOTHSEX,0.79357
2013,Denmark,LOWSEC,_T,BOTHSEX,1.0
2013,Denmark,PRIMAR,_T,BOTHSEX,1.0
2014,Denmark,PRIMAR,_T,BOTHSEX,1.0
2014,Denmark,LOWSEC,_T,BOTHSEX,0.99119
2014,Denmark,UPPSEC,_T,BOTHSEX,0.80153
2015,Denmark,UPPSEC,_T,BOTHSEX,0.78098
2015,Denmark,LOWSEC,_T,BOTHSEX,0.99716
2015,Denmark,PRIMAR,_T,BOTHSEX,1.0
2016,Denmark,PRIMAR,_T,BOTHSEX,1.0
2016,Denmark,LOWSEC,_T,BOTHSEX,1.00091
2011,Austria,LOWSEC,_T,BOTHSEX,1.01614
2011,Austria,PRIMAR,_T,BOTHSEX,1.00803
2012,Austria,PRIMAR,_T,BOTHSEX,1.00577
2012,Austria,LOWSEC,_T,BOTHSEX,1.01158
2012,Austria,UPPSEC,_T,BOTHSEX,1.10802
2013,Austria,UPPSEC,_T,BOTHSEX,1.09221
2013,Austria,LOWSEC,_T,BOTHSEX,1.01965
2013,Austria,PRIMAR,_T,BOTHSEX,1.00979
2014,Austria,PRIMAR,_T,BOTHSEX,1.00923
2014,Austria,LOWSEC,_T,BOTHSEX,1.01853
2006,Bulgaria,LOWSEC,_T,BOTHSEX,0.9595
2006,Bulgaria,UPPSEC,_T,BOTHSEX,0.784
2006,Bulgaria,PRIMAR,_T,BOTHSEX,0.99715
2007,Bulgaria,PRIMAR,_T,BOTHSEX,0.97771
2007,Bulgaria,UPPSEC,_T,BOTHSEX,0.81535
2007,Bulgaria,LOWSEC,_T,BOTHSEX,0.96656
2008,Bulgaria,LOWSEC,_T,BOTHSEX,0.96282
2008,Bulgaria,UPPSEC,_T,BOTHSEX,0.81729
2008,Bulgaria,PRIMAR,_T,BOTHSEX,0.98558
2009,Bulgaria,PRIMAR,_T,BOTHSEX,0.9944
2009,Estonia,LOWSEC,_T,BOTHSEX,0.96214
2009,Estonia,PRIMAR,_T,BOTHSEX,0.9987
2010,Estonia,PRIMAR,_T,BOTHSEX,0.9937
2010,Estonia,LOWSEC,_T,BOTHSEX,0.9612
2010,Estonia,UPPSEC,_T,BOTHSEX,0.88588
2011,Estonia,UPPSEC,_T,BOTHSEX,0.91651
2011,Estonia,LOWSEC,_T,BOTHSEX,0.97247
2011,Estonia,PRIMAR,_T,BOTHSEX,0.9952
2012,Estonia,PRIMAR,_T,BOTHSEX,1.00431
2012,Estonia,LOWSEC,_T,BOTHSEX,0.98806
2014,Austria,UPPSEC,_T,BOTHSEX,1.07685
2015,Austria,UPPSEC,_T,BOTHSEX,1.10546
2015,Austria,LOWSEC,_T,BOTHSEX,1.02152
2015,Austria,PRIMAR,_T,BOTHSEX,1.01073
2016,Austria,PRIMAR,_T,BOTHSEX,1.00908
2016,Austria,LOWSEC,_T,BOTHSEX,1.01822
2016,Austria,UPPSEC,_T,BOTHSEX,1.07174
2017,Austria,UPPSEC,_T,BOTHSEX,1.08811
2017,Austria,LOWSEC,_T,BOTHSEX,1.02437
2017,Austria,PRIMAR,_T,BOTHSEX,1.01214
2016,Denmark,UPPSEC,_T,BOTHSEX,0.81264
2017,Denmark,UPPSEC,_T,BOTHSEX,0.8199
2017,Denmark,LOWSEC,_T,BOTHSEX,0.99637
2017,Denmark,PRIMAR,_T,BOTHSEX,1.0
2018,Denmark,PRIMAR,_T,BOTHSEX,1.0
2018,Denmark,LOWSEC,_T,BOTHSEX,0.99859
2018,Denmark,UPPSEC,_T,BOTHSEX,0.83201
2019,Denmark,UPPSEC,_T,BOTHSEX,0.85172
2019,Denmark,LOWSEC,_T,BOTHSEX,0.99636
2019,Denmark,PRIMAR,_T,BOTHSEX,1.0
2018,Austria,PRIMAR,_T,BOTHSEX,1.01332
2018,Austria,LOWSEC,_T,BOTHSEX,1.02677
2018,Austria,UPPSEC,_T,BOTHSEX,1.0806
2019,Austria,UPPSEC,_T,BOTHSEX,1.095
2019,Austria,LOWSEC,_T,BOTHSEX,1.03071
2019,Austria,PRIMAR,_T,BOTHSEX,1.01528
2020,Austria,PRIMAR,_T,BOTHSEX,1.01572
2020,Austria,LOWSEC,_T,BOTHSEX,1.0316
2020,Austria,UPPSEC,_T,BOTHSEX,1.11354
2021,Austria,UPPSEC,_T,BOTHSEX,1.0963
2012,Estonia,UPPSEC,_T,BOTHSEX,0.87758
2013,Estonia,UPPSEC,_T,BOTHSEX,0.89909
2013,Estonia,LOWSEC,_T,BOTHSEX,1.00386
2013,Estonia,PRIMAR,_T,BOTHSEX,1.0024
2014,Estonia,PRIMAR,_T,BOTHSEX,1.0
2014,Estonia,LOWSEC,_T,BOTHSEX,0.9815
2014,Estonia,UPPSEC,_T,BOTHSEX,0.81856
2015,Estonia,UPPSEC,_T,BOTHSEX,0.81844
2015,Estonia,LOWSEC,_T,BOTHSEX,0.98424
2015,Estonia,PRIMAR,_T,BOTHSEX,1.0
2021,Austria,LOWSEC,_T,BOTHSEX,1.02524
2021,Austria,PRIMAR,_T,BOTHSEX,1.01258
2000,Armenia,PRIMAR,_T,BOTHSEX,0.98995
2000,Armenia,LOWSEC,_T,BOTHSEX,0.98047
2000,Armenia,UPPSEC,_T,BOTHSEX,0.82407
2005,Armenia,UPPSEC,_T,BOTHSEX,0.41277
2005,Armenia,LOWSEC,_T,BOTHSEX,0.90474
2005,Armenia,PRIMAR,_T,BOTHSEX,0.99468
2010,Armenia,PRIMAR,_T,BOTHSEX,0.9959
2010,Armenia,LOWSEC,_T,BOTHSEX,0.97583
2009,Bulgaria,UPPSEC,_T,BOTHSEX,0.84139
2009,Bulgaria,LOWSEC,_T,BOTHSEX,0.94964
2010,Bulgaria,LOWSEC,_T,BOTHSEX,0.9864
2010,Bulgaria,UPPSEC,_T,BOTHSEX,0.81029
2010,Bulgaria,PRIMAR,_T,BOTHSEX,0.9935
2011,Bulgaria,PRIMAR,_T,BOTHSEX,0.9869
2011,Bulgaria,UPPSEC,_T,BOTHSEX,0.89167
2011,Bulgaria,LOWSEC,_T,BOTHSEX,0.99969
2012,Bulgaria,LOWSEC,_T,BOTHSEX,0.95259
2012,Bulgaria,UPPSEC,_T,BOTHSEX,0.7623
2010,Armenia,UPPSEC,_T,BOTHSEX,0.55672
2011,Armenia,LOWSEC,Q5,FEMALE,0.0
2011,Armenia,LOWSEC,Q3,MALE,0.0
2011,Armenia,LOWSEC,Q3,FEMALE,0.0
2011,Armenia,PRIMAR,Q3,MALE,0.0
2011,Armenia,LOWSEC,Q4,BOTHSEX,0.0
2011,Armenia,PRIMAR,Q3,FEMALE,0.0
2011,Armenia,LOWSEC,Q2,BOTHSEX,0.98043
2012,Bulgaria,PRIMAR,_T,BOTHSEX,1.01736
2013,Bulgaria,PRIMAR,_T,BOTHSEX,1.01362
2013,Bulgaria,UPPSEC,_T,BOTHSEX,0.73672
2013,Bulgaria,LOWSEC,_T,BOTHSEX,0.96486
2014,Bulgaria,LOWSEC,_T,BOTHSEX,0.92496
2014,Bulgaria,UPPSEC,_T,BOTHSEX,0.73443
2014,Bulgaria,PRIMAR,_T,BOTHSEX,0.97189
2015,Bulgaria,PRIMAR,_T,BOTHSEX,0.9936
2015,Bulgaria,UPPSEC,_T,BOTHSEX,0.73711
2015,Bulgaria,LOWSEC,_T,BOTHSEX,0.95726
2011,Armenia,PRIMAR,Q4,FEMALE,0.0
2011,Armenia,LOWSEC,Q2,MALE,0.95141
2011,Armenia,LOWSEC,Q2,FEMALE,1.0
2011,Armenia,PRIMAR,Q5,FEMALE,0.0
2011,Armenia,PRIMAR,Q5,MALE,0.0
2006,Hungary,PRIMAR,_T,BOTHSEX,1.0
2006,Hungary,LOWSEC,_T,BOTHSEX,0.98821
2006,Hungary,UPPSEC,_T,BOTHSEX,0.91658
2007,Hungary,UPPSEC,_T,BOTHSEX,0.95077
2007,Hungary,LOWSEC,_T,BOTHSEX,0.9902
2007,Hungary,PRIMAR,_T,BOTHSEX,1.0
2008,Hungary,PRIMAR,_T,BOTHSEX,1.0
2008,Hungary,LOWSEC,_T,BOTHSEX,0.99644
2008,Hungary,UPPSEC,_T,BOTHSEX,0.92981
2009,Hungary,UPPSEC,_T,BOTHSEX,0.91509
2009,Hungary,LOWSEC,_T,BOTHSEX,0.99131
2009,Hungary,PRIMAR,_T,BOTHSEX,1.0
2010,Hungary,PRIMAR,_T,BOTHSEX,1.0
2010,Hungary,LOWSEC,_T,BOTHSEX,0.99041
2010,Hungary,UPPSEC,_T,BOTHSEX,0.92168
2011,Hungary,UPPSEC,_T,BOTHSEX,0.93487
2011,Hungary,LOWSEC,_T,BOTHSEX,0.99696
2011,Hungary,PRIMAR,_T,BOTHSEX,1.0
2012,Hungary,PRIMAR,_T,BOTHSEX,1.0
2012,Hungary,LOWSEC,_T,BOTHSEX,0.99294
2012,Hungary,UPPSEC,_T,BOTHSEX,0.89886
2013,Hungary,UPPSEC,_T,BOTHSEX,0.88474
2013,Hungary,LOWSEC,_T,BOTHSEX,0.99656
2013,Hungary,PRIMAR,_T,BOTHSEX,1.0
2014,Hungary,PRIMAR,_T,BOTHSEX,0.9968
2014,Hungary,LOWSEC,_T,BOTHSEX,0.99113
2014,Hungary,UPPSEC,_T,BOTHSEX,0.88437
2015,Hungary,UPPSEC,_T,BOTHSEX,0.91373
2015,Hungary,LOWSEC,_T,BOTHSEX,0.98843
2015,Hungary,PRIMAR,_T,BOTHSEX,1.0011
2016,Hungary,PRIMAR,_T,BOTHSEX,0.9976
2016,Hungary,LOWSEC,_T,BOTHSEX,0.99043
2016,Hungary,UPPSEC,_T,BOTHSEX,0.88976
2016,Bulgaria,LOWSEC,_T,BOTHSEX,0.94156
2016,Bulgaria,UPPSEC,_T,BOTHSEX,0.74787
2016,Bulgaria,PRIMAR,_T,BOTHSEX,0.98178
2017,Bulgaria,PRIMAR,_T,BOTHSEX,0.9546
2017,Bulgaria,UPPSEC,_T,BOTHSEX,0.73642
2017,Bulgaria,LOWSEC,_T,BOTHSEX,0.95747
2018,Bulgaria,LOWSEC,_T,BOTHSEX,0.94911
2018,Bulgaria,UPPSEC,_T,BOTHSEX,0.74461
2018,Bulgaria,PRIMAR,_T,BOTHSEX,0.99325
2019,Bulgaria,PRIMAR,_T,BOTHSEX,1.01871
2017,Hungary,UPPSEC,_T,BOTHSEX,0.88929
2017,Hungary,LOWSEC,_T,BOTHSEX,0.98026
2017,Hungary,PRIMAR,_T,BOTHSEX,1.0003
2018,Hungary,PRIMAR,_T,BOTHSEX,0.9994
2018,Hungary,LOWSEC,_T,BOTHSEX,0.98556
2018,Hungary,UPPSEC,_T,BOTHSEX,0.88743
2019,Hungary,UPPSEC,_T,BOTHSEX,0.87962
2019,Hungary,LOWSEC,_T,BOTHSEX,0.99257
2019,Hungary,PRIMAR,_T,BOTHSEX,0.9986
2020,Hungary,PRIMAR,_T,BOTHSEX,1.002
2020,Denmark,PRIMAR,_T,BOTHSEX,1.0
2020,Denmark,LOWSEC,_T,BOTHSEX,0.99858
2020,Denmark,UPPSEC,_T,BOTHSEX,0.80587
2021,Denmark,UPPSEC,_T,BOTHSEX,0.84511
2021,Denmark,LOWSEC,_T,BOTHSEX,1.00242
2021,Denmark,PRIMAR,_T,BOTHSEX,1.0
2006,Latvia,UPPSEC,_T,BOTHSEX,0.94947
2006,Latvia,LOWSEC,_T,BOTHSEX,0.99909
2006,Latvia,PRIMAR,_T,BOTHSEX,1.0
2007,Latvia,UPPSEC,_T,BOTHSEX,0.86945
2019,Bulgaria,UPPSEC,_T,BOTHSEX,0.79251
2019,Bulgaria,LOWSEC,_T,BOTHSEX,0.98085
2020,Bulgaria,LOWSEC,_T,BOTHSEX,0.98922
2020,Bulgaria,UPPSEC,_T,BOTHSEX,0.72767
2020,Bulgaria,PRIMAR,_T,BOTHSEX,0.98174
2021,Bulgaria,PRIMAR,_T,BOTHSEX,1.0097
2021,Bulgaria,UPPSEC,_T,BOTHSEX,0.79736
2021,Bulgaria,LOWSEC,_T,BOTHSEX,0.98284
2005,Belarus,PRIMAR,_T,BOTHSEX,0.9954
2005,Belarus,UPPSEC,_T,BOTHSEX,0.83542
2007,Latvia,PRIMAR,_T,BOTHSEX,1.00311
2007,Latvia,LOWSEC,_T,BOTHSEX,0.98402
2008,Latvia,LOWSEC,_T,BOTHSEX,0.98556
2008,Latvia,PRIMAR,_T,BOTHSEX,1.00591
2008,Latvia,UPPSEC,_T,BOTHSEX,0.83352
2009,Latvia,UPPSEC,_T,BOTHSEX,0.97065
2009,Latvia,PRIMAR,_T,BOTHSEX,0.9968
2009,Latvia,LOWSEC,_T,BOTHSEX,0.99338
2010,Latvia,LOWSEC,_T,BOTHSEX,0.99347
2010,Latvia,PRIMAR,_T,BOTHSEX,0.9943
2005,Belarus,LOWSEC,_T,BOTHSEX,0.99638
2012,Belarus,LOWSEC,_T,BOTHSEX,1.00082
2012,Belarus,LOWSEC,_T,MALE,1.0
2012,Belarus,PRIMAR,Q5,FEMALE,0.0
2012,Belarus,PRIMAR,Q5,MALE,0.0
2012,Belarus,LOWSEC,_T,FEMALE,1.00195
2012,Belarus,UPPSEC,Q3,MALE,0.0
2012,Belarus,UPPSEC,Q3,BOTHSEX,0.0
2020,Hungary,LOWSEC,_T,BOTHSEX,0.99402
2020,Hungary,UPPSEC,_T,BOTHSEX,0.84445
2021,Hungary,UPPSEC,_T,BOTHSEX,0.86302
2021,Hungary,LOWSEC,_T,BOTHSEX,0.97692
2021,Hungary,PRIMAR,_T,BOTHSEX,0.99757
2006,Italy,LOWSEC,_T,BOTHSEX,1.00283
2006,Italy,PRIMAR,_T,BOTHSEX,1.0003
2006,Italy,UPPSEC,_T,BOTHSEX,0.98107
2007,Italy,UPPSEC,_T,BOTHSEX,0.99845
2007,Italy,PRIMAR,_T,BOTHSEX,0.9995
2010,Latvia,UPPSEC,_T,BOTHSEX,0.88507
2011,Latvia,UPPSEC,_T,BOTHSEX,0.92472
2011,Latvia,PRIMAR,_T,BOTHSEX,0.9984
2011,Latvia,LOWSEC,_T,BOTHSEX,0.98772
2012,Latvia,LOWSEC,_T,BOTHSEX,0.97528
2012,Latvia,PRIMAR,_T,BOTHSEX,0.99438
2012,Latvia,UPPSEC,_T,BOTHSEX,0.89829
2013,Latvia,UPPSEC,_T,BOTHSEX,0.8934
2013,Latvia,PRIMAR,_T,BOTHSEX,0.9864
2013,Latvia,LOWSEC,_T,BOTHSEX,1.00364
2012,Belarus,UPPSEC,Q2,MALE,0.99864
2012,Belarus,UPPSEC,Q2,FEMALE,1.02473
2012,Belarus,UPPSEC,Q2,BOTHSEX,1.0124
2012,Belarus,PRIMAR,_T,MALE,1.0
2012,Belarus,PRIMAR,_T,FEMALE,1.0068
2012,Belarus,UPPSEC,Q5,FEMALE,0.0
2012,Belarus,LOWSEC,Q5,MALE,0.0
2012,Belarus,LOWSEC,Q5,FEMALE,0.0
2007,Italy,LOWSEC,_T,BOTHSEX,1.00404
2008,Italy,LOWSEC,_T,BOTHSEX,1.00142
2008,Italy,PRIMAR,_T,BOTHSEX,0.99709
2008,Italy,UPPSEC,_T,BOTHSEX,0.99153
2009,Italy,UPPSEC,_T,BOTHSEX,0.98181
2009,Italy,PRIMAR,_T,BOTHSEX,0.99288
2009,Italy,LOWSEC,_T,BOTHSEX,1.00434
2010,Italy,LOWSEC,_T,BOTHSEX,0.99888
2010,Italy,PRIMAR,_T,BOTHSEX,0.99719
2010,Italy,UPPSEC,_T,BOTHSEX,1.00802
2014,Latvia,LOWSEC,_T,BOTHSEX,1.01773
2014,Latvia,PRIMAR,_T,BOTHSEX,1.0
2014,Latvia,UPPSEC,_T,BOTHSEX,0.91779
2015,Latvia,UPPSEC,_T,BOTHSEX,0.93117
2015,Latvia,PRIMAR,_T,BOTHSEX,0.9977
2015,Latvia,LOWSEC,_T,BOTHSEX,0.99767
2016,Latvia,LOWSEC,_T,BOTHSEX,1.00141
2016,Latvia,PRIMAR,_T,BOTHSEX,1.0
2016,Latvia,UPPSEC,_T,BOTHSEX,0.87732
2017,Latvia,UPPSEC,_T,BOTHSEX,0.81518
2011,Italy,UPPSEC,_T,BOTHSEX,0.99886
2011,Italy,PRIMAR,_T,BOTHSEX,1.00251
2011,Italy,LOWSEC,_T,BOTHSEX,0.99828
2012,Italy,LOWSEC,_T,BOTHSEX,1.00051
2012,Italy,PRIMAR,_T,BOTHSEX,1.00091
2012,Italy,UPPSEC,_T,BOTHSEX,0.98229
2013,Italy,UPPSEC,_T,BOTHSEX,0.99925
2013,Italy,PRIMAR,_T,BOTHSEX,1.0004
2013,Italy,LOWSEC,_T,BOTHSEX,1.00513
2014,Italy,LOWSEC,_T,BOTHSEX,1.00364
2012,Belarus,PRIMAR,Q2,FEMALE,1.05358
2012,Belarus,UPPSEC,_T,FEMALE,0.95749
2012,Belarus,PRIMAR,Q2,BOTHSEX,1.02149
2012,Belarus,LOWSEC,Q3,BOTHSEX,0.0
2012,Belarus,LOWSEC,Q4,BOTHSEX,0.0
2012,Belarus,PRIMAR,Q3,BOTHSEX,1.0
2012,Belarus,LOWSEC,Q4,FEMALE,0.0
2012,Belarus,PRIMAR,_T,BOTHSEX,1.00333
2012,Belarus,UPPSEC,Q4,FEMALE,0.0
2012,Belarus,UPPSEC,Q4,MALE,0.0
2012,Belarus,PRIMAR,Q1,BOTHSEX,1.0
2012,Belarus,UPPSEC,_T,MALE,0.94956
2012,Belarus,PRIMAR,Q1,MALE,0.0
2012,Belarus,UPPSEC,Q1,BOTHSEX,1.09411
2012,Belarus,PRIMAR,Q4,BOTHSEX,0.0
2012,Belarus,LOWSEC,Q2,FEMALE,1.0
2014,Italy,PRIMAR,_T,BOTHSEX,0.9993
2014,Italy,UPPSEC,_T,BOTHSEX,0.98759
2015,Italy,UPPSEC,_T,BOTHSEX,0.98357
2015,Italy,PRIMAR,_T,BOTHSEX,0.9971
2015,Italy,LOWSEC,_T,BOTHSEX,1.00041
2016,Italy,LOWSEC,_T,BOTHSEX,1.00292
2016,Italy,PRIMAR,_T,BOTHSEX,1.0
2016,Italy,UPPSEC,_T,BOTHSEX,1.00207
2017,Italy,UPPSEC,_T,BOTHSEX,1.0048
2017,Italy,PRIMAR,_T,BOTHSEX,1.0017
2017,Latvia,PRIMAR,_T,BOTHSEX,1.0
2017,Latvia,LOWSEC,_T,BOTHSEX,0.9958
2018,Latvia,LOWSEC,_T,BOTHSEX,0.99959
2018,Latvia,PRIMAR,_T,BOTHSEX,1.0
2018,Latvia,UPPSEC,_T,BOTHSEX,0.94987
2019,Latvia,UPPSEC,_T,BOTHSEX,1.01505
2019,Latvia,PRIMAR,_T,BOTHSEX,1.0
2019,Latvia,LOWSEC,_T,BOTHSEX,0.9696
2020,Latvia,LOWSEC,_T,BOTHSEX,1.0161
2020,Latvia,PRIMAR,_T,BOTHSEX,1.0
2012,Belarus,LOWSEC,Q2,BOTHSEX,1.0
2012,Belarus,LOWSEC,Q2,MALE,1.0
2012,Belarus,PRIMAR,Q4,FEMALE,0.0
2012,Belarus,UPPSEC,Q3,FEMALE,0.0
2012,Belarus,LOWSEC,Q1,MALE,0.0
2012,Belarus,LOWSEC,Q1,BOTHSEX,1.00948
2012,Belarus,LOWSEC,Q1,FEMALE,0.0
2012,Belarus,PRIMAR,Q4,MALE,0.0
2017,Italy,LOWSEC,_T,BOTHSEX,1.00272
2018,Italy,LOWSEC,_T,BOTHSEX,1.00543
2018,Italy,PRIMAR,_T,BOTHSEX,1.0016
2018,Italy,UPPSEC,_T,BOTHSEX,1.00242
2019,Italy,UPPSEC,_T,BOTHSEX,0.99294
2019,Italy,PRIMAR,_T,BOTHSEX,0.9971
2019,Italy,LOWSEC,_T,BOTHSEX,0.99919
2020,Italy,LOWSEC,_T,BOTHSEX,0.99688
2020,Italy,PRIMAR,_T,BOTHSEX,1.0006
2020,Italy,UPPSEC,_T,BOTHSEX,1.00142
2012,Belarus,UPPSEC,Q5,BOTHSEX,0.0
2012,Belarus,UPPSEC,_T,BOTHSEX,0.95154
2012,Belarus,PRIMAR,Q2,MALE,1.0
2012,Belarus,LOWSEC,Q5,BOTHSEX,0.0
2012,Belarus,PRIMAR,Q5,BOTHSEX,0.0
2012,Belarus,LOWSEC,Q3,MALE,0.0
2012,Belarus,LOWSEC,Q3,FEMALE,0.0
2012,Belarus,PRIMAR,Q3,MALE,0.0
2020,Latvia,UPPSEC,_T,BOTHSEX,0.93193
2021,Latvia,UPPSEC,_T,BOTHSEX,0.92874
2021,Latvia,PRIMAR,_T,BOTHSEX,0.9934
2021,Latvia,LOWSEC,_T,BOTHSEX,1.0086
2006,Lithuania,UPPSEC,_T,BOTHSEX,0.89856
2006,Lithuania,PRIMAR,_T,BOTHSEX,1.0037
2006,Lithuania,LOWSEC,_T,BOTHSEX,0.97285
2007,Lithuania,LOWSEC,_T,BOTHSEX,0.98415
2007,Lithuania,PRIMAR,_T,BOTHSEX,1.00502
2007,Lithuania,UPPSEC,_T,BOTHSEX,0.90099
2008,Lithuania,UPPSEC,_T,BOTHSEX,0.91338
2008,Lithuania,PRIMAR,_T,BOTHSEX,0.9996
2008,Lithuania,LOWSEC,_T,BOTHSEX,1.00958
2009,Lithuania,LOWSEC,_T,BOTHSEX,0.99016
2009,Lithuania,PRIMAR,_T,BOTHSEX,0.9996
2009,Lithuania,UPPSEC,_T,BOTHSEX,0.89411
2010,Lithuania,UPPSEC,_T,BOTHSEX,0.84611
2010,Lithuania,PRIMAR,_T,BOTHSEX,0.9939
2010,Lithuania,LOWSEC,_T,BOTHSEX,0.99294
2011,Lithuania,LOWSEC,_T,BOTHSEX,0.99437
2012,Belarus,PRIMAR,Q3,FEMALE,0.0
2012,Belarus,LOWSEC,Q4,MALE,0.0
2012,Belarus,UPPSEC,Q4,BOTHSEX,0.0
2012,Belarus,UPPSEC,Q5,MALE,0.0
2012,Belarus,UPPSEC,Q1,MALE,0.0
2012,Belarus,PRIMAR,Q1,FEMALE,0.0
2012,Belarus,UPPSEC,Q1,FEMALE,0.0
2019,Belarus,UPPSEC,Q1,BOTHSEX,0.0
2019,Belarus,PRIMAR,Q1,MALE,0.0
2019,Belarus,UPPSEC,Q5,MALE,0.0
2019,Belarus,PRIMAR,_T,FEMALE,1.0
2019,Belarus,UPPSEC,Q4,BOTHSEX,0.0
2019,Belarus,UPPSEC,Q4,MALE,0.0
2019,Belarus,UPPSEC,Q4,FEMALE,0.0
2021,Italy,UPPSEC,_T,BOTHSEX,1.02056
2021,Italy,PRIMAR,_T,BOTHSEX,0.9978
2021,Italy,LOWSEC,_T,BOTHSEX,1.00271
2006,Kazakhstan,PRIMAR,Q5,FEMALE,0.0
2006,Kazakhstan,LOWSEC,_T,MALE,0.99247
2006,Kazakhstan,LOWSEC,Q5,FEMALE,0.0
2006,Kazakhstan,PRIMAR,Q2,MALE,1.00048
2006,Kazakhstan,PRIMAR,Q2,FEMALE,1.01565
2011,Lithuania,PRIMAR,_T,BOTHSEX,1.0
2011,Lithuania,UPPSEC,_T,BOTHSEX,0.86716
2012,Lithuania,UPPSEC,_T,BOTHSEX,0.9216
2012,Lithuania,PRIMAR,_T,BOTHSEX,1.0
2012,Lithuania,LOWSEC,_T,BOTHSEX,0.99386
2013,Lithuania,LOWSEC,_T,BOTHSEX,0.97904
2013,Lithuania,PRIMAR,_T,BOTHSEX,0.998
2013,Lithuania,UPPSEC,_T,BOTHSEX,0.97118
2014,Lithuania,UPPSEC,_T,BOTHSEX,0.97877
2014,Lithuania,PRIMAR,_T,BOTHSEX,1.0037
2019,Belarus,PRIMAR,_T,BOTHSEX,1.0
2019,Belarus,LOWSEC,Q3,FEMALE,0.0
2019,Belarus,PRIMAR,Q3,MALE,0.0
2019,Belarus,LOWSEC,Q3,MALE,0.0
2019,Belarus,LOWSEC,Q3,BOTHSEX,0.0
2019,Belarus,PRIMAR,Q2,BOTHSEX,1.0
2019,Belarus,UPPSEC,_T,FEMALE,0.90401
2019,Belarus,PRIMAR,Q2,FEMALE,1.0
2019,Belarus,UPPSEC,Q5,BOTHSEX,0.0
