Year,GeoAreaName,Education level,Type of skill,Value
2019,Sweden,PRIMAR,SKILL_MATH,0.96437
2018,Switzerland,LOWSEC,SKILL_MATH,0.93176
2018,Switzerland,LOWSEC,SKILL_READ,0.88253
2001,Türkiye,PRIMAR,SKILL_READ,0.8456
2003,Türkiye,LOWSEC,SKILL_READ,0.60958
2006,Türkiye,LOWSEC,SKILL_READ,0.65174
2007,Türkiye,LOWSEC,SKILL_MATH,0.43825
2009,Türkiye,LOWSEC,SKILL_READ,0.74913
2011,Türkiye,PRIMAR,SKILL_MATH,0.11631
2011,Türkiye,LOWSEC,SKILL_MATH,0.50541
2012,Türkiye,LOWSEC,SKILL_READ,0.94111
2015,Türkiye,LOWSEC,SKILL_MATH,0.89845
2019,Türkiye,LOWSEC,SKILL_MATH,0.31953
2007,Ukraine,PRIMAR,SKILL_MATH,0.59781
2018,Ukraine,LOWSEC,SKILL_READ,0.70494
2000,North Macedonia,LOWSEC,SKILL_READ,1.13283
2000,North Macedonia,LOWSEC,SKILL_MATH,1.13773
2001,North Macedonia,PRIMAR,SKILL_READ,0.38865
2006,North Macedonia,PRIMAR,SKILL_READ,0.63202
2019,North Macedonia,PRIMAR,SKILL_MATH,0.55176
2019,North Macedonia,PRIMAR,SKILL_MATH,0.55176
